"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"13781-1575","2","Tesla, Inc.","10-Day Update","","","NOV-2021","5YJ3E1EA0JF"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]","Tesla","Model 3"," ","2018"," ","634d9bd2cff3bc9","78392"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","12:37"," ","4db613741606aa9","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Santa Clarita"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Dark - Not Lighted"," "," "," ","Y"," "," "," "," ","","Other Fixed Object","Unknown","Unknown","","",""," "," "," "," "," "," "," "," "," "," "," ","Lane / Road Departure","Yes","Unknown","Unknown","70"," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1574","2","Tesla, Inc.","10-Day Update","","","NOV-2021","5YJSA1E41JF"," ","N/A","Tesla","Model S"," ","2018"," ","c13d86ce9e150fd","30677"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","05:18"," ","620c3225ccc3217","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Golden"," ","CO ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1573","2","Tesla, Inc.","10-Day Update","","","NOV-2021","5YJ3E1EB7JF"," ","N/A","Tesla","Model 3"," ","2018"," ","623666a7680c376","57617"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","20:41"," ","65ea7e1a0b52b1f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Oklahoma City"," ","OK ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Daylight","Y"," "," "," "," "," "," "," ","","Heavy Truck","Unknown","Unknown","Changing Lanes","Unknown","Unknown"," "," "," "," "," "," "," "," ","Y"," "," ","Proceeding Straight","Yes","Unknown","Unknown","67"," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1555","2","Tesla, Inc.","10-Day Update","","","NOV-2021","5YJSA1E66MF"," ","N/A","Tesla","Model S"," ","2021"," ","625977e563c2d59","2217"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","OCT-2021","16:49"," ","a8d3da56642d434","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Turnersville"," ","NJ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1553","2","Tesla, Inc.","10-Day Update","","","NOV-2021","5YJ3E1EA2JF"," ","N/A","Tesla","Model 3"," ","2018"," ","1a5835c92225ff1","92444"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","OCT-2021","10:07"," ","4c643a2b2f65d2a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Albertville"," ","AL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1556","2","Tesla, Inc.","10-Day Update","","","NOV-2021","5YJSA1E23HF"," ","N/A","Tesla","Model S"," ","2017"," ","cd318825933c186","","Y","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","JUN-2021"," ","OCT-2021","","Y","954fd0e5c9f7d00","","Y","","Y","","Y","","Y","UNK","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Unknown","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1599","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJYGDEE4MF"," ","N/A","Tesla","Model Y"," ","2021"," ","582d39a9033d38a","7771"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","01:20"," ","85cfc80a21463a2","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Portsmouth"," ","NH ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1598","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJSA1H1XEF"," ","N/A","Tesla","Model S"," ","2014"," ","74a8e5a4b19a550","58411"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","14:54"," ","cbc9bcd98044093","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Clemente"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"10561-1595","1","APTIV","1-Day","","","NOV-2021","1C4RJKEGXM8"," ","N/A","Jeep","Grand Cherokee"," ","2021"," ","b1622ef286d26bf","23168"," ","In-Vehicle (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS","Aptiv"," "," "," ","Y","Y"," "," "," ","","NOV-2021"," ","NOV-2021","16:00"," ","d3825fdba7cadca","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Lincolnwood"," ","IL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","","Y","Daylight","Y"," "," "," "," "," "," "," ","","Pickup Truck","Unknown","No","Lane / Road Departure","Yes","Yes"," ","Y","Y"," "," "," "," "," "," "," "," ","Proceeding Straight","No","Yes","Yes","","Y"," "," "," "," "," "," ","Y","Y","Y"," "," "," ","Y"," "," "," "," "," "," ","Unknown","Illinois State Police"," ","Unknown","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"10039-1548","4","BMW of North America, LLC","10-Day Update","","","NOV-2021","WBA53BH03MC"," ","N/A","BMW","530i"," ","2021"," ","b04a9a933304ad0","","Y","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","","Y","OCT-2021","","Y"," ","","Y","","Y","","Y","Houston"," ","TX ","","Y","Highway / Freeway","Other, see Narrative","Other, see Narrative","","Y","Other, see Narrative"," "," "," "," "," "," "," ","Y","Hurricane Ida","Other Fixed Object","No Injuries Reported","Unknown","","",""," "," "," "," "," "," "," "," "," "," "," ","Other, see Narrative","Unknown","Yes","Yes","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," "," ","Y","No",""," ","Unknown",""," ",""," ",""," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","As of November [XXX], 2021, there is no update. 
According to the customer, [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-1591","1","Honda (American Honda Motor Co.)","1-Day","","","NOV-2021","1HGCR2F56HA"," ","n/a","Honda","Accord"," ","2017"," ","1036b3259ace8ca","","Y","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","NOV-2021","","Y","7d320f5607aa249","","Y","","Y","","Y","Fort Lauderdale"," ","FL ","","Y","Parking Lot","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Pole / Tree","Moderate","Unknown","","",""," "," "," "," "," "," "," "," "," "," "," ","Other, see Narrative","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown"," ","The customer was leaving an apartment complex when she drove over a speed bump, causing her to lose control and hit a tree. Customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"62-1590","1","Honda (American Honda Motor Co.)","1-Day","","","NOV-2021","5FNRL6H90JB"," ","N/A","Honda","Odyssey"," ","2018"," ","e731c92c7bd8363","","Y","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","OCT-2021"," ","NOV-2021","","Y","93584ba02779625","","Y","","Y","","Y","Marion"," ","IL ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Animal","Minor","Unknown","Unknown","",""," "," "," "," "," "," "," "," "," "," "," ","Unknown","Yes","Yes","Unknown","60"," "," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown"," ","Customer was driving at 60 miles per hour and hit a deer on the driver's side. Customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"13781-1589","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJ3E1EB2MF"," ","N/A","Tesla","Model 3"," ","2021"," ","9fdeaaafe2fee5d","24021"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","17:18"," ","6029b5a02bd1508","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Culpeper"," ","VA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-1587","1","Honda (American Honda Motor Co.)","1-Day","","","NOV-2021","2HGFC1F76MH"," ","N/A","Honda","Civic"," ","2021"," ","fb7944e6a684ab1","","Y","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","NOV-2021","","Y","c396cfd34b7abca","","Y","","Y","","Y","","Y","FL ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Heavy Truck","Unknown","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","Yes","Unknown","","Y"," "," "," ","Y"," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown"," ","The customer was stopped at an intersection when a dump truck rear-ended the customer's vehicle, causing it to hit the vehicle in front of the customer. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"1243-1582","1","Subaru of America, Inc.","1-Day","","","NOV-2021","JF2SKARCXMH"," ","N/A","Subaru","Forester"," ","2021"," ","531df7c2eb50fe4","23375"," ","Consumer","","Y"," ","No","ADAS",""," ","Y","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","07:20"," ","7796765cf6c9f3f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Dog Town"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Dawn / Dusk","Y"," "," "," "," "," "," "," ","","Animal","Minor","No","Unknown","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","70"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","Unknown"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1585","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJ3E1EA7JF"," ","N/A","Tesla","Model 3"," ","2018"," ","408cfb841a62199","51009"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","02:58"," ","a68ec6b56e6f607","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Sierra Vista"," ","AZ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1584","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJSA1E2XGF"," ","N/A","Tesla","Model S"," ","2016"," ","a00905cd720949d","117685"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","18:45"," ","c5de22c22ec7353","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Ottawa"," ","IL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-1581","1","Honda (American Honda Motor Co.)","1-Day","","","NOV-2021","SHHFK7G41MU"," ","N/A","Honda","Civic"," ","2021"," ","0b6f9b4e4516206","","Y","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","SEP-2021"," ","NOV-2021","","Y","aeda49547720093","","Y","","Y","","Y","Schroon"," ","NY ","","Y","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Animal","No Injuries Reported","Unknown","Unknown","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Unknown","75"," "," "," ","Y"," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown"," ","Customer was driving on a highway and hit a deer. Customer stated that the 'seat belt airbags' deployed in the accident, as well as Lane Keep Assist System and Adaptive Cruise Control."," "
"62-1578","1","Honda (American Honda Motor Co.)","1-Day","","","NOV-2021","5FPYK3F72KB"," ","N/A","Honda","Ridgeline"," ","2019"," ","9b2b037d22d8052","","Y","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","NOV-2021","","Y","56587e390ad44d6","","Y","","Y","","Y","Story City"," ","IA ","","Y","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Animal","No Injuries Reported","Unknown","Unknown","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","No","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown"," ","Customer was driving on a highway and hit a deer."," "
"1243-1528","2","Subaru of America, Inc.","10-Day Update","","","NOV-2021","JF2SKARC8LH"," ","N/A","Subaru","Forester"," ","2020"," ","972a06e9bb25d6a","20300"," ","Consumer","","Y"," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","OCT-2021"," ","OCT-2021","01:15"," ","c956f70c7f82c2f","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Maplewood"," ","MO ","","Y","Unknown","Dry","Unknown","35"," ","Dark - Unknown Lighting","Y"," "," "," "," "," "," "," ","","Pole / Tree","Minor","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","32"," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," "
"13781-1575","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJ3E1EA0JF"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]","Tesla","Model 3"," ","2018"," ","634d9bd2cff3bc9","78392"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","12:37"," ","4db613741606aa9","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Santa Clarita"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1574","1","Tesla, Inc.","1-Day","","","NOV-2021","5YJSA1E41JF"," ","N/A","Tesla","Model S"," ","2018"," ","c13d86ce9e150fd","30677"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","OCT-2021"," ","NOV-2021","05:18"," ","620c3225ccc3217","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Golden"," ","CO ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
