College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Swosti Institute of Management and Social Studies ,Orissa,Hotel-management,"65,000","54,000",--,--,--,--,--,--,--
Institute of Hotel Management Catering Technology & ,Uttarakhand,Hotel-management,"80,000","1,23,101",8.7,8.8,8.8,8.8,8.3,8.7,8.8
"Amrapali Institute of Hotel Management, Haldwani ",Uttarakhand,Hotel-management,"90,000","55,000",7.1,8.3,5.9,7.1,8.2,6.9,6.1
IMS Unison University ,Uttarakhand,Hotel-management,"97,838","1,49,050",8.2,8.2,8,8.5,8.5,7.5,8.2
"Institute of Media Management , Technology & ",Uttarakhand,Hotel-management,"70,000","50,000",--,--,--,--,--,--,--
"Amazon Institute of Hotel Tourism and Management, ",Uttarakhand,Hotel-management,"2,40,000","1,50,000",--,--,--,--,--,--,--
Doon Post Graduate College of Agriculture Science ,Uttarakhand,Hotel-management,"60,000",--,6.7,7.5,6.4,7.6,7,4.9,6.8
"Uttaranchal University, Dehradun ",Uttarakhand,Hotel-management,"1,15,200","70,200",7.5,7.8,6.8,7.7,8.6,6.5,7.5
Graphic Era University ,Uttarakhand,Hotel-management,"1,44,500","85,000",8.3,8.2,7.9,8.4,8.6,8.1,8.4
Himgiri Zee University ,Uttarakhand,Hotel-management,"60,000","1,40,000",7.9,8.5,5.5,9,8,7.7,8.8
Institute of Technology and Management ,Uttarakhand,Hotel-management,"55,000","62,500",7.4,7.8,7.5,7.8,5.6,8,7.8
BFIT Group of Institutions ,Uttarakhand,Hotel-management,"59,500","30,000",7.5,7.7,7.1,7.7,7.6,7.1,8
Sardar Bhagwan Singh University ,Uttarakhand,Hotel-management,"68,000",--,8.7,8.7,8.3,9.3,9,8.3,8.7
"Maya Group of Colleges, Dehradun ",Uttarakhand,Hotel-management,"85,800","80,800",7.3,6.8,7.2,8.3,7.2,6.7,7.3
Amrapali Group of Institutes ,Uttarakhand,Hotel-management,"90,000","55,000",7.8,7.8,7.5,8.2,7.5,7.8,8.1
HEC Group of Institutions ,Uttarakhand,Hotel-management,"36,000",--,9,9,9,9,9,9,9
GRD Institute of Management and Technology ,Uttarakhand,Hotel-management,"57,000","30,000",6.6,7.1,6,7.1,6.8,5.2,7.2
Shree Dev Bhoomi Institute of Education Science ,Uttarakhand,Hotel-management,"55,000",--,7.3,7.7,7.3,8,7.3,5.3,8
"PAL College of Technology and Management, Haldwani ",Uttarakhand,Hotel-management,"76,000",--,8.2,8.3,8.3,8.2,8.3,7.7,8.3
Alpine Institute of Management & Technology ,Uttarakhand,Hotel-management,"40,000",--,7.2,7.2,7.3,7.8,7.2,6.2,7.3
Dev Bhoomi Institute of Management Studies ,Uttarakhand,Hotel-management,"76,700",--,9,9,--,--,9,9,--
Imperial Institute of Management and Technology ,Uttarakhand,Hotel-management,"51,570","42,570",--,--,--,--,--,--,--
Maya Institute of Technology & Management ,Uttarakhand,Hotel-management,"85,800","80,800",6.9,8.6,3.7,9.3,7.6,5.5,6.5
Swami Vivekanand Institute of Management ,Uttarakhand,Hotel-management,--,--,9.2,8,--,--,--,--,--
Tata Institute of Social Sciences ,Uttarakhand,Hotel-management,"29,600",--,--,--,--,--,--,--,--
Amrapali Institute of Applied Sciences ,Uttarakhand,Hotel-management,"55,000","16,000",7.7,7,7.3,8.3,8,7,8.3
"DBS PG College, Dehradun ",Uttarakhand,Hotel-management,--,--,6.9,7.8,6,8.8,5.8,4.4,8.4
Tamil Nadu Agricultural University ,Tamil nadu,Agriculture,"48,125","21,100",7.9,8.6,8,8,8.8,6.6,7.5
Anbil Dharmalingam Agricultural College and Research Institute ,Tamil nadu,Agriculture,"63,850","70,825",9,--,--,--,--,--,--
Veterinary College and Research Institute ,Tamil nadu,Agriculture,"33,325",--,7.7,8,7,8,8,8.3,7
"Vanavarayar Institute of Agriculture, Pollachi ",Tamil nadu,Agriculture,"23,538",--,6.9,7.5,5.8,7.7,8,5.3,7
Tamil Nadu Veterinary and Animal Sciences University ,Tamil nadu,Agriculture,"33,325","33,325",8.3,8.4,8,8.4,8.2,8.2,8.4
Horticultural College and Research Institute ,Tamil nadu,Agriculture,"57,150","60,630",5.7,7.3,5.3,6,5,5,5.3
Shrimathi Devkunvar Nanalal Bhatt Vaishnav College for ,Tamil nadu,Agriculture,"1,446",--,8.6,9,8,8.7,9.5,7.9,8.4
Thanthai Roever Institute of Agriculture and Rural ,Tamil nadu,Agriculture,"40,000",--,--,--,--,--,--,--,--
Central Marine Fisheries Research Institute ,Tamil nadu,Agriculture,--,--,7.6,8,7,7.5,8,7.5,7.5
Agricultural College and Research Institute ,Tamil nadu,Agriculture,"56,792","80,416",8,8.5,7,8.5,7.5,8,8.3
Forest College and Research Institute ,Tamil nadu,Agriculture,"40,000",--,8.2,8.7,7.7,7.3,8.7,8,8.7
Agricultural College and Research Institute ,Tamil nadu,Agriculture,"50,225",--,7.9,8.4,7.4,8.9,7.6,6.9,8
"Loyola College, Chennai ",Tamil nadu,Agriculture,--,--,8.6,8.7,8.2,8.3,8.9,8.4,8.8
Vellore Institute of Technology ,Tamil nadu,Agriculture,"99,000",--,8.3,8.3,8,7.8,8.9,8.5,8.5
SRM Institute of Technology ,Tamil nadu,Agriculture,"3,10,000",--,8,8,7.1,7.6,8.7,8.2,8.6
"Thiagarajar College, Madurai ",Tamil nadu,Agriculture,--,--,7.5,7.9,7.1,8,7.1,7.2,7.9
Annamalai University ,Tamil nadu,Agriculture,"37,050","34,630",7.4,8.1,6.7,8,7.9,6.5,7.2
Bishop Heber College ,Tamil nadu,Agriculture,--,--,8.3,8.5,7.8,8.2,8.9,8.1,8.4
"Kongunadu Arts and Science College, Coimbatore ",Tamil nadu,Agriculture,--,--,7.3,8,6.7,8.3,7.3,6.3,7
Jamal Mohamed College ,Tamil nadu,Agriculture,"1,500",--,8.5,8.8,8.1,8.5,8.6,8.4,8.6
Dr. N.G.P. Arts and Science College ,Tamil nadu,Agriculture,--,--,7.6,7.8,7.1,7.5,8.4,7.7,7
"Kalasalingam Academy of Research and Education, Krishnankovil ",Tamil nadu,Agriculture,"1,40,600",--,7.7,8,7.4,7.9,8.3,7,7.6
"Lady Doak College, Madurai ",Tamil nadu,Agriculture,"20,000",--,8.4,9.1,7.2,8.7,8.6,8.4,8.2
Karunya Institute of Technology and Sciences ,Tamil nadu,Agriculture,"41,000","2,13,500",7.9,7.9,7.9,7.9,8.5,7.5,7.4
"Holy Cross College (Autonomous), Tiruchirappalli ",Tamil nadu,Agriculture,"9,775",--,8.7,9.3,8.4,9,9.1,7.9,8.7
Ponnaiyah Ramajayam Institute of Science and Technology ,Tamil nadu,Agriculture,"2,00,000",--,6.5,6.8,6.4,6.9,7,5.4,6.3
"Dr. M.G.R. Educational and Research Institute, Chennai ",Tamil nadu,Agriculture,--,--,7.4,7.6,7.4,7.1,7.8,6.8,7.5
"Alagappa University, Karaikudi ",Tamil nadu,Agriculture,"10,500",--,8.5,8.9,7.9,8.9,8.4,8.2,8.4
Empee Institute of Hotel Management and Catering ,Tamil nadu,Agriculture,--,--,8.8,8,--,--,--,--,--
Bharathiar University ,Tamil nadu,Agriculture,--,--,7.8,8,7.6,8.1,7.7,7.5,7.9
Mahatma Phule Krishi Vidyapeeth ,Maharashtra,Agriculture,"19,100",--,8.3,8.1,8,8.6,8.7,7.9,8.4
Central Institute of Fisheries Education ,Maharashtra,Agriculture,"16,700",--,8.9,9,9.7,8.5,9.7,8.2,8.4
Mumbai University ,Maharashtra,Agriculture,"11,700",--,7.2,7.6,6.5,7.9,7.4,6.6,7
Dr DY Patil College of Agriculture Business ,Maharashtra,Agriculture,"57,000",--,7.2,7.9,7,7.4,8.6,5.8,6.5
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Maharashtra,Agriculture,"6,000","6,000",7.4,8.5,6.3,7.6,7.9,7.5,6.4
"Anand Niketan College of Agriculture, Chandrapur ",Maharashtra,Agriculture,"13,150",--,10,--,--,--,--,--,--
Dr Balasaheb Sawant Konkan Krishi Vidyapeeth ,Maharashtra,Agriculture,"24,050","19,100",8.4,9,8,8.5,8.9,7.5,8.3
"KK Wagh College of Agriculture, Nashik ",Maharashtra,Agriculture,"94,000",--,7.5,8,6.1,7.9,8.7,7.1,7.1
Loknete Mohanrao Kadam College of Agriculture ,Maharashtra,Agriculture,"75,000",--,7.3,8,6,8,8,7,7
"Ramkrishna Bajaj College of Agriculture, Wardha ",Maharashtra,Agriculture,"40,070",--,6.7,8.6,6,8.3,6.6,5.8,5
Vasantrao Naik Marathwada Krishi Vidyapeeth ,Maharashtra,Agriculture,"18,850","46,300",8,8.7,7.6,8.2,8.4,7.2,7.9
"Vivekanand College of Agriculture, Buldhana ",Maharashtra,Agriculture,"65,000",--,7.3,--,--,--,--,--,--
Bharati Vidyapeeth Deemed University ,Maharashtra,Agriculture,--,--,7.8,8.1,6.8,7.9,8.1,7.7,8.2
Shivaji University ,Maharashtra,Agriculture,--,--,7.6,7.9,7.2,8.1,8.1,6.3,8
Bombay Veterinary College ,Maharashtra,Agriculture,"20,300",--,7.1,7.6,6.6,7.7,6.3,6.4,8.1
National Research Centre For Citrus ,Maharashtra,Agriculture,--,--,--,--,--,--,--,--,--
Shreemati Nathibai Damodar Thackersey Women's University ,Maharashtra,Agriculture,"10,550",--,7.6,8.2,6.9,8,7.8,7,7.7
"College of Agriculture, Pune ",Maharashtra,Agriculture,"79,000",--,8.2,8.9,7.9,7.9,8.5,7.6,8.3
Dr. Panjabrao Deshmukh Krishi Vidyapeeth ,Maharashtra,Agriculture,"25,120","19,100",8.9,9.3,9,9,9.5,8.1,8.6
"College of Agricultural Biotechnology, Pune ",Maharashtra,Agriculture,--,--,7.9,8.6,7.1,8.1,8.1,6.9,8.8
Ramniranjan Jhunjhunwala College ,Maharashtra,Agriculture,"43,015",--,8,8.8,5.9,9.1,7.9,8,8.4
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Agriculture,--,--,7.9,8.4,7,8,8.4,6.6,8.9
Savitribai Phule Pune University ,Maharashtra,Agriculture,--,--,7.6,8.1,7.1,7.9,7.9,6.8,7.5
"Elphinstone College, Mumbai ",Maharashtra,Agriculture,--,--,7.5,8.1,6.8,7.9,7.9,6.5,8
Rashtrasant Tukadoji Maharaj Nagpur University ,Maharashtra,Agriculture,"27,030",--,7.5,8,7.2,7.7,7.9,6.9,7.4
Tata Institute of Social Sciences ,Maharashtra,Agriculture,"86,630",--,8.6,9,8.1,8.9,8.6,8.4,8.6
SVKM's Narsee Monjee Institute of Management Studies ,Maharashtra,Agriculture,"1,02,000",--,8.2,8.3,8.4,8.1,8.8,7.4,8.1
"Ecole Hoteliere Lavasa, Pune ",Maharashtra,Agriculture,"9,00,000",--,3.7,--,--,5,--,5,1
Nagpur Veterinary College ,Maharashtra,Agriculture,"3,725",--,8.6,8.6,9,8.6,8.4,8,8.8
Garware Institute of Career Education and Development ,Maharashtra,Agriculture,"59,100",--,7.1,6.8,6.3,7.7,7,7.7,7.2
Indian Veterinary Research Institute ,Uttar pradesh,Agriculture,"15,550","15,900",8.9,8.4,9.4,8.7,9.3,8.7,8.8
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Agriculture,"1,17,000","1,17,000",7.2,7.6,6.6,7.5,7.5,6,7.9
National Bureau of Fish Genetic Resources ,Uttar pradesh,Agriculture,--,--,8.1,7.5,8,8.5,8,8.5,8
Central Institute for Subtropical Horticulture ,Uttar pradesh,Agriculture,--,--,--,--,--,--,--,--,--
Baba Saheb Dr Bhim Rao Ambedkar College ,Uttar pradesh,Agriculture,--,--,5.5,6,5,6,6.2,4.2,5.7
Sardar Vallabh Bhai Patel University of Agriculture ,Uttar pradesh,Agriculture,"53,000","72,000",5.5,6.3,6,4.5,7.3,4.3,4.7
"Chandra Bhanu Gupt Krishi Mahavidyala, Lucknow ",Uttar pradesh,Agriculture,--,--,7.7,8.5,7.7,8.3,7.7,6.7,7.5
Amity Institute of Organic Agriculture ,Uttar pradesh,Agriculture,"1,10,000","1,00,000",8.5,8.4,8.4,8.8,9.4,7.4,8.8
Chandra Shekhar Azad University of Agriculture and ,Uttar pradesh,Agriculture,"46,650","63,650",8.3,8.8,8,8.7,8.1,8,7.9
"Kisan Post Graduate College, Ghaziabad ",Uttar pradesh,Agriculture,--,--,--,--,--,--,--,--,--
Banaras Hindu University ,Uttar pradesh,Agriculture,"4,070","6,262",8.3,8.7,8.1,8.4,8.8,7.2,8.6
Amity School of Natural Resources and Sustainable ,Uttar pradesh,Agriculture,"94,000",--,--,--,--,--,--,--,--
Deen Dayal Upadhyaya Gorakhpur University ,Uttar pradesh,Agriculture,"2,613","2,592",6.8,7.7,6.1,7.4,7.5,5,7
Narendra Deva University of Agriculture and Technology ,Uttar pradesh,Agriculture,"47,000","64,000",7.1,7.4,7.1,7.9,7.1,6.2,7
"Indian Grassland and Fodder Research Institute-[IGFRI], Jhansi ",Uttar pradesh,Agriculture,--,--,--,--,--,--,--,--,--
Indian Institute of Pulses Research ,Uttar pradesh,Agriculture,--,--,8.6,9.3,8.3,8.8,8.7,8.3,8.3
Central Institute of Medicinal and Aromatic Plants ,Uttar pradesh,Agriculture,--,--,8.3,--,--,8.6,--,8.2,8
Imperial School of Agri Business ,Uttar pradesh,Agriculture,"81,700",--,--,--,--,--,--,--,--
Aligarh Muslim University ,Uttar pradesh,Agriculture,"1,36,320",--,8.3,8.8,7.9,8.5,8.8,7.2,8.6
"Amity University, Noida ",Uttar pradesh,Agriculture,"95,000","1,02,000",8.2,8,7.9,8.1,8.9,7.6,8.7
"Amity University, Lucknow ",Uttar pradesh,Agriculture,"42,000",--,8.1,8,7.6,8.1,8.8,7.1,8.8
Chaudhary Charan Singh University ,Uttar pradesh,Agriculture,"43,005","4,795",6.4,6.6,6.1,7.3,6.6,4.9,6.6
"National Post Graduate College, Lucknow ",Uttar pradesh,Agriculture,--,--,7.6,8.6,7.4,8.5,7.6,6.8,6.7
Teerthanker Mahaveer University ,Uttar pradesh,Agriculture,"80,700",--,8.1,8.3,7.6,8.2,8.7,7.3,8.3
Mangalayatan University ,Uttar pradesh,Agriculture,"32,500","50,000",7.9,7.8,7.8,8.2,8.4,7.1,8.1
"Udai Pratap College, Varanasi ",Uttar pradesh,Agriculture,"5,586","6,422",7.4,8.1,6.6,8.8,7.3,6.6,7
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Agriculture,"24,000",--,7.1,7.2,6.6,7.5,8,5.8,7.7
J.S. University ,Uttar pradesh,Agriculture,"33,500","10,500",8.5,8.5,7.8,8.7,9,8.2,8.6
"Monad University, Hapur ",Uttar pradesh,Agriculture,"24,500","29,000",8,7.6,7.4,8.5,8,8.2,8.1
Sharda University ,Uttar pradesh,Agriculture,"1,13,300","1,03,000",7.9,7.7,7.6,7.9,8.6,6.9,8.6
Indian Agricultural Research Institute ,Delhi ncr,Agriculture,"43,150","29,250",8.8,9.2,9.6,8.6,9.4,8.1,8.1
Indian Agricultural Statistics Research Institute ,Delhi ncr,Agriculture,"8,500","7,550",7.8,8,7.5,7.5,8,8,7.5
National Dairy Research Institute ,Delhi ncr,Agriculture,"15,200","17,800",9,8.8,8.7,9.1,9.4,9.1,8.9
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Agriculture,"9,850","13,870",8,8.4,7.6,8.3,8.4,7.2,8.2
Sardar Vallabh Bhai Patel University of Agriculture ,Delhi ncr,Agriculture,"53,000","72,000",5.5,6.3,6,4.5,7.3,4.3,4.7
Indira Gandhi National Open University ,Delhi ncr,Agriculture,"4,200","12,700",7.1,7.7,5.7,8.1,7.3,6.3,7.3
Amity Institute of Organic Agriculture ,Delhi ncr,Agriculture,"1,10,000","1,00,000",8.5,8.4,8.4,8.8,9.4,7.4,8.8
"Kisan Post Graduate College, Ghaziabad ",Delhi ncr,Agriculture,--,--,--,--,--,--,--,--,--
Amity School of Natural Resources and Sustainable ,Delhi ncr,Agriculture,"94,000",--,--,--,--,--,--,--,--
TERI School of Advanced Studies ,Delhi ncr,Agriculture,"2,30,000","66,000",7.4,7.4,6.7,7.5,7.7,7.6,7.3
Imperial School of Agri Business ,Delhi ncr,Agriculture,"81,700",--,--,--,--,--,--,--,--
Maharshi Dayanand University ,Delhi ncr,Agriculture,"11,315","3,084",7.8,8,7.7,8,8.4,6.6,8
"Amity University, Noida ",Delhi ncr,Agriculture,"95,000","1,02,000",8.2,8,7.9,8.1,8.9,7.6,8.7
Chaudhary Charan Singh University ,Delhi ncr,Agriculture,"43,005","4,795",6.4,6.6,6.1,7.3,6.6,4.9,6.6
"SRM University Delhi NCR, Sonepat ",Delhi ncr,Agriculture,"1,86,000",--,7.8,8,7.5,7.9,8.1,7.6,7.9
"Monad University, Hapur ",Delhi ncr,Agriculture,"24,500","29,000",8,7.6,7.4,8.5,8,8.2,8.1
Sharda University ,Delhi ncr,Agriculture,"1,13,300","1,03,000",7.9,7.7,7.6,7.9,8.6,6.9,8.6
Galgotias University ,Delhi ncr,Agriculture,"60,000","60,000",7.6,7.9,6.9,7.9,7.5,7.7,7.8
"Starex University, Gurgaon ",Delhi ncr,Agriculture,"70,000","25,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
SunRise University ,Delhi ncr,Agriculture,"69,200","32,200",8.1,8.1,7.3,8.7,8.1,7.9,8.4
"Shobhit University, Meerut ",Delhi ncr,Agriculture,"1,22,400","56,200",7.8,8.4,7.3,7.8,8.3,7,7.9
Modern Vidya Niketan ,Delhi ncr,Agriculture,"95,000","1,05,000",7,7.2,6.4,7.7,7,6.8,6.8
Noida International University ,Delhi ncr,Agriculture,"68,000",--,7,7,6.9,7.5,7.3,6.3,6.7
"KR Mangalam University, Gurgaon ",Delhi ncr,Agriculture,"1,20,000",--,7.7,8.1,7.5,7.3,8.6,7.2,7.4
"Amity University, Greater Noida ",Delhi ncr,Agriculture,"1,20,000",--,8.1,8.2,7.7,7.9,8.6,8.2,8.1
IIMT University ,Delhi ncr,Agriculture,"64,000","52,000",7.4,7.4,7.3,7.6,7.5,7.2,7.1
G D Goenka University ,Delhi ncr,Agriculture,"1,55,000","1,29,000",8.2,7.7,8.3,8.3,8.9,7.6,8.4
"Maharishi University of Information Technology -[MUIT], Noida ",Delhi ncr,Agriculture,--,--,6.8,7,6.1,7.3,6.8,6.9,6.8
Meerut Institute of Technology ,Delhi ncr,Agriculture,"48,000",--,7.9,8.1,6.1,8.8,7.2,8.6,8.5
Vishveshwarya Group of Institutions ,Delhi ncr,Agriculture,"61,200",--,6.3,6.8,6.1,6,7.1,5.8,6.1
Acharya NG Ranga Agricultural University ,Andhra pradesh,Agriculture,"26,700","29,830",8.4,8.8,8.1,9.4,8.2,7,8.6
Sri Venkateswara Veterinary University ,Andhra pradesh,Agriculture,"6,210","42,195",8.2,8.7,8,8.5,7.8,7.8,8.4
"Dr. Y.S.R Horticultural University, Tadepalligudem ",Andhra pradesh,Agriculture,"56,928","68,988",8.2,9,8.3,8.3,8.5,6.9,8.1
S. V. Agricultural College ,Andhra pradesh,Agriculture,"14,400","10,920",8.6,8.8,8.5,8.8,8.5,8.3,8.4
Andhra Loyola College ,Andhra pradesh,Agriculture,--,--,8,8.5,7.4,8.5,8.6,7,8.2
K L University ,Andhra pradesh,Agriculture,"2,05,000",--,8.3,8.5,7.6,8.3,8.8,8.3,8.2
Acharya Nagarjuna University ,Andhra pradesh,Agriculture,--,--,7.3,7.7,7,7.2,8,5.7,8.2
Centurion University of Technology and Management ,Andhra pradesh,Agriculture,"60,000",--,7.8,8,7.2,8.3,7.6,7.4,8.3
"Andhra University, College of Science & Technology, ",Andhra pradesh,Agriculture,--,--,8,8.6,6.4,8.8,8.3,7.1,8.7
"Acharya N. G. Ranga Agricultural University, College ",Andhra pradesh,Agriculture,"23,550","27,800",6.2,6.7,7,5.5,6.7,5.3,6
"Besant Theosophical College, Madanapalle ",Andhra pradesh,Agriculture,--,--,8.3,8.5,8.5,8.5,8,8,8.5
Dantuluri Narayana Raju college ,Andhra pradesh,Agriculture,--,--,8.5,8.5,8.3,8.7,9.2,6.7,9.3
"Jawahar Bharati Degree & P.G College, Nellore ",Andhra pradesh,Agriculture,--,--,8.8,9.5,9,--,--,--,--
"Maharajah's College, Vizianagaram ",Andhra pradesh,Agriculture,"23,400",--,7,8,7,7,6,7,7
"Osmania College, Kurnool ",Andhra pradesh,Agriculture,--,--,9.7,--,--,--,--,--,--
"Sri Durga Malleswari Siddhartha Mahila Kalasala- [SDMSM], ",Andhra pradesh,Agriculture,--,--,7.1,7.2,6.8,6.5,7.8,6.6,7.5
"Visakha Government Degree College for Women, Visakhapatnam ",Andhra pradesh,Agriculture,"10,850",--,--,--,--,--,--,--,--
"Acharya NG Ranga Agricultural University, Agricultural College ",Andhra pradesh,Agriculture,"26,700","27,640",7.7,8.7,7.7,8.4,7,6.7,7.8
Sri Padmavati Mahila Visvavidyalayam ,Andhra pradesh,Agriculture,"16,650",--,7.6,8.3,7.4,7.8,7.5,6.2,8.1
"Hindu College, Guntur ",Andhra pradesh,Agriculture,"5,610",--,7.7,8,7,9,8,7.5,6.7
Andhra University ,Andhra pradesh,Agriculture,"1,22,000",--,7.9,8.3,7.1,8.3,7.9,7.4,8.1
Sri Krishnadevaraya University ,Andhra pradesh,Agriculture,--,--,6.9,6.9,6.6,7.4,6.7,6.4,7.2
"College of Veterinary Science, Tirupati ",Andhra pradesh,Agriculture,"22,410","42,195",8.3,8.5,8.3,9,9,8,6.8
"Maris Stella College, Vijayawada ",Andhra pradesh,Agriculture,--,--,8.3,8.6,7.8,8.5,8.4,8.1,8.4
Indus Institute of Hotel Management ,Andhra pradesh,Agriculture,--,--,--,--,--,--,--,--,--
"Government College (Autonomous), Rajahmundhry ",Andhra pradesh,Agriculture,--,--,9.4,9.5,9,9,--,--,--
Bharatiya Engineering Science & Technology Innovation University ,Andhra pradesh,Agriculture,"1,25,000",--,--,--,--,--,--,--,--
Indian Institute of Horticultural Research ,Karnataka,Agriculture,"8,850",--,8.5,8.7,8.3,8.8,8.7,8.3,8.2
"Karnataka Veterinary Animal and Fisheries Sciences University, ",Karnataka,Agriculture,"46,320","46,788",7.8,8,6,8.3,8,8.2,8.2
Indian Institute of Plantation Management ,Karnataka,Agriculture,"35,000","75,000",7.4,7.3,6.9,8.3,6.6,7.3,7.9
University of Agricultural Sciences ,Karnataka,Agriculture,"21,700","15,500",8.3,8.3,7.8,8.7,8.7,8.2,8.1
University of Horticultural Sciences ,Karnataka,Agriculture,"52,490","39,385",8.4,8.8,7.7,8.5,9,7.8,8.3
Rai Technology University ,Karnataka,Agriculture,"1,50,000",--,8.1,8.2,7.8,8.7,7.3,7.9,8.6
University of Agricultural and Horticultural Sciences ,Karnataka,Agriculture,"22,000","21,475",7.2,7.8,7.1,7.4,7.8,5.9,7.4
University of Agricultural Sciences ,Karnataka,Agriculture,"18,900","27,000",8.1,8.4,7.8,8.6,8.7,7,8.3
BMS College for Women ,Karnataka,Agriculture,--,--,8,8.4,6.6,8.5,7.8,8.4,8.4
"JSS College of Arts, Commerce and Science ",Karnataka,Agriculture,"11,420",--,7.7,8.5,7.5,8.1,7.9,6.6,7.7
Sri Siddartha First Grade College ,Karnataka,Agriculture,--,--,8.7,--,--,--,--,--,--
"College of Agriculture, Hassan ",Karnataka,Agriculture,--,--,7.5,7.9,7.2,8.1,7.5,5.9,8.3
"College of Agriculture, Raichur ",Karnataka,Agriculture,--,--,8.7,8.4,8.6,8.7,9.1,7.9,9.4
"MVJ Medical College and Research Hospital, Hoskote ",Karnataka,Agriculture,--,--,6.9,7.2,6.4,7.6,6.6,6.8,6.6
"Yuvaraja's College, Mysore ",Karnataka,Agriculture,"21,150",--,7.3,8.1,6.3,7.9,7.7,6.3,7.7
Bangalore University ,Karnataka,Agriculture,--,--,7.3,7.6,7.1,7.8,6.6,7,7.7
Karnatak University ,Karnataka,Agriculture,"4,640",--,7.2,8.3,6.2,7.8,7.9,5.7,7.3
University of Mysore ,Karnataka,Agriculture,"20,800",--,7.2,8.5,5.8,7.7,7.9,4.7,8.3
University of Agricultural Sciences ,Karnataka,Agriculture,"21,475","28,925",7.9,8.8,7.5,7.9,8.7,6.2,8.2
"Karnataka Janapada Vishwavidyalaya, Haveri ",Karnataka,Agriculture,"2,500",--,--,--,--,--,--,--,--
Karnataka State Akkamahadevi Women's University ,Karnataka,Agriculture,"1,000",--,7.9,7.9,7.8,8.4,8.1,7.1,8.2
"Bharathi College, Mandya ",Karnataka,Agriculture,--,--,6.6,5,5.5,8,8,6.5,6.5
"Maharani's Science College for Women, Mysore ",Karnataka,Agriculture,--,--,7,7.5,6.2,7.7,6.7,6,7.7
"University of Mysore, Institute of Development Studies ",Karnataka,Agriculture,"22,920",--,6.5,8,4,8.3,6,5.7,7
"Bengaluru Central University, Bangalore ",Karnataka,Agriculture,"5,082",--,8.6,8.6,8,8.8,8.4,8.4,9.3
College of Horticulture ,Karnataka,Agriculture,--,--,8.3,9,9,8.3,--,--,--
National Institute of Agricultural Extension Management ,Telangana,Agriculture,"5,000",--,8.6,8.8,7.8,8.9,8.4,9,8.7
"Indian Institute of Oilseeds Research, Hyderabad ",Telangana,Agriculture,--,--,8.2,--,--,8.7,--,7.9,7.9
Indian Institute of Rice Research ,Telangana,Agriculture,"6,000",--,8.7,9,9,8.7,9,8,8.2
"Loyola Academy Degree and PG College, Secunderabad ",Telangana,Agriculture,"30,000",--,8.1,8.5,7.2,8.4,8.5,7.7,8.4
Shri Shakti College of Hotel Management ,Telangana,Agriculture,--,--,7.8,8,8,8,7,8,7.7
Osmania University College for Women ,Telangana,Agriculture,--,--,8.2,8,8.4,8.7,8.5,6.5,9
Pioneer Institute of Hotel Management ,Telangana,Agriculture,"75,000",--,8.1,8.3,7.3,8.7,7.7,8,8.3
Regency College of Hotel Management and Catering ,Telangana,Agriculture,"78,000",--,8.1,7.6,8,--,--,--,--
"SR University, Warangal ",Telangana,Agriculture,"2,01,000",--,7.8,8.1,7.2,8.3,7.9,7.7,7.8
Integrated Institute of Education Technology ,Telangana,Agriculture,--,--,--,--,--,--,--,--,--
"Gesto Culinary & Hospitality Academy, Secunderabad ",Telangana,Agriculture,"40,000",--,9.1,9.3,8.3,--,--,--,--
"R.K. Degree & PG College, Kamareddy ",Telangana,Agriculture,"21,100",--,7.8,8.8,6.2,8.3,8.6,7.7,7.4
Professor Jayashankar Telangana State Agricultural University ,Telangana,Agriculture,"46,370","45,170",7.8,8.3,7.1,8.5,7.8,7.3,7.9
P. V. Narsimha Rao Telangana Veterinary University ,Telangana,Agriculture,--,--,9.1,9.3,8.5,9.6,8.8,8.7,9.4
John Bauer College of Hotel Management and ,Telangana,Agriculture,"50,000",--,--,--,--,--,--,--,--
"Trinity College of Hotel Management, Hyderabad ",Telangana,Agriculture,--,--,8.8,8,9,8,9,9,--
Sri Konda Laxman Telangana State Horticultural University ,Telangana,Agriculture,"14,480",--,7.9,8,8.3,8,7.5,7.5,8.3
"Sarada College of Hotel Management-[SCHM], Hyderabad ",Telangana,Agriculture,--,--,7.8,7.7,8,7.7,7.7,8,7.7
"Westin College of Hotel Management, Hyderabad ",Telangana,Agriculture,--,--,8.9,9.3,8.9,8.9,8.7,8.8,8.9
Global Institute of Hotel Management ,Telangana,Agriculture,"55,000",--,9.2,9.5,9,9.5,9,9,9
Malla Reddy University ,Telangana,Agriculture,"1,20,000",--,--,--,--,--,--,--,--
"Central Institute of Agricultural Engineering- [CIAE], Bhopal ",Madhya pradesh,Agriculture,--,--,--,--,--,--,--,--,--
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Madhya pradesh,Agriculture,"49,411","36,752",7.9,8.2,7.5,8.7,7.7,7,8.4
