cd Datawconfid,pctid,x,y,z
2,80,2.062,1.484,-0.254
2,80,2.785,0.418,0.570
2,80,1.410,-0.410,-0.664
2,80,0.738,-0.457,-0.703
2,80,0.594,0.547,0.008
2,80,0.555,-0.344,0.039
2,80,-0.469,-0.059,0.871
2,80,1.977,0.312,-1.449
2,80,0.574,0.461,0.461
2,80,2.797,1.125,-0.770
2,80,2.879,0.438,-1.664
2,80,1.039,0.672,-0.348
2,80,2.719,0.383,0.168
2,80,1.766,-0.156,1.551
2,80,-0.184,-1.234,0.422
2,80,1.266,-0.461,0.426
2,80,-0.965,1.328,0.926
2,80,1.801,-0.145,-1.012
2,80,1.516,-0.172,-1.129
2,80,0.887,0.340,0.098
2,80,4.906,-0.613,-1.695
2,80,0.090,0.320,-0.441
2,80,0.340,1.848,-0.344
2,80,2.414,0.750,-0.594
2,80,-0.219,-1.008,-0.172
2,80,0.152,-0.398,-0.781
2,80,-2.059,0.031,-0.145
2,80,-0.227,0.309,0.398
2,80,0.469,-0.566,0.125
2,80,0.254,-0.234,-0.332
2,80,-0.152,0.414,-0.914
2,80,1.680,-1.730,-0.750
2,80,2.234,0.512,0.867
2,80,1.613,1.418,-1.984
2,80,1.691,1.555,-1.172
2,80,2.051,-0.594,-0.273
2,80,1.102,-0.344,-0.539
2,80,-0.566,0.141,0.527
2,80,1.195,0.328,1.008
2,80,-0.137,-0.777,0.199
2,80,0.453,0.434,0.039
2,80,2.574,0.363,-0.398
2,80,1.090,0.227,0.824
2,80,0.578,1.711,-1.172
2,80,1.695,0.762,0.223
2,80,2.035,0.445,0.145
2,80,1.250,-1.109,-1.223
2,80,1.500,-0.480,1.090
2,80,3.215,-0.563,-1.145
2,80,-1.297,1.215,1.336
2,80,1.480,0.098,0.273
2,80,0.531,0.500,-0.680
2,80,0.430,1.203,0.828
2,80,1.035,0.316,0.363
2,80,2.043,-0.219,-0.797
2,80,0.723,0.117,-1.152
2,80,-0.391,0.715,-0.312
2,80,3.656,0.273,-3.375
2,80,-0.570,2.387,-0.813
2,80,1.523,0.871,-1.266
2,80,2.145,0.523,-1.141
2,80,-0.406,-0.477,0.734
2,80,-0.996,-0.797,0.395
2,80,1.066,1.031,-1.023
2,80,0.324,0.953,0.449
2,80,1.398,0.066,-0.848
2,80,2.234,-0.160,-0.883
2,80,1.000,0.301,0.461
2,80,0.473,0.145,0.605
2,80,-0.465,-0.379,0.273
2,80,-0.457,-0.055,-0.453
2,80,0.039,0.426,0.598
2,80,3.840,-1.934,-0.305
2,80,2.496,0.055,-2.266
2,80,0.641,1.211,0.316
2,80,3.008,0.504,0.785
2,80,-0.207,-1.172,-0.031
2,80,0.199,-0.527,-0.535
2,80,0.293,1.043,-0.629
2,80,0.328,-0.133,0.848
2,80,0.465,-0.559,0.285
2,80,2.480,-0.098,-0.809
2,80,0.148,0.430,0.129
2,80,4.043,-1.098,-2.312
2,80,0.395,3.250,-1.309
2,80,0.422,0.363,0.090
2,80,1.367,-0.250,-0.516
2,80,-1.508,-0.230,-2.113
2,80,1.016,-0.465,-1.016
2,80,1.359,1.395,-0.070
2,80,0.902,0.223,0.773
2,80,1.383,-0.906,-0.574
2,80,1.238,0.113,-0.805
2,80,0.770,0.762,0.063
2,80,1.293,-0.156,0.363
2,80,0.941,0.219,-0.547
2,80,1.363,-0.281,-0.875
2,80,0.949,0.457,0.047
2,80,0.973,-0.254,0.418
2,80,0.953,-0.289,-0.617
2,80,0.965,0.508,-0.398
2,80,1.121,0.316,0.223
2,80,1.035,-0.320,0.273
2,80,0.895,-0.449,-0.504
2,80,1.281,0.465,-0.184
2,80,0.699,0.031,0.766
2,80,1.270,-0.387,-0.094
2,80,1.012,0.121,-0.648
2,80,0.703,0.469,0.023
2,80,1.160,-0.438,0.137
2,80,0.852,-1.637,-0.008
2,80,0.766,0.707,-0.535
2,80,2.105,0.328,0.363
2,80,2.254,-1.098,0.078
2,80,1.191,-0.109,0.426
2,80,0.750,0.535,-0.262
2,80,1.918,-0.219,0.312
2,80,1.387,-0.438,0.063
2,80,0.543,-0.027,-0.816
2,80,0.406,0.484,-0.316
2,80,0.340,-0.043,-0.219
2,80,0.738,-0.223,0.305
2,80,0.523,0.078,-0.699
2,80,0.367,1.832,0.727
2,80,0.824,-1.164,-0.016
2,80,3.051,0.156,-1.973
2,80,0.863,0.652,-1.277
2,80,-0.332,0.078,-0.375
2,80,3.137,-1.566,-0.672
2,80,0.184,-0.023,-0.523
2,80,0.172,0.781,-0.160
2,80,1.570,-1.078,0.027
2,80,2.637,0.457,-0.902
2,80,1.305,1.223,-0.645
2,80,2.687,0.121,-0.508
2,80,2.199,-0.055,0.879
2,80,0.187,-0.395,-0.539
2,80,0.816,1.008,-0.625
2,80,0.980,-0.051,0.309
2,80,1.984,-0.539,-0.301
2,80,-0.301,-0.477,0.055
2,80,0.980,0.105,-0.559
2,80,2.773,-1.723,0.762
2,80,-0.824,0.246,0.359
2,80,0.836,0.172,-0.305
2,80,1.195,1.484,0.813
2,80,1.168,-1.641,0.461
2,80,2.125,-0.004,0.184
2,80,0.445,1.480,0.316
2,80,0.059,0.387,-0.004
2,80,0.246,0.434,-0.715
2,80,0.184,-0.258,-0.777
2,80,1.664,0.699,-0.082
2,80,0.832,-0.137,0.285
2,80,1.285,1.879,-0.633
2,80,-0.363,0.938,-0.602
2,80,2.230,0.187,-0.152
2,80,-1.277,-0.117,-0.301
2,80,0.793,-0.609,-0.234
2,80,1.285,1.488,0.215
2,80,0.281,0.457,0.332
2,80,1.281,-0.848,-0.742
2,80,1.082,-0.047,-0.543
2,80,0.172,0.484,-0.191
2,80,1.066,-0.445,1.133
2,80,1.133,-2.945,0.496
2,80,1.430,-0.082,-0.902
2,80,1.687,0.547,0.984
2,80,0.438,-1.711,0.187
2,80,1.211,-0.730,-1.422
2,80,-0.059,0.645,-0.652
2,80,0.816,0.625,0.406
2,80,1.082,-0.652,-0.172
2,80,0.750,-0.535,-0.602
2,80,2.332,0.590,0.293
2,80,2.148,-1.422,2.406
2,80,-1.473,-0.184,-1.832
2,80,0.664,0.809,-0.609
2,80,1.219,0.277,-0.055
2,80,2.828,-0.090,0.988
2,80,0.434,-0.262,-0.023
2,80,1.340,1.328,0.457
2,80,0.711,0.328,0.895
2,80,0.375,-0.613,0.074
2,80,1.582,0.160,-0.414
2,80,0.691,0.730,-0.246
2,80,0.742,-0.176,0.426
2,80,0.566,0.586,-0.359
2,80,1.180,0.055,-0.797
2,80,1.410,0.520,0.109
2,80,1.633,-1.840,-0.355
2,80,0.332,-0.559,-0.012
2,80,0.563,1.328,-0.207
2,80,1.246,0.422,0.461
2,80,1.613,-0.832,-0.863
2,80,0.980,-0.363,-0.848
2,80,0.535,0.570,-0.051
2,80,2.727,-2.469,0.453
2,80,2.582,1.285,-0.773
2,80,0.949,0.234,-0.551
2,80,1.074,0.457,0.375
2,80,1.473,-0.508,0.281
2,80,0.875,-0.090,0.063
2,80,1.086,0.805,-0.387
2,80,0.703,-0.004,0.711
2,80,0.551,0.164,-0.301
2,80,1.340,-0.141,-0.258
2,80,0.582,0.020,-0.387
2,80,2.168,-0.996,0.016
2,80,-3.426,-0.836,-0.504
2,80,0.254,1.172,-0.410
2,80,1.102,0.055,0.582
2,80,0.012,-1.086,-1.012
2,80,-0.484,-0.492,0.398
2,80,3.742,1.457,-1.215
2,80,0.070,0.012,-0.633
2,80,1.395,-0.684,0.020
2,80,1.070,-0.117,-0.086
2,80,2.250,0.422,-0.438
2,80,3.832,-2.223,0.871
2,80,1.254,-3.121,0.707
2,80,1.152,1.305,-0.297
2,80,1.797,1.941,0.543
2,80,1.227,-0.266,0.535
2,80,0.684,-0.543,-1.309
2,80,-0.941,-0.359,-0.273
2,80,0.672,0.293,0.227
2,80,0.879,0.074,-0.672
2,80,2.363,-0.031,-0.027
2,80,0.848,0.863,-0.223
2,80,1.527,-2.176,-1.289
2,80,2.691,-0.121,-0.574
2,80,1.184,0.938,-0.520
2,80,1.457,0.398,0.004
2,80,0.770,-0.328,-1.418
2,80,1.141,-0.336,-1.156
2,80,1.680,0.938,0.234
2,80,0.863,-0.070,0.246
2,80,4.703,-0.348,-0.879
2,80,1.887,1.375,-0.609
2,80,2.430,0.270,0.934
2,80,-1.648,0.660,1.930
2,80,0.563,-0.598,0.441
2,80,0.750,0.676,-0.402
2,80,1.812,1.785,0.348
2,80,3.590,-0.609,0.695
2,80,1.543,0.637,-0.895
2,80,-0.602,0.836,-0.043
2,80,0.758,0.004,0.680
2,80,0.902,0.160,-0.516
2,80,1.863,-0.371,-0.813
2,80,0.746,0.496,-0.277
2,80,0.852,-0.563,1.027
2,80,0.777,-1.293,1.324
2,80,0.934,0.586,-0.824
2,80,0.551,0.434,0.395
2,80,-2.937,-0.664,1.055
2,80,0.680,-0.312,-1.012
2,80,0.980,0.867,-0.074
2,80,0.809,-0.402,0.359
2,80,1.289,-0.297,-0.203
2,80,0.355,0.535,-0.949
2,80,1.883,0.391,0.266
2,80,2.422,-1.086,-1.469
2,80,1.129,-1.492,-1.441
2,80,1.539,0.449,-0.035
2,80,0.723,1.512,0.945
2,80,2.590,-1.246,-0.406
2,80,1.473,-0.145,-0.578
2,80,0.969,0.293,-0.160
2,80,0.922,-0.293,0.461
2,80,0.305,-0.414,-0.391
2,80,1.160,0.777,-0.316
2,80,1.008,1.160,0.523
2,80,1.102,-0.480,0.637
2,80,0.223,0.086,0.063
2,80,0.777,0.918,-0.582
2,80,-0.109,1.074,-0.195
2,80,0.141,-0.230,-0.418
2,80,0.547,0.348,-0.078
2,80,0.441,0.316,-0.023
2,80,0.852,-0.551,0.582
2,80,1.965,0.465,-0.379
2,80,1.754,0.652,-0.203
2,80,2.258,0.590,0.793
2,80,4.730,0.949,1.062
2,80,2.980,0.289,0.473
2,80,1.113,1.074,0.039
2,80,1.953,2.512,1.453
2,80,-0.406,-0.477,-0.707
2,80,0.570,0.406,-0.836
2,80,0.730,0.535,-0.187
2,80,0.801,0.234,-0.102
2,80,0.602,0.000,-0.387
2,80,2.430,-0.059,-0.352
2,80,0.746,0.367,-0.156
2,80,1.219,-1.531,-1.816
2,80,2.707,-0.281,0.984
2,80,1.461,0.711,-0.648
2,80,1.301,0.117,1.020
2,80,-0.402,-0.094,1.371
2,80,0.254,-0.379,-0.285
2,80,0.707,0.758,-0.027
2,80,0.742,-0.125,0.410
2,80,1.055,-0.672,-0.063
2,80,1.375,0.367,-0.688
2,80,1.340,0.473,0.027
2,80,1.000,-0.293,0.398
2,80,1.687,0.152,-1.137
2,80,0.602,0.887,0.016
2,80,1.582,0.227,0.184
2,80,2.535,-0.176,-1.031
2,80,0.406,0.051,-0.324
2,80,1.242,1.535,0.004
2,80,0.793,0.375,0.527
2,80,2.574,-0.844,-0.059
2,80,1.258,0.145,-0.902
2,80,0.906,0.484,-0.172
2,80,1.855,-0.145,0.312
2,80,0.430,-0.199,-0.531
2,80,0.906,0.363,-0.656
2,80,0.957,0.949,0.457
2,80,1.848,-1.297,0.141
2,80,0.730,-0.102,-0.715
2,80,1.031,0.387,-0.406
2,80,0.953,-0.020,0.629
2,80,0.797,-0.598,-0.406
2,80,-0.406,0.113,-0.430
2,80,0.605,0.719,0.340
2,80,1.836,-1.535,0.859
2,80,2.992,0.406,-1.258
2,80,0.453,0.672,-0.250
2,80,1.238,0.027,-0.238
2,80,-0.371,-0.410,0.305
2,80,1.309,-0.023,-0.758
2,80,0.785,0.883,0.059
2,80,1.180,-0.262,0.473
2,80,2.402,-2.789,0.555
2,80,0.930,0.691,-0.723
2,80,1.246,0.773,-0.738
2,80,4.418,0.457,-0.438
2,80,2.035,-0.406,-1.809
2,80,1.430,0.535,-0.781
2,80,1.160,0.242,1.035
2,80,0.848,0.430,1.500
2,80,1.449,-0.094,-0.957
2,80,0.531,0.266,0.484
2,80,-0.469,0.555,0.723
2,80,1.031,-0.832,0.039
2,80,0.035,0.133,-0.352
2,80,1.469,0.082,-0.766
2,80,-1.559,-2.090,0.285
2,80,3.367,0.617,0.109
2,80,0.418,0.703,-0.566
2,80,0.328,0.520,0.328
2,80,-0.363,-1.285,-0.535
2,80,0.082,-0.672,0.258
2,80,1.109,1.055,0.293
2,80,0.945,-0.102,0.664
2,80,0.711,-0.684,0.063
2,80,0.484,-0.047,-0.938
2,80,0.465,0.410,0.035
2,80,1.605,-0.316,0.281
2,80,1.477,-1.543,-0.027
2,80,1.410,0.805,-0.363
2,80,1.281,1.328,0.688
2,80,0.734,-0.938,0.160
2,80,0.648,-0.137,-1.234
2,80,1.137,0.418,-0.262
2,80,0.309,0.172,0.535
2,80,0.594,0.191,-0.480
2,80,1.371,-0.512,-1.570
2,80,0.578,0.703,0.055
2,80,1.691,-2.426,0.004
2,80,-2.160,-0.664,0.559
2,80,0.586,0.605,-0.332
2,80,0.703,0.094,0.312
2,80,0.762,-0.781,-0.457
2,80,-0.223,-0.684,-0.633
2,80,1.832,1.434,-0.387
2,80,1.301,-0.324,0.270
2,80,0.234,-0.652,-0.145
2,80,0.145,0.527,-0.398
2,80,1.648,0.336,0.695
2,80,1.625,-1.227,-0.719
2,80,2.812,-0.090,-1.395
2,80,0.840,1.023,-0.199
2,80,0.969,0.328,0.781
2,80,1.988,0.031,0.578
2,80,-0.219,-0.109,-0.145
2,80,0.676,0.500,-0.035
2,80,1.488,0.098,-0.227
2,80,0.230,-0.566,0.516
2,80,0.668,0.574,-0.523
2,80,2.523,0.379,-0.008
2,80,0.480,-0.898,0.953
2,80,-0.434,-0.270,-0.238
2,80,2.016,-0.535,-0.738
2,80,0.848,0.297,-0.199
2,80,1.902,-0.508,0.211
2,80,0.656,-0.320,-0.477
2,80,0.750,0.805,-0.574
2,80,1.301,-0.449,0.363
2,80,-0.367,-0.488,-0.359
2,80,0.922,0.309,-1.066
2,80,1.340,0.438,0.418
2,80,1.785,-0.402,0.609
2,80,1.945,-0.516,-0.680
2,80,1.184,0.973,0.176
2,80,0.727,0.203,0.551
2,80,1.000,-0.426,-0.496
2,80,1.133,-0.156,-0.910
2,80,0.727,0.434,0.074
2,80,2.133,-2.008,0.453
2,80,-2.445,0.953,-0.496
2,80,0.715,0.703,-0.723
2,80,1.344,0.980,0.535
2,80,1.039,-1.695,0.398
2,80,0.203,-0.336,-0.711
2,80,1.801,0.707,-0.082
2,80,2.219,-0.141,0.160
2,80,1.398,-0.320,-0.426
2,80,0.832,0.938,-0.891
2,80,0.699,0.848,0.309
2,80,0.293,-0.184,0.320
2,80,0.574,-0.563,-0.289
2,80,0.996,0.754,-0.422
2,80,1.316,0.215,0.043
2,80,-0.563,-0.305,-0.406
2,80,0.750,0.109,-0.375
2,80,0.355,0.355,0.230
2,80,1.910,-0.137,0.605
2,80,-2.555,0.938,-0.500
2,80,1.180,-0.145,-0.738
2,80,1.898,0.395,0.090
2,80,-6.262,-0.926,0.258
2,80,2.727,0.770,-1.863
2,80,0.961,0.742,-0.328
2,80,0.969,0.836,0.090
2,80,0.559,-0.637,0.141
2,80,1.164,0.117,-0.781
2,80,0.949,0.344,-0.762
2,80,1.324,0.418,0.602
2,80,1.137,-0.430,-0.047
2,80,-0.043,0.234,0.113
2,80,1.668,0.230,0.148
2,80,1.332,0.234,2.285
2,80,-1.301,-0.277,1.797
2,80,1.023,0.914,-0.742
2,80,1.512,0.809,0.266
2,80,1.367,-1.660,0.590
2,80,0.531,-0.031,0.098
2,80,0.344,0.652,-0.371
2,80,1.187,0.320,0.949
2,80,1.062,-0.910,-0.508
2,80,-0.121,-0.027,-0.223
2,80,0.980,0.430,0.105
2,80,0.844,-0.168,0.621
2,80,0.934,-0.453,-0.645
2,80,0.543,0.324,-0.648
2,80,0.988,0.219,0.398
2,80,1.168,-0.465,0.621
2,80,1.730,-0.426,-1.227
2,80,1.875,1.418,0.133
2,80,1.191,0.027,0.367
2,80,-0.410,-0.563,-0.512
2,80,1.648,0.211,-0.484
2,80,0.848,0.477,0.164
2,80,1.348,-0.633,0.391
2,80,-0.629,-0.445,0.199
2,80,0.512,1.305,0.020
2,80,2.320,0.270,-0.762
2,80,1.734,-0.555,-1.027
2,80,1.539,-0.094,-0.012
2,80,-0.309,0.211,-0.168
2,80,1.242,-0.219,-0.250
2,80,-1.027,-0.008,-0.813
2,80,1.309,1.070,-0.137
2,80,1.793,0.273,-0.191
2,80,0.410,-1.004,0.477
2,80,0.168,0.172,-0.250
2,80,0.711,1.176,-0.012
2,80,0.805,-0.152,0.375
2,80,2.129,-0.137,-0.875
2,80,0.594,0.074,-0.582
2,80,0.965,0.742,0.270
2,80,1.254,-0.180,0.277
2,80,0.664,-1.020,0.324
2,80,0.598,0.312,-0.277
2,80,1.059,1.488,0.695
2,80,1.195,-0.930,0.695
2,80,1.547,-0.117,-0.934
2,80,0.488,0.430,-0.363
2,80,0.434,0.582,0.500
2,80,0.926,0.078,0.152
2,80,1.359,-0.141,-0.512
2,80,0.039,0.570,0.047
2,80,2.312,-1.730,-1.039
2,80,5.313,-0.969,1.160
2,80,0.270,0.523,-0.406
2,80,1.695,0.180,-0.148
2,80,-3.582,-0.805,0.699
2,80,1.039,-0.266,-0.344
2,80,1.059,0.777,0.129
2,80,1.004,0.449,0.645
2,80,1.227,-0.980,-0.078
2,80,0.988,-0.031,-0.711
2,80,0.762,0.488,0.035
2,80,0.918,-0.215,0.523
2,80,0.164,-0.285,-0.508
2,80,0.645,0.453,-0.480
2,80,0.762,0.312,0.324
2,80,1.000,-0.238,0.340
2,80,1.508,0.066,-0.297
2,80,0.934,1.305,-0.066
2,80,0.973,-0.070,0.430
2,80,1.246,0.063,-0.590
2,80,0.199,-0.172,-0.984
2,80,1.105,0.539,0.391
2,80,1.531,-0.969,-1.887
2,80,0.566,-0.250,0.086
2,80,0.930,0.566,-0.637
2,80,0.934,0.441,0.535
2,80,0.711,-0.430,0.539
2,80,1.254,-0.133,-0.738
2,80,0.859,0.570,-0.352
2,80,1.254,-0.293,0.293
2,80,0.164,-0.457,0.066
2,80,0.199,0.320,-0.227
2,80,0.773,0.191,-0.031
2,80,-0.844,-1.277,-0.328
2,80,0.930,-0.438,-1.109
2,80,0.832,1.223,-1.367
2,80,0.035,0.266,-0.180
2,80,0.684,0.230,-0.215
2,80,1.105,-0.164,-1.301
2,80,0.680,0.180,-0.641
2,80,-0.938,-1.988,0.543
2,80,1.383,-0.102,-1.187
2,80,0.363,0.855,-0.637
2,80,1.863,0.480,0.352
2,80,0.301,-1.199,0.805
2,80,0.281,-0.422,-0.164
2,80,1.090,-0.027,0.766
2,80,1.660,0.082,0.004
2,80,1.309,-0.258,-0.242
2,80,0.258,0.133,-1.066
2,80,1.215,0.574,0.059
2,80,1.426,-0.211,0.625
2,80,2.668,-0.379,-0.910
2,80,0.738,0.082,-0.660
2,80,0.734,0.133,0.258
2,80,1.797,-0.813,-0.621
2,80,0.512,0.121,-0.723
2,80,0.961,0.605,0.059
2,80,0.461,0.055,0.660
2,80,1.004,-0.648,-0.078
2,80,0.789,0.266,-0.641
2,80,1.031,0.301,-0.035
2,80,0.934,-0.254,0.516
2,80,0.707,-0.246,-0.602
2,80,1.031,0.570,0.039
2,80,0.590,0.316,0.457
2,80,2.328,-0.902,-0.152
2,80,2.332,0.250,0.070
2,80,1.023,1.535,-0.105
2,80,1.117,-0.355,0.336
2,80,-0.164,-0.133,-0.184
2,80,0.691,0.488,-0.402
2,80,2.582,0.090,-0.777
2,80,2.180,-0.473,-1.566
2,80,2.578,0.293,-1.680
2,80,1.359,0.953,-0.527
2,80,0.199,0.414,0.488
2,80,2.785,-0.988,-0.594
2,80,0.066,-0.059,-0.895
2,80,0.207,0.473,0.645
2,80,3.551,-1.035,-0.797
2,80,2.617,-0.492,-0.023
2,80,1.094,1.160,-0.238
2,80,1.320,0.758,-0.621
2,80,2.797,-0.465,1.055
2,80,2.305,-0.078,-0.750
2,80,1.211,0.258,0.242
2,80,-0.328,0.641,0.695
2,80,1.668,-0.777,-0.391
2,80,0.375,-0.078,-0.469
2,80,1.254,0.953,0.344
2,80,-2.199,-1.109,-0.379
2,80,1.160,-0.305,-1.098
2,80,2.812,0.668,-0.328
2,80,-0.414,0.328,1.684
2,80,0.906,0.176,-0.156
2,80,0.043,-0.508,-0.848
2,80,-0.332,0.758,0.367
2,80,4.953,-2.453,-0.902
2,80,-1.590,2.738,-1.066
2,80,0.977,1.156,0.059
2,80,2.172,0.227,0.758
2,80,-0.738,-0.980,-0.992
2,80,-0.176,-0.797,0.016
2,80,1.301,0.887,-0.332
2,80,0.980,0.109,0.809
2,80,2.613,-0.008,-0.281
2,80,2.109,-0.066,-1.105
2,80,0.730,0.430,0.055
2,80,1.219,-0.063,0.344
2,80,0.832,-0.488,-0.574
2,80,0.930,0.605,-0.371
2,80,1.250,0.273,0.375
2,80,1.937,-0.246,-0.508
2,80,1.359,0.707,-0.570
2,80,0.570,0.129,-0.402
2,80,1.988,-0.484,0.688
2,80,0.715,1.645,-1.371
2,80,1.363,0.117,-1.004
2,80,1.352,0.371,0.430
2,80,3.164,0.340,0.887
2,80,3.262,-1.578,1.090
2,80,1.211,1.340,-0.203
2,80,1.652,1.969,0.563
2,80,1.062,-0.691,-0.074
2,80,1.672,-0.039,-0.512
2,80,-0.527,0.270,-0.465
2,80,0.957,-0.063,0.387
2,80,1.496,-0.355,-0.371
2,80,0.785,0.414,-0.230
2,80,0.785,0.695,-0.289
2,80,2.000,-1.031,-0.668
2,80,2.562,0.520,-1.141
2,80,1.203,0.914,-0.281
2,80,2.023,0.348,0.320
2,80,0.770,-0.168,-1.625
2,80,0.629,-0.090,0.055
2,80,1.500,1.078,0.207
2,80,1.086,-0.359,0.289
2,80,6.363,-1.090,0.551
2,80,1.926,1.305,-0.582
2,80,1.242,0.059,0.305
2,80,4.188,-0.375,1.863
2,80,2.215,-0.820,-3.270
2,80,0.871,0.512,-0.387
2,80,1.875,2.125,0.781
2,80,3.371,-0.262,-0.520
2,80,1.062,-0.602,-0.727
2,80,0.828,0.340,0.098
2,80,1.863,-0.082,-0.180
2,80,0.875,-0.262,-0.246
2,80,1.074,0.348,-1.117
2,80,1.195,0.543,0.102
2,80,0.777,-0.285,0.500
2,80,0.246,-0.531,-0.172
2,80,1.148,0.672,-0.375
2,80,1.270,0.293,0.488
2,80,1.199,-0.484,0.070
2,80,1.187,-0.414,-0.891
2,80,0.906,0.520,0.012
2,80,1.551,-0.422,0.496
2,80,1.125,0.074,1.187
2,80,0.688,0.199,-0.844
2,80,1.387,0.504,0.082
2,80,1.965,-2.711,0.121
2,80,3.184,0.379,-0.344
2,80,0.809,0.832,0.090
2,80,1.867,-0.074,-0.109
2,80,-0.898,-0.574,-0.727
2,80,1.855,0.359,-0.938
2,80,1.340,0.613,-0.016
2,80,1.293,-0.246,0.445
2,80,1.723,-1.602,0.023
2,80,0.859,0.621,-0.883
2,80,1.363,0.320,0.211
2,80,1.637,-0.738,-1.348
2,80,0.867,0.164,-1.340
2,80,1.168,0.938,-0.555
2,80,0.984,-0.715,0.668
2,80,1.711,-0.797,-0.578
2,80,2.766,0.207,-0.363
2,80,0.090,0.531,-0.078
2,80,3.633,-0.207,0.086
2,80,0.863,-0.988,-0.066
2,80,0.160,0.914,-0.223
2,80,3.973,1.527,-0.152
2,80,1.895,-1.391,-0.316
2,80,-0.043,0.664,-0.945
2,80,0.914,-0.043,-0.105
2,80,1.945,1.020,1.125
2,80,0.109,-1.184,-0.293
2,80,0.613,0.250,-0.977
2,80,0.898,-0.148,-0.250
2,80,0.957,-1.461,-0.422
2,80,1.867,-0.145,-1.488
2,80,0.977,1.488,0.285
2,80,1.281,0.219,0.699
2,80,2.750,-0.961,-0.520
2,80,1.180,-0.137,-1.070
2,80,1.242,0.785,0.195
2,80,1.051,-0.316,0.445
2,80,1.945,-0.301,-0.398
2,80,1.238,0.340,-0.863
2,80,0.949,0.402,0.297
2,80,1.230,-0.285,0.230
2,80,0.766,0.363,-0.758
2,80,1.434,0.457,-0.504
2,80,1.020,0.172,0.590
2,80,1.207,-0.527,-0.328
2,80,1.246,-0.168,-0.996
2,80,0.477,0.566,-0.043
2,80,2.133,-0.180,0.371
2,80,-0.438,-0.578,-0.328
2,80,0.891,0.523,-0.777
2,80,0.887,0.992,0.656
2,80,0.652,-0.621,0.277
2,80,-0.305,-0.426,-1.102
2,80,0.496,0.371,0.391
2,80,2.578,0.266,0.730
2,80,0.484,-0.309,-0.277
2,80,0.219,0.164,-0.582
2,80,1.734,0.086,0.172
2,80,-1.570,-1.035,1.445
2,80,1.766,-0.070,-0.258
2,80,0.723,1.488,-0.617
2,80,-0.223,1.402,-0.531
2,80,0.977,-0.074,-0.211
2,80,2.719,0.277,-0.664
2,80,0.734,0.340,0.336
2,80,1.441,-0.730,0.070
2,80,0.949,0.086,-0.813
2,80,1.602,0.520,-0.535
2,80,1.949,0.496,0.211
2,80,-2.109,-0.535,1.410
2,80,0.613,-0.289,0.023
2,80,0.762,0.934,-0.246
2,80,0.617,0.004,0.598
2,80,2.496,-0.871,-0.477
2,80,1.543,-0.563,-0.938
2,80,2.305,0.914,-0.469
2,80,1.613,0.023,1.223
2,80,1.566,1.090,-0.277
2,80,0.816,0.738,-1.090
2,80,1.727,2.238,1.387
2,80,0.133,-1.398,0.148
2,80,0.281,0.547,-0.211
2,80,3.250,1.551,0.113
2,80,-0.883,0.707,0.160
2,80,0.777,-0.703,-0.961
2,80,1.531,-0.328,-1.125
2,80,-0.324,0.617,0.164
2,80,2.879,-2.965,1.148
2,80,-1.008,0.105,0.230
2,80,2.242,0.309,-0.680
2,80,0.813,0.328,0.332
2,80,2.344,-0.477,-0.934
2,80,2.207,0.012,-1.648
2,80,1.059,0.574,-0.094
2,80,0.496,0.293,0.695
2,80,0.969,-0.711,0.211
2,80,0.789,0.148,-0.746
2,80,0.750,0.648,-0.105
2,80,1.258,-0.074,0.363
2,80,1.051,-0.516,-0.156
2,80,0.582,0.113,-0.457
2,80,0.695,0.348,0.379
2,80,1.660,-0.613,0.184
2,80,0.793,-0.301,-0.504
2,80,0.703,1.254,-0.215
2,80,1.402,0.516,0.582
2,80,1.684,-0.953,-0.719
2,80,0.969,-0.180,-1.035
2,80,0.816,0.629,0.090
2,80,1.277,-0.141,0.406
2,80,3.273,-1.379,0.871
2,80,0.863,0.551,-0.855
2,80,1.086,0.844,0.387
2,80,1.164,-0.375,0.324
2,80,1.242,-0.121,-0.898
2,80,1.500,0.793,-0.422
2,80,1.684,0.508,0.691
2,80,0.859,-0.184,-0.105
2,80,1.141,0.051,-1.016
2,80,0.902,0.496,-0.137
2,80,2.527,-3.465,0.348
2,80,1.148,-0.570,-1.695
2,80,0.758,0.781,-0.715
2,80,0.371,0.590,-0.398
2,80,1.566,-1.086,-0.910
2,80,0.094,-0.457,-0.254
2,80,1.715,0.965,0.281
2,80,0.828,-0.227,0.184
2,80,1.820,-0.277,-0.184
2,80,2.613,0.566,-0.344
2,80,1.465,0.332,0.504
2,80,1.555,-0.883,-1.465
2,80,0.754,-2.578,1.348
2,80,1.117,0.961,-0.160
2,80,0.461,-0.570,0.691
2,80,0.902,-1.070,-0.566
2,80,-1.039,0.066,-0.543
2,80,0.719,0.375,0.383
2,80,3.789,-0.969,-0.020
2,80,-0.113,0.375,-1.043
2,80,1.340,1.078,0.059
2,80,1.645,1.266,0.977
2,80,2.035,-1.266,-0.621
2,80,1.184,0.746,-0.574
2,80,0.625,1.480,-0.938
2,80,0.598,0.289,1.324
2,80,1.562,0.234,-0.551
2,80,1.699,-0.582,-1.031
2,80,1.840,0.227,0.109
2,80,2.516,-1.875,-3.324
2,80,-0.289,0.250,-1.801
2,80,-0.020,0.953,-0.234
2,80,0.293,0.730,0.637
2,80,-0.156,-0.336,-0.066
2,80,1.121,0.324,-0.676
