tweet,date,time,timezone,urls,language
Stears Business raises $3.3 million in funding to solve Africa's housing challenge.   https://t.co/ihSxWDq1sv  #funding #africa #housing #business #startup #africastartup #proptech,2022-10-12,12:20:58,0,['https://rivarr.com/stears-raises-3-3-million-to-solve-africas-data-dearth/'],en
"India is now home to more than 77K start-ups! As per research, India is the third largest startup ecosystem in the world🌍  #Startupshive #didyouknow #didyouknowfacts #facts #factsdaily #pitchdeckhacker #startupsuccesstory #pitchdeck #startupindia #entreprenuer #startupfounder  https://t.co/wMzjhhYbnV",2022-10-12,12:20:24,0,[],en
#Trending Tech News Haleon NEXT Invites Third Cohort Of Applications From Consumer Health Startups - ESM – European Supermarket Magazine  #entrepreneur #venturecapital #vc #startups  Read More Here:  https://t.co/C8LGR9dlja,2022-10-12,12:20:09,0,['https://www.esmmagazine.com/a-brands/haleon-next-invites-third-cohort-of-applications-from-consumer-health-startups-222955'],en
"Now, the wait is over! This Diwali creates your business a new Identity with NeuSource Startup Minds India Limited With an Amazing Offer and Exclusive Package. This Exclusive Offer is Valid Till 23rd October,2022  📞Contact Us To Discuss Your Startup: 7305145145  https://t.co/je1FpeKSgj",2022-10-12,12:20:00,0,[],en
Split your YouTube Premium subscription with others on  https://t.co/yHJlabU3zm and save 80% 💖  Join a YouTube Premium subscription at just Rs. 28 per month! 😮  Share (or Host) your subscription and earn 1344/- annually🤑  #youtube #splitsubscription #startup #business #india  https://t.co/vuFtYAt9vy,2022-10-12,12:19:22,0,['http://www.splitgenie.com'],en
You can catch this Panel virtually now  https://t.co/5IBU0RXNI3  #TDeFiAtGITEX #TDeFipavilion #GITEXGLOBAL #FintechSurge #engagement #consulting #influencers #gitexglobal2022,2022-10-12,12:18:52,0,['https://www.youtube.com/watch?v=fSM5pyVs4qY'],en
"Catch Panel Discussion from #TDeFipavilion at GITEX GLOBAL 2022. 𝐓𝐨𝐩𝐢𝐜 :: Crypto Exchanges for Emerging Markets 𝗣𝗮𝗻𝗲𝗹𝗶𝘀𝘁𝘀 Noel H. ,CEO, Blockchange Samar Veer Kukkar, Senior Investment Analyst, TDeFi  Vincent Song, Global VP,  https://t.co/48suSWbimK Exchange  https://t.co/MO9I1MnA7q",2022-10-12,12:18:51,0,['http://XT.COM'],en
.@vecmocon has raised $5.2 Mn in a Pre Series A round from #TigerGlobal Management and @BlumeVentures among others  #funding #startup #startupecosystem    https://t.co/v94QXWKt3d,2022-10-12,12:17:46,0,['https://inc42.com/buzz/tiger-global-blume-back-ev-startup-vecmocon-in-its-5-2-mn-round/'],en
Fashion resale startup Piktina raises seed funding  https://t.co/Lqmg7RHeWH,2022-10-12,12:17:43,0,['https://aimgroup.com/2022/10/11/vietnam-based-resale-startup-piktina-nets-1m/'],et
"Do startups have to report their financials to the taxman or anyone really? An IPO,especially that of a VC/private equity backed startup, to a  seems like a deathmarch to a retail trader you're going in blind, depending on the company's reputation.",2022-10-12,12:17:12,0,[],en
Proptech Startup PropSource raises Undisclosed Funding  https://t.co/OVTvrDYV85  https://t.co/P1eTvi1KBj,2022-10-12,12:16:26,0,['https://techbuild.africa/?p=428626'],en
"We awarded $7,750 in #GetSeeded grants to student startups in September. Learn more about the recipients and how to apply for funding in the next grant round:  https://t.co/FaqtVlf9no",2022-10-12,12:15:14,0,['https://lassonde.utah.edu/get-seeded-awards-7750-in-grants-for-september/'],en
All finalists in the category will be matched with expert coaches from @AmazonUk to help validate their idea and prepare for the big pitch day!   All eligible applicants will gain FREE access to Social Shifters Digital Incubator Program - including our social startup elearning...,2022-10-12,12:15:00,0,[],en
Executive Chairman @Omkar_Raii will join in spotlight India stage at @northstardubai. He will talk about  👉 Odisha: The Next Startup Destination.  🏛 North Star Spotlight Stage   🗓 13th Oct    🕚 13.20PM (GST)         2:50 pm (IST)  #startupodisha #GITEXDUBAI  #GITEX  https://t.co/rr64L2VIg8,2022-10-12,12:14:10,0,[],en
"The MSME IDEA Hackathon 2.0 by @minmsme aims to nurture innovative and local solutions to the local problems that can transform the social, cultural &amp; economic ecosystem.",2022-10-12,12:13:27,0,[],en
The selected ideas will receive funding up to Rs 15 lakhs &amp; incubation support for developing a product from any of the 15 identified themes.   Visit  https://t.co/LqP7VVFPmX to know more!  Deadline: 14th October 2022  #fundingopportunities #indianstartups #startupindia,2022-10-09,13:31:46,0,['https://drive.google.com/file/d/1pLB7gyAxvNQ9fUPn-sPL94K1t7Oig5eI/view?fbclid=IwAR11B4xNAuSKNqo0u7Hls7AA-1wNxG6B-qawWsVHXoF17B2x4ettbvUJX_k'],en
Are you planning to innovate with startups?🤷‍♂️Then here’s a chance you shouldn’t miss!  The National Capital of India is about to witness the most inspiring event for tech-innovation ‘T-Hub Corporate Innovation Conclave 2022’.  🏃Register now 👉 https://t.co/VObJ8HXIm6  https://t.co/DrAtiX1nf0,2022-10-12,12:11:19,0,['https://bit.ly/3CkurZO'],en
"Estonian startup @AlvinDotAI has raised $6M in seed funding. The deal involved Estonian @icebreakervc and co-founder of Pipedrive @ragnars. Also participating in the round were @ProjectABrasil, Nomad Capital, former CMO of Contentful Chris Shagen, CEO of Transform @nick_handel",2022-10-12,12:11:17,0,[],en
"#applynow for the MSME IDEA Hackathon 2.0 by the @minmsme.  If your idea fits the Miscellaneous theme that works towards:  • Alternative Material for Single Use Plastic • Sustainable fashion • Waste to Wealth creation, circular solutions  Apply now:  https://t.co/cj6HKSyeIO  https://t.co/d6AuqiupHS",2022-10-12,12:10:29,0,['https://my.msme.gov.in/inc/Hackathon_Reg.aspx'],en
"Look who's joining us at @AgraMiddleEast 2022! 👀  Katie Wachsberger is the COO of DANA, an accelerator &amp; investment platform for women-led startups in agritech, foodtech, and more. Visit her at booth H7-D45 for funding solutions.  #agrame #indoorfarming #agtech #womeninbusiness  https://t.co/UZjfzB88CY",2022-10-12,12:10:11,0,[],en
Startup India.,2022-10-12,12:09:57,0,[],en
Freight management startup Zeus picks up £1.8m angel funding  https://t.co/VwKlpggeBH,2022-10-12,10:20:03,0,['https://www.uktech.news/mobility/zeus-freight-angel-funding-20221012'],en
"UK-based logtech startup @ZeusFreight, which is modernising road freight management with its next-generation digital freight matching platform, has raised £1.8 million in its first-ever angel funding round:  https://t.co/tFtNxYIzKk via @Enterprise_Talk  https://t.co/mhjIH4aQKd",2022-10-12,12:07:01,0,['https://bit.ly/3Coghal'],en
"Many of the consumer tech startups in India are copied concepts from US. Average internet speed in US vs in India, broadband penetration in US vs India, 5G was launched more than an year ago in US. Umm how is this digitally way ahead?",2022-10-12,12:06:41,0,[],en
X-ray startup Silveray scoops £2.2m for Greater Manchester move. 🇬🇧  ➡️  https://t.co/9yFb8f1iPl 🔗  #funding #xray #development #nanotechnology #medtech,2022-10-12,12:04:45,0,['https://lnkd.in/eucGUnhu'],en
"Did you know India has emerged as the third largest startup ecosystem in the world?  To keep the lead, a #grandchallenge to award India's best student entrepreneurs is back. @awscloud and @YourCampusFund    https://t.co/Ey36NRROaA",2022-10-12,12:02:33,0,['https://yourstory.com/2022/08/aws-alongside-campus-funds-grand-challenge-returns-searching-student-entrepreneur-2022/amp'],en
"Unicorns are being created 80% less quickly than last year  https://t.co/Qla21QCVFD via @Inside   37 startups have reached unicorn valuation in this previous business quarter, marking the lowest figure since 2020.",2022-10-12,12:02:15,0,['http://inside.com/s/319845'],en
Our future is going right direction the encouragement they should be given is a right way Indian startups are really making a big change in the world by their great ideas and innovation making a unicorn company all this is possible because of the youth are aware. #IndianOfTheYear  https://t.co/2okfUzsnVY,2022-10-12,12:00:45,0,[],en
"The most esteemed awards in India are back to honour individuals in the sectors of sports, entertainment, politics, startups, social change, and climate.  #IndianOfTheYear  https://t.co/akHcJ0Ofw6",2022-10-12,12:01:22,0,[],en
Startups in India are playing a very important role in the development of the country globally. #IndianOfTheYear  https://t.co/MVHPxKTEHx,2022-10-12,12:00:42,0,[],en
I am feeling very proud that she has been the unicorn of paleoning startup of India and series raising from all about circumstances #IndianOfTheYear  https://t.co/IXWkYzrgbM,2022-10-12,12:00:36,0,[],en
The fintech start-up @datacultrworld offers a credit recovery operating system for high-risk lending to help drive collection efficiencies and reduce delinquencies.  #Datacultr #fintech #startup #Loans #Autorisk #Riskmanagement #funding #banking  https://t.co/ZsVv8yuznH,2022-10-12,12:00:20,0,['https://opportunityindia.franchiseindia.com/article/datacultr-expands-footprint-to-nine-countries-and-secured-over-19-mn-loans-35118'],en
Have you heard about this? Yes this CNN news channel is giving this a great way and this is in the direction of modern India and startup’s are raaiding  #IndianOfTheYear  https://t.co/n9veZVK2iX,2022-10-12,12:00:12,0,[],en
She has to giving India best startup leady for the India ? Let's watching this show  #IndianOfTheYear  https://t.co/HfBhiEorN4,2022-10-12,12:00:11,0,[],en
I am very proud to be India's Paleoning startup and she is a unicorn in raising a series from all situations. #IndianOfTheYear  https://t.co/P7wDvPSDKy,2022-10-12,12:00:10,0,[],en
"Please join us to welcome  Wees Abraham, Founder &amp; CEO of frequenC for startup pitch at #TDeFiPavilion from Gitex Global 2022.  #TDeFiAtGITEX #TDeFipavilion #GITEXGLOBAL #AIEverything #Northstardubai #FintechSurge #TDEFI    https://t.co/iFrXtYjitu  https://t.co/qMNDZA4Ytt",2022-10-12,11:58:41,0,['https://www.youtube.com/watch?v=hssQwPl9VTc'],en
"Former Google ads boss launches Web3 Dearch startup called NXYZ  The company raised $40M in a funding round led by crypto-focused venture fund Paradigm, with additional backing from Coinbase, Sequoia and Greylock  $HMBL sub-penny soon 😁   https://t.co/SAV5qGKnLW",2022-10-12,11:58:08,0,['https://www.cnbc.com/2022/10/12/former-google-ads-boss-raises-40-million-for-web3-search-startup.html#Echobox=1665569048'],en
"Tiger Global is seeking to raise $6 billion for its next #fund, and India and Indian Startups have emerged as favourable destinations.  Tiger Global is focused on companies in the #internet, #software, #consumer and #financialtechnology industries.   https://t.co/xxxLu0RUSm  https://t.co/gZlcKZ8z5g",2022-10-12,11:55:41,0,['https://www.inventiva.co.in/trends/tiger-global-targets-india/'],en
"D2C health tech startup @GoodHealthComp2(Good Health Company) secures $10 Mil Series A funding from Left lane Capital  With continued focus on their current products, GHC plans to use the funds to introduce more product categories, R&amp;D and team expansion   https://t.co/3SiMqdOmzY  https://t.co/faW8QYCiMt",2022-10-12,11:55:01,0,['https://buff.ly/3CRdEPG'],en
"#Exclusive: Investment in Israeli startups plummeted by 36% in third quarter.  The drop in funding year-on-year was over 50%, with a sharp increase being registered in extension rounds by companies aiming to avoid downrounds.  https://t.co/NPvdVlCGuV",2022-10-12,11:54:33,0,['https://www.calcalistech.com/ctechnews/article/bjobfxeqi'],en
"India has proposed a new engagement group to help startups grow across the G-20 countries.  To promote global inclusive digitisation, open source and interoperable platforms such as #UPI and #Aadhaar will be vital, as per reports.   https://t.co/TeCfJ34lGI",2022-10-12,11:54:09,0,['https://www.moneycontrol.com/news/business/startup/india-proposes-new-group-at-g-20-level-for-startups-9309201.html'],en
YC Backed Explorex Bags $5 Mn Funding To Help Restaurants Digitise Operations  https://t.co/wDthN5EvlN #startupnews #startupsnews #newsstartup  https://t.co/UkOSVdPnj8,2022-10-12,11:53:57,0,['https://whatsapp.startupwonders.com/2503/'],en
#Coliving #startup #Isthara #secured #Mn #INR #PreSeries #B #funding #round #led #by #Dubaibased #Eagle #Investments  https://t.co/5dfmXPipnr,2022-10-12,11:53:54,0,[],qme
"#Mentalhealth @shimmer_care launches first affordable coaching platform to help people deal with #ADHD, nets $1.3M  https://t.co/gLIMEYT5Ee  #Healthtech #coaching #startup #funding @ycombinator @Koa_Labs @GaingelsVC",2022-10-12,11:47:14,0,['https://techfundingnews.com/shimmer-launches-first-affordable-coaching-platform-to-help-people-deal-with-adhd-nets-1-3m/'],en
Crypto Startup Funding Q3 Plunges Alongside Bitcoin  https://t.co/qtUj3haFYm  #crypto #venturecapital #bitcoin #startups  https://t.co/qdfOgO9OA5,2022-10-12,11:46:12,0,['https://buff.ly/3fPeEL1'],en
Nisarg Shah-Led Kettleborough VC Closes Its Early Stage-Focussed Maiden Fund At $5 Mn  https://t.co/5XbRhxTOLy #startupnews #startupsnews #newsstartup  https://t.co/hQyaqixgs4,2022-10-12,11:44:18,0,['https://whatsapp.startupwonders.com/2511/'],en
TiE Bhubaneswar partners Startup Odisha for Make in Odisha conclave  #Startups #OdishaStartups @TiEBhubaneswar @startup_odisha #MakeInOdisha   https://t.co/5NQ05ssSxE  https://t.co/iyshACeJLH,2022-10-12,11:42:38,0,['https://knnindia.co.in/news/newsdetails/state/tie-bhubaneswar-partners-startup-odisha-for-make-in-odisha-conclave'],en
"Let us introduce 𝗛 𝗞𝗜𝗗𝗦, a startup specializing in the local manufacture of children's furniture 🪑🛏️🧸with a technological approach, offering parents the opportunity to customize their furniture.  #DemoDay #UFounders #Incubator #HKIDS  #Cohort2022  https://t.co/vAV9Eflomz",2022-10-12,11:42:15,0,['https://youtu.be/OcnEz8KwdqU'],en
#LIVE NOW | Catch #ElectricVehicle startup founders &amp; civil society experts discuss about the rapidly changing infrastructure that aids #Delhi's rise as India's #EVCapital⚡️   https://t.co/LQxRg3O2sK  #SwitchDelhi #DrivingGreen,2022-10-12,11:40:33,0,['https://twitter.com/i/broadcasts/1OdKrzabjQXKX'],en
Rt @wef  Here's how to to bridge the net-zero funding gap  https://t.co/78kyroo9ym  https://t.co/kQdWccn1e7,2022-10-12,11:40:08,0,['http://wef.ch/3k6dRUJ'],en
ICYMI: In last week's newsletter: 🇿🇦  @iiDENTIFii closes $15m #funding round 🇺🇬 #FinTech @numidatech secures $12.3m in a Pre-Series A round 💰 @KnifeCap announces 2nd close of a $50m fund 🗺️ Mapping 37 #vc-backed SA startups Catch up here:  https://t.co/z2ZYDlfW3X  https://t.co/g1CgaxySmm,2022-10-12,11:38:21,0,['https://insights.thebaobabnetwork.com/newsletter/'],en
"From Y Combinator to growing a leading global company with thousands of customers,  #CEO George Fraser shares the candid backstory of Fivetran on Madrona VC's #podcast ""Founded and Funded."" #data #bi #startup #scaleup #siliconvalley #a16z #ycombinator  https://t.co/K4k4sSzCH3",2022-10-12,11:38:08,0,['http://share.fivetran-social.com/z9scn'],en
"Karnataka is fast evolving as an attractive destination for startups.  Going #BeyondBengaluru through Industrial Clusters, establishing India's 1st EV industrial zone in Hubballi-Dharwad-Belagavi(HDB) cluster envisions our strong stand on being EV-Capital of India.  @karnatakadem",2022-10-12,11:37:57,0,[],en
"Former Google ads boss launches ‘Web3’ search startup with backing from Coinbase, top VCs  https://t.co/qF7nlQb0oI Sridhar Ramaswamy, the former head of Google's ad business, has raised $40 million in funding for a new crypto infrastructure startup called nxyz.  #RohitKadimisett…",2022-10-12,11:37:51,0,['https://ift.tt/6SZduj0'],en
All your daily essentials needs a MasterTag so you don't have to spend time searching anymore.  Shop now at  https://t.co/bqctUKUhPS  #mastertag #lostandfound #startup #india #innovation #bluetoothtracker #keyfinder #trackingsystems #wallettracker #walletfinder #pettracker  https://t.co/GG9VLl5yg7,2022-10-10,11:34:51,0,['http://www.mastertag.in'],en
"40+ early-stage Climate Tech startups participated, to hear VCs talk about their investment thesis, focus sectors, typical cheque sizes, etc.    Over the next week, we are holding VC-Startup Open Hours with each VC to facilitate deeper engagement between the startups &amp; these VCs.",2022-10-12,11:34:36,0,[],en
How German startup Dryad Networks unlocks agile AI development through Omdena´s Top Talent AI teams. 🚀  And how an unexpected “test alarm” turned out to be a real fire...   https://t.co/t9hm6WLHKu  #ai #startups #wildfire #iot #incubator,2022-10-12,11:34:23,0,['https://omdena.com/blog/dryad-omdena-top-talent-early-wildfire-detection/'],en
"Here’s a list of the 25 companies that made it to the LinkedIn Top Startups 2022 India list, in order of ranking: 1.  https://t.co/vcHFJ6bq8J #startupindia #startupslist #entrepreneur #india #startups",2022-10-12,11:34:11,0,['https://bwdisrupt.businessworld.in:443/article/CRED-upGrad-Groww-Secure-Top-Position-In-LinkedIn-Startup-Ranking/28-09-2022-448456/'],en
"@bubble_hack Yes, and there are also many stories of startups chasing one funding round after another.  There is a subtle difference in mindset between chasing metrics for the next round and chasing metrics to grow the business.",2022-10-12,11:32:36,0,[],en
"An incredible session by Manu Singh Chief Marketing Officer ,@tdmarketmaker describing @TradedogCrypto  Group of companies.  #TDeFiAtGITEX #TDeFipavilion #GITEXGLOBAL #AIEverything #Northstardubai #FintechSurge  #startup  #gitexglobal2022 @CryptoIrishman  https://t.co/SzlQZMOK5T",2022-10-12,11:32:14,0,[],en
"Healthcare, Fine-dining, and mass manufacturing demand enormous capital. #Astute helps you plan your expenses mindfully.  Get the app:  https://t.co/DJOvN2aRVM Or visit  https://t.co/rD2rIbSDlJ  #startups #business #startup #startuplife #investing #funding #investment #investor  https://t.co/pcMr4OkksU",2022-10-12,11:30:15,0,"['https://bit.ly/3HgBye', 'http://astuteapp.io']",en
#SaaS #AI @AlvinDotAI secures $6M to better data quality and maps flows  https://t.co/ZS3npxhD9F  #Data #startup #funding #tech @ProjectABrasil @icebreakervc @NomadCapital @nick_handel @ragnars ( @pipedrive ) @uwehorstmann,2022-10-12,11:29:14,0,['https://techfundingnews.com/alvin-secures-6m-to-better-data-quality-and-maps-flows/'],en
"An Indian who started a consumer startup in India is more likely to find success at a global scale than one who starts a consumer startup in the US   The most successful Indian entrepreneurs in Silicon Valley are those who start Enterprise or Networking startups, not consumer",2022-10-12,11:29:14,0,[],en
Great post by @ScottKirsner and Boston Globe Media on The Kraft Group &amp; Affiliates local startup investments    #investments #startups #entrepreneurs #innovation #technology #entertainment #sports #medical #pharmaceuticals #media #funding #familyoffices  https://t.co/FE6eUSTDcw,2022-10-12,11:29:09,0,['https://lnkd.in/efDfm_pX'],en
"🧵 Although the web2 giants preparing their trademarks to enter the ""Metaverse"", they tend to collaborate with digital artists or provide VC into web3 startups instead of entering the web3 directly, to reduce unforeseen damage.",2022-10-12,11:29:06,0,[],en
@bharatjodo @INCIndia @RahulGandhi There are many startups and unicorns india. Why do govt gives jobs to all.. it's individual responsibility to grab or start job. Not the govt's..,2022-10-12,11:27:42,0,[],en
It's very important for a startup to have a perfectly crafted pitch deck while pitching to investors. Especially so when it is a cold reachout.  Read more -  https://t.co/QeZewRIykT #startups #funding #earlystageinvesting #pitchdeck #businessplan,2022-10-12,11:25:26,0,['https://bit.ly/3rPMylI'],en
"After selling his last startup to Google, this founder now wants to automate mundane tasks with Relay: Some seven years after selling his previous company to Google, Jacob Bank is preparing to launch his next…  https://t.co/TFQY6ysBHE &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/JgeW3Gkezq",2022-10-12,11:24:04,0,"['http://dlvr.it/SZxgCf', 'http://cpa.click/news']",en
Participate in the Millet Startup Innovation Challenge and contribute to the promotion of millets. #InternationalYearOfMillets 2023 Visit:  https://t.co/KnKXuzujMb  https://t.co/amrIfJzEOt,2022-10-12,11:22:36,0,['https://innovateindia.mygov.in/millet-year-startup-challenge/'],en
@ITHelpdesk_UK @MiguelRiderNFT @LUCYBONESNFT @BoredBao Totally Uninformed Opinions on NFTs Web3 Gaming Tech Startups VC #TUO  #EvilPlan 😈  #nfts #opinions Not Informed 😅 and some informed opinions 📚  https://t.co/8RAr2VJ3fs  https://t.co/9CsJavUiEo,2022-10-12,11:21:31,0,['https://twitter.com/i/spaces/1BdGYypDbMZGX'],en
"Come &amp; join our #VisionHealthPioneers Demo Day!   🟣6 #healthcare startup🚀  🟣Futurist @CeciliaMTham -fascinating keynote💭 🟣Moderator @Juice10 (part of our 1st Demo Day!) 🟣Special insights from our coaches &amp; alumni.🌟  October 19, 3pm CEST!  🎟️Tickets:  https://t.co/pBTnJtlQuW  https://t.co/Xfk5QEx0Ou",2022-10-12,11:19:54,0,['https://www.eventbrite.com/cc/demo-day-2022-vision-health-pioneers-incubator-1149179'],en
"Topic :: Institutional Adoption of DeFi  𝗣𝗮𝗻𝗲𝗹𝗶𝘀𝘁𝘀 @0xKimberly , Co-Founder, @bridgenetwork0x   @smargon, CEO,  https://t.co/Wgc6HC2K7t @lisaisloud,Co-founder ,CEO ,@FLUIDEFI_OFC  Elizabeth Mathew, Growth &amp; Partnerships, @ConsenSys   #TDeFiAtGITEX #TDeFipavilion  https://t.co/0ZLoC7UK8u",2022-10-12,08:34:22,0,['http://Fuse.io'],en
Almost 100 days. Crazy. Always a good time in here. Great accessory to morning coffee ☕️💪🏼  #TUO  https://t.co/lRpPY1go17,2022-10-12,11:17:38,0,['https://twitter.com/i/spaces/1BdGYypDbMZGX'],en
“Innovation Incubator” of the BNB chain to promote Web3 startups in the EU by CoinEdition  https://t.co/fXDTnug6pA,2022-10-12,11:17:27,0,['https://hanlire.com/innovation-incubator-of-the-bnb-chain-to-advertise-web3-startups-within-the-eu-by-coinedition/'],en
Come and talk to us about early-stage business incubation for your tech business. Find out more about the companies we have supported and hear first-hand from some of the latest entrepreneur success stories. #Bristol #Startup #incubator  https://t.co/WABkpXm0LL  https://t.co/C15oRMtpJe,2022-10-12,11:15:36,0,['https://bit.ly/3MnsIYy'],en
Datakatalyst Ventures is growing and we are #hiring good talent from Investment Banking Industry (Startup Funding | Mergers and Acquisition)! Know anyone who might be interested?  Datakatalyst Ventures LLP Ashish Kulkarni Nikhil Gulati Abhishek Jha Shivan… https://t.co/WQmgGU1eli,2022-10-12,11:14:50,0,['https://lnkd.in/dSeyxhrJ'],en
"All eligible applicants will gain FREE access to Social Shifters Digital Incubator Program - including our social startup elearning, global networking, skills sessions, and certification!",2022-10-12,11:13:03,0,[],en
#InTheNews  We're happy to be recognized by @techinasia as one of the most promising startups in SEA growing rapidly and has recently raised Series C funding. Our growth momentum continues!  Read More-  https://t.co/LltD6jrolo  #Docquity #achievements #globalrecognition #startup,2022-10-12,11:12:11,0,['https://www.techinasia.com/50-rising-startups-southeast-asia'],en
French mobile gaming startup @HomaGames raises $100 million in a Series B funding round.  https://t.co/5MqFzWt8fP #mobilegaming #gamedev #mobilegames,2022-10-12,11:11:56,0,['https://mobilemarketingreads.com/french-mobile-gaming-startup-homa-raises-100m-series-b/'],en
"DRUBB: Foxglove raises $15M to build dev infrastructure for robots on October 11, 2022  Foxglove, a startup building an infrastructure stack for robotics, today announced that it raised $15 million in a Series A funding round led by Eclipse..  https://t.co/EOjtaSikp6 #foxglove  https://t.co/gix4k0nm76",2022-10-12,11:10:54,0,['https://bit.ly/3EyKbLw'],en
Homepage is hiring 👉  CTO/VP of Engineering (India Remote) (remote)  https://t.co/N60a6IhQgZ,2022-10-12,11:10:03,0,['https://startup.jobs/cto-vp-of-engineering-india-remote-homepage-31-3765447'],en
WANTED: CTO/VP of Engineering (India Remote) at Homepage (remote)  https://t.co/6Gp5SaYNFE,2022-10-12,11:10:02,0,['https://startup.jobs/cto-vp-of-engineering-india-remote-homepage-31-3765447'],en
"I adore this - Rejected by 100 venture capitalists &amp; now a unicorn! Investing in #femalefounders is a clear example of raising the bar, especially in light of the recent talks about the necessity of diversity in #venturecapital &amp; the #startup environment  https://t.co/msdafLTvoz",2022-10-12,11:09:07,0,['http://fortune.com/2022/10/05/canva-founder-melanie-perkins-runs-largest-female-founded-woman-led-startup-world'],en
All the information you need from startup costs to funding organisations to relevant associations to join are clearly outlined in the guide.  Guess what? It doesn't cost a dime!  All you need to do is visit our website;  https://t.co/BL0kDT6wjT to download your free copy.,2022-10-12,11:08:49,0,['http://www.fatefoundation.org/books'],en
"How do young folks found startups and attract seed funding in million dollars??  I honestly want to know and walk the path. I want to follow who know road.  Pls who go help me, I was birthed too nah!!!  @OzoyaSilas @EldaDavidSamuel @Abdul_ZA @SamuelOtigba",2022-10-12,11:08:32,0,[],en
#enterprenuer #Enterpreneur#businessman#businesswoman#startup#solopreneur   https://t.co/BcsCksZp8N @ India  https://t.co/CWhJ1vBsIs,2022-10-12,11:07:49,0,"['https://www.badabusiness.com/digitaldukan/BIAK028606', 'https://www.instagram.com/p/CjnIXf2v2c8/?igshid=YTgzYjQ4ZTY=']",en
Finding #startup #funding can be a challenge when you’re starting your business and looking to grow.   SEIS is focused on very early-stage businesses and is designed to help them secure their first bit of outside investment.   #Investment #SME #SmallBiz   https://t.co/ZK7uteBVCm,2022-10-12,11:05:11,0,['http://ow.ly/jmte50L7LUZ'],en
Freight management startup Zeus picks up £1.8m angel funding. 💡  ➡️  https://t.co/oFLT3W4TXL 🔗  #freight #startup #angelfunding #funding #investment #UKtech,2022-10-12,11:05:07,0,['https://lnkd.in/eZBFuQN5'],en
"Only a few hours to go! If you're thinking of applying for the next #UNICEFStartUpLab cohort, don't miss today's info session at 2pm GMT.  Join us to learn the many ways your startup can benefit including funding, mentorship &amp; various tech resources 👉🏾  https://t.co/roY3quNXnO  https://t.co/G5dMUL8x3l",2022-10-12,11:04:09,0,['https://bit.ly/uslinfo'],en
Early-Stage Web3 Startup Funding: An Introduction | Chainlink  https://t.co/UwAiDWcy2v,2022-10-12,11:01:33,0,['https://blog.chain.link/early-stage-web3-startup-funding-an-introduction/'],en
"Ready to pitch &amp; #scale your innovative #packaging #technology or #materials solution? 🌱  Join @amcorpackaging Lift-Off Seed #Funding Program &amp; receive support up to US $250K plus access to Amcor's R&amp;D capabilities!  Hurry, apply by 15 Oct! 👉  https://t.co/FAcIpYN9mj  #startups  https://t.co/UfdRHQsB9O",2022-10-12,11:01:27,0,['https://bit.ly/3BR3Hjz'],en
"Enveil, an early-stage startup tackling the 'holy grail' of data encryption, has banked another $25 million in funding as investors continue to pour money into the privacy enhancing techno... via @securityweek #infosec #tech #WednesdayWisdom  https://t.co/g6rmcga7hr",2022-10-12,11:00:29,0,['https://www.securityweek.com/privacy-enhancing-tech-startup-enveil-bags-25-million-investment'],en
"Silicon Valley is also home to a significant number of ""Unicorn"" ventures, referring to startup companies whose valuation has exceeded $1 billion dollars  https://t.co/84VtEvgVTp",2022-10-12,11:00:02,0,[],en
"Shradha Sharma, Co-Founder YourStory Media, is now following  https://t.co/x3fS8jertC",2022-10-11,13:40:13,0,['https://twitter.com/Michael_Ruffles'],en
The new education #startups of #India is focusing on bringing back the era of good career opportunity for students.   https://t.co/NzKoTX6vXD,2022-10-12,10:56:59,0,['https://www.msn.com/en-in/health/wellness/how-new-era-education-startups-aim-to-solve-the-existing-imbalance-of-career-opportunities-in-india/ar-AA12Gtqy'],en
"Headline: ""Fashion resale startup Piktina raises seed funding - AIM Group"" Via  https://t.co/y3JN3ph2W0 #TechWithPurpose #technology #GlobalGoals",2022-10-12,10:56:11,0,['https://aimgroup.com/2022/10/11/vietnam-based-resale-startup-piktina-nets-1m/'],en
"'Despite global slowdown, India's exports to top last year’s record'",2022-10-12,10:55:39,0,[],en
Biggest India trade deal stuck on free access to skilled workers,2022-10-12,10:55:38,0,[],en
"Apple, Samsung to upgrade phone software in India for 5G roll out by December",2022-10-12,10:55:37,0,[],en
@GergelyOrosz It always shocked me when I hear about startups having lavish parties after a big funding round.  What a complete and utter waste of money.  Surprised these types of parties don’t irritate the investors. (Or maybe they do?),2022-10-12,10:53:36,0,[],en
"Don't miss an overwhelming Crypto Oasis, roundtable discussion on the topic digital asset exchange at the #TDeFiPavilion in GITEX GLOBAL 2022.  We are live now -  https://t.co/8VTfIlB4gD  #TDeFiAtGITEX #TDeFipavilion #GITEXGLOBAL #AIEverything #Northstardubai #FintechSurge  https://t.co/dKGKUGNRVr",2022-10-12,10:52:37,0,['https://www.youtube.com/watch?v=2B3A3oZQTFY'],en
"...the landscape of payments on the African continent.   Last year, Flutterwave became the fourth African startup to reach “unicorn” status as it reached a valuation of over $1bn after raising $170m in a Series C round.",2022-10-12,10:52:08,0,[],en
