Feature1,Feature2,Feature3,Feature4,Target
60,62,1301,-2,86
70,60,1216,0,76
56,64,1377,-1,59
24,53,953,-3,62
48,63,1338,-1,64
13,69,1612,-3,83
81,40,538,2,45
38,55,1019,-2,48
49,58,1134,2,56
59,42,597,1,51
13,69,1599,2,38
23,66,1482,0,98
28,45,695,-2,73
31,41,580,2,68
52,46,721,0,68
54,60,1217,-1,73
37,66,1474,2,79
50,57,1095,2,53
17,54,994,-3,77
84,48,766,-2,30
18,49,811,2,38
48,45,694,1,74
73,45,686,2,60
62,61,1259,-3,84
76,61,1250,2,56
75,57,1094,-3,67
58,63,1336,-2,63
46,57,1088,-3,35
84,42,597,2,60
82,54,993,2,95
78,47,749,1,69
28,63,1345,-1,79
85,47,747,2,63
70,59,1168,-1,53
12,63,1345,0,72
86,66,1465,0,74
74,48,775,-1,52
37,40,556,-2,84
49,65,1416,2,42
18,42,618,-1,97
14,46,720,-2,51
16,65,1430,1,70
81,55,1012,-1,44
74,48,776,-1,55
65,57,1106,0,95
15,44,661,0,52
49,42,608,-3,82
78,62,1298,0,81
71,42,609,0,91
27,63,1339,0,58
39,52,906,-2,32
20,52,911,1,35
63,48,770,-3,33
49,44,657,1,55
51,42,598,2,47
63,50,843,-2,57
67,56,1067,1,92
63,58,1138,2,72
30,50,843,-1,43
67,48,773,-3,46
12,67,1506,2,33
89,47,736,-2,38
57,45,698,-3,96
45,69,1599,0,55
28,46,718,1,49
26,50,862,0,95
22,54,987,1,54
21,46,716,2,38
71,55,1014,-2,46
57,51,881,-3,67
89,52,910,0,63
45,51,883,-1,66
40,52,915,-3,61
87,62,1300,2,89
65,55,1025,-3,80
15,60,1222,-2,73
77,41,569,1,57
46,45,690,-2,66
41,55,1030,-1,82
20,65,1434,2,82
31,52,908,-3,34
11,43,627,1,35
39,58,1133,-1,52
70,42,606,1,81
27,61,1250,0,41
79,64,1371,-2,52
42,56,1067,0,81
31,40,545,-1,48
87,44,650,-2,51
59,47,760,2,93
81,43,620,2,42
76,59,1166,2,46
62,44,668,1,91
19,45,700,-3,85
24,63,1344,0,73
35,69,1615,0,98
10,61,1253,1,41
50,48,785,-1,72
49,66,1461,0,48
52,62,1285,2,31
12,47,766,0,93
33,49,821,-1,77
20,53,947,-2,41
54,55,1012,1,33
72,45,692,-3,82
89,65,1416,-1,60
32,52,924,-3,83
87,43,631,-3,82
56,69,1610,-3,93
56,53,940,2,30
62,50,855,-1,90
83,48,784,-1,83
42,68,1557,-3,66
68,55,1011,-3,38
42,50,840,-2,38
59,53,956,0,82
51,66,1472,-2,83
16,60,1227,1,86
76,49,817,1,80
63,68,1566,2,97
72,54,974,2,32
20,42,602,-2,51
34,53,953,1,64
23,59,1177,-3,63
29,40,559,-2,91
17,66,1479,-1,88
88,65,1413,-2,51
52,66,1466,2,61
82,56,1059,-1,74
70,68,1563,0,93
35,40,542,1,39
85,46,713,1,56
11,61,1258,-3,61
51,50,846,2,56
32,68,1569,0,95
53,65,1416,0,43
21,67,1509,2,44
77,60,1209,-1,58
72,54,979,1,50
67,43,621,-3,45
40,45,697,1,80
58,60,1215,-2,69
33,56,1063,1,66
21,63,1337,1,50
26,46,728,0,78
59,47,740,1,34
56,41,586,0,99
87,61,1239,-3,34
60,66,1456,-3,38
75,56,1051,-1,47
63,62,1285,0,35
82,55,1028,2,90
70,49,815,-1,73
69,44,663,0,80
75,44,651,-1,47
56,57,1097,-1,65
82,45,683,-3,61
41,40,544,2,46
82,67,1500,2,42
82,46,713,-2,58
74,59,1174,0,71
13,69,1610,1,72
71,61,1252,-2,66
55,59,1179,-1,79
15,60,1218,-2,61
56,50,841,0,44
49,66,1468,-3,72
31,63,1351,-2,97
63,61,1242,-3,32
25,41,585,1,82
13,57,1095,-1,43
79,40,535,-1,37
40,61,1256,2,61
35,67,1508,0,48
45,58,1142,2,79
24,45,701,-2,91
83,68,1540,0,30
61,40,536,2,30
87,48,774,1,53
58,65,1414,2,38
29,47,742,0,30
22,41,571,1,40
63,55,1024,-3,76
86,68,1557,-1,83
50,63,1335,1,55
67,68,1562,-1,89
80,51,882,-2,80
65,52,915,-3,69
53,53,946,1,49
12,57,1108,0,81
72,41,579,0,84
17,47,760,-1,78
30,40,556,2,78
72,49,819,2,82
44,41,567,0,38
69,50,849,-2,77
20,49,808,-1,31
10,51,876,0,32
32,50,847,-2,57
55,45,691,2,68
18,63,1332,0,35
78,60,1215,2,74
17,62,1311,-2,98
38,69,1612,1,89
66,68,1546,0,39
32,67,1521,-2,89
67,64,1365,-3,30
48,66,1472,-2,82
77,68,1541,-2,32
35,43,642,2,89
20,55,1032,-3,81
72,49,806,0,47
23,53,945,-3,37
62,64,1380,-2,72
25,60,1228,1,92
13,63,1352,2,91
56,63,1335,0,58
45,66,1477,-1,95
70,65,1410,-2,35
21,63,1342,1,64
26,44,671,-3,89
73,47,753,0,80
27,46,716,-3,45
52,67,1506,-2,51
86,53,946,1,63
78,64,1378,0,69
51,51,883,-1,70
10,55,1040,1,99
73,48,790,-1,96
23,54,992,2,68
41,68,1549,1,39
40,53,949,-1,55
80,47,753,1,80
65,68,1560,0,82
40,45,681,-2,35
53,55,1033,1,94
54,55,1019,-2,56
50,58,1132,-1,52
67,51,885,-3,85
83,57,1097,-1,77
86,58,1140,2,88
70,50,835,2,30
72,41,570,1,57
71,49,809,2,53
64,46,722,-1,78
19,45,682,0,30
23,49,807,0,30
85,41,580,1,93
18,41,573,-1,45
38,41,583,-1,85
72,41,573,2,65
47,46,712,-2,40
77,41,580,1,90
39,54,995,-3,87
59,42,610,0,91
16,63,1344,0,68
77,61,1252,0,66
18,50,856,-1,77
22,44,656,0,40
28,62,1301,1,70
83,45,693,0,88
16,50,857,0,78
87,59,1167,1,54
41,69,1609,-1,83
69,51,890,-2,99
85,65,1420,0,68
74,55,1025,-3,84
15,43,646,2,94
47,42,603,0,65
28,67,1504,0,33
59,58,1127,-3,44
14,40,559,-3,86
26,58,1127,-3,30
67,67,1512,-3,78
38,51,890,0,84
89,65,1416,-2,62
12,44,654,2,30
42,40,559,0,95
17,66,1479,-1,89
76,42,595,-3,53
78,65,1416,-3,57
13,46,715,1,32
12,60,1218,-1,60
36,55,1029,2,74
31,68,1554,-1,50
79,46,725,-3,95
33,57,1095,-1,51
13,66,1474,-2,72
85,57,1084,2,36
89,57,1098,1,80
10,67,1519,1,70
39,52,920,-3,76
85,45,697,2,97
77,42,593,1,45
58,69,1610,-3,94
48,41,568,0,41
70,61,1257,0,77
57,48,791,-1,94
22,55,1025,0,59
51,57,1107,-2,95
70,61,1246,-3,47
10,57,1110,1,84
77,40,541,2,53
24,68,1565,0,82
86,48,777,0,62
30,42,600,-1,49
83,50,849,-3,83
61,55,1028,-3,87
79,57,1084,-2,36
47,54,983,-3,54
68,60,1217,-2,79
37,68,1569,2,95
69,48,789,1,89
59,67,1518,-1,90
69,41,562,0,32
63,51,884,1,74
15,60,1222,-1,72
86,48,779,-2,68
14,66,1472,1,64
37,41,584,2,85
53,64,1382,2,70
55,45,697,-1,88
37,62,1290,2,38
80,40,552,-2,91
60,61,1254,0,65
86,45,683,2,55
50,47,745,0,47
50,47,739,-2,31
26,48,777,0,36
87,67,1516,-2,96
71,51,883,2,73
49,41,573,-1,58
45,63,1332,2,42
15,44,675,-1,96
85,66,1469,1,84
52,48,773,-1,36
18,48,795,-1,89
64,47,742,0,42
48,50,852,-2,76
41,53,948,-1,53
67,49,806,-2,47
17,51,888,0,71
89,62,1290,2,60
10,69,1605,2,56
75,50,838,1,43
22,44,671,1,85
38,69,1603,2,62
30,58,1128,1,32
40,69,1612,2,90
31,47,756,-2,73
25,54,995,1,77
38,69,1595,2,38
80,41,581,0,94
21,62,1297,1,53
57,65,1418,-2,55
41,54,1000,1,98
89,65,1422,1,76
50,58,1129,2,42
14,46,725,-1,66
45,66,1467,-1,63
81,58,1126,1,45
31,56,1063,-2,67
12,47,767,2,94
24,42,615,-1,93
76,41,572,-1,66
63,69,1607,2,83
31,62,1292,-1,45
35,66,1464,1,49
79,62,1281,-2,33
40,51,889,-3,85
88,41,561,1,37
38,57,1108,0,90
54,62,1302,-1,86
60,61,1252,0,59
28,47,748,-3,50
83,49,808,-3,58
79,69,1608,-1,97
65,56,1065,1,83
84,69,1587,2,33
57,60,1210,-2,55
30,64,1372,0,31
17,68,1572,1,98
77,57,1095,2,65
42,65,1414,-1,35
54,59,1172,1,57
25,64,1378,-3,50
64,45,679,1,37
63,65,1418,2,51
43,61,1254,2,55
66,51,884,-1,77
67,62,1290,0,53
61,47,755,-3,83
31,40,546,-3,54
21,45,705,1,97
31,56,1051,-2,31
39,40,552,-1,72
20,46,733,-3,93
60,49,804,-1,37
74,67,1510,-1,71
66,40,556,0,93
75,58,1123,-2,38
63,46,711,1,41
36,67,1516,2,71
68,51,879,2,60
42,46,733,2,99
67,48,787,-2,86
89,62,1286,2,49
62,56,1065,0,85
79,67,1500,-1,43
61,67,1520,-3,97
44,47,743,0,39
72,65,1430,-1,95
47,54,987,1,64
89,45,680,-3,53
55,56,1062,-1,74
85,52,902,-2,38
58,64,1374,0,50
86,58,1141,0,94
27,62,1295,-2,55
76,44,655,-2,60
37,66,1469,2,64
16,57,1108,-2,83
32,60,1228,0,97
51,58,1136,-2,67
20,48,785,2,58
58,47,741,-2,39
63,62,1299,1,76
21,50,847,1,49
26,44,666,2,70
22,47,760,0,79
54,47,760,-2,95
74,60,1208,0,54
64,65,1414,1,41
71,53,947,1,58
76,54,985,0,68
38,45,697,-2,84
76,53,947,0,61
17,48,798,-1,97
67,40,547,1,68
73,54,983,-3,66
39,41,577,-1,66
43,54,979,2,37
27,55,1028,1,70
35,43,640,2,83
44,61,1251,0,49
27,50,845,2,45
61,48,775,-1,46
69,50,853,1,87
31,41,577,1,62
82,47,747,-3,67
71,55,1013,-2,44
89,62,1296,-1,80
17,45,694,-2,65
38,43,640,-2,88
22,68,1562,1,69
57,50,838,2,34
44,58,1133,-3,56
44,44,672,1,96
58,43,630,1,62
59,62,1293,2,56
53,59,1167,-1,41
78,57,1095,2,65
36,47,749,-1,52
53,42,612,0,92
85,52,921,0,93
25,47,766,2,97
73,60,1213,0,67
83,40,541,2,55
15,51,889,2,69
80,46,722,-3,84
83,44,645,1,30
19,62,1289,-3,34
80,53,956,1,90
25,64,1390,-2,86
36,63,1328,-2,32
33,57,1105,-1,81
83,53,954,1,84
24,62,1307,0,86
55,49,825,-2,98
59,54,987,0,68
22,66,1480,1,92
39,58,1142,2,76
59,50,844,1,56
69,54,991,-1,86
75,66,1472,-3,92
52,56,1065,1,80
26,46,731,-1,88
89,69,1593,-3,56
25,49,811,-3,44
76,40,548,2,72
75,61,1245,-2,47
69,65,1427,-3,88
10,40,547,0,44
81,55,1014,2,48
19,58,1137,-2,56
81,43,621,-1,46
83,57,1083,0,33
68,67,1513,1,77
54,45,683,-2,48
75,43,624,-2,54
81,52,909,0,56
24,49,815,-2,55
38,56,1063,2,65
58,47,746,-2,54
73,43,627,-3,64
89,42,596,-3,62
46,47,751,-2,64
16,59,1173,2,41
48,66,1473,0,82
15,55,1038,-2,96
28,60,1227,0,92
40,45,683,-3,42
15,40,544,-2,40
64,67,1506,2,54
88,60,1204,-3,50
79,64,1386,-2,95
77,60,1209,-3,61
60,63,1336,1,62
74,51,879,-1,67
49,42,591,-1,30
51,63,1332,2,45
18,61,1266,-2,87
13,50,851,0,59
67,50,846,-2,67
36,63,1340,2,64
89,54,972,1,36
45,41,575,0,62
28,69,1611,0,82
74,55,1012,-2,42
24,63,1349,-3,92
17,42,618,1,97
20,67,1507,-1,40
43,41,567,2,35
36,61,1247,0,35
46,45,699,2,88
87,45,674,-3,34
23,67,1525,-2,98
31,57,1105,1,76
16,63,1336,1,43
15,44,671,2,80
10,48,796,-3,90
88,67,1518,2,97
83,60,1221,2,93
70,49,815,1,71
59,43,639,-3,95
23,61,1258,-3,65
43,54,993,-3,84
21,45,691,0,55
64,60,1220,-1,86
63,66,1466,0,67
19,40,564,1,99
76,48,772,-3,45
34,56,1060,-2,60
84,57,1087,-2,49
65,69,1609,0,92
60,57,1095,1,58
86,59,1171,2,63
68,48,775,-2,51
21,50,854,-3,72
64,48,787,-2,85
33,42,601,2,50
11,43,645,2,89
80,55,1025,-3,84
54,51,875,2,44
17,49,827,1,87
80,67,1495,-3,32
29,64,1374,-3,40
37,51,887,-2,78
17,63,1351,1,91
41,47,751,0,59
62,43,640,-3,99
89,62,1284,0,43
44,69,1598,-3,53
37,64,1391,2,90
16,45,684,2,31
50,67,1508,2,54
45,63,1338,0,62
89,62,1302,-1,99
48,61,1264,-2,93
66,57,1091,-1,52
83,45,679,0,44
49,62,1290,0,47
81,50,835,-2,38
36,56,1067,-2,82
60,50,842,0,50
51,67,1501,2,33
72,63,1331,2,51
59,47,757,-1,86
12,47,753,2,54
16,52,931,-2,97
13,42,607,2,60
48,44,655,-1,48
32,69,1600,1,51
88,65,1419,0,66
86,56,1048,-3,45
51,54,999,2,98
84,52,910,1,58
81,66,1459,2,52
51,66,1476,-1,92
56,66,1477,0,98
87,55,1025,-3,88
79,51,878,2,64
84,65,1414,-2,54
67,52,909,-2,51
15,55,1032,-1,77
64,58,1131,-1,56
26,52,911,1,38
19,61,1254,1,47
61,46,711,-2,42
88,59,1164,0,46
63,63,1330,-2,49
35,61,1253,-2,53
72,63,1324,1,30
75,63,1331,2,51
40,69,1596,0,44
75,60,1221,-1,95
48,62,1301,0,79
78,45,686,1,64
24,43,645,-2,97
20,41,570,1,36
18,51,892,-1,84
16,41,571,-1,39
24,62,1303,-1,76
45,58,1136,-2,64
86,57,1102,0,92
63,55,1012,-3,39
49,52,911,1,47
34,59,1182,1,77
56,46,709,-2,35
36,46,713,-2,38
17,69,1599,-3,46
54,66,1462,-3,54
55,65,1433,1,94
44,40,558,-2,94
80,44,666,0,94
58,58,1129,-1,47
66,69,1610,1,94
20,56,1060,0,51
27,46,732,2,89
29,58,1129,1,34
78,67,1506,2,58
53,50,842,-3,50
26,46,727,-2,76
77,47,741,1,45
52,58,1146,-3,99
23,46,714,1,34
80,55,1008,-2,32
54,55,1026,2,73
87,58,1128,-3,57
12,55,1022,-3,48
28,50,860,-1,92
53,52,917,0,67
46,66,1470,0,71
20,55,1029,2,68
74,40,542,-3,60
59,55,1030,1,88
65,50,839,0,44
43,68,1555,-2,59
16,69,1615,2,88
38,50,858,0,90
54,43,625,-3,52
73,54,982,2,56
22,60,1216,2,54
80,43,635,-1,90
69,69,1588,1,31
30,52,909,-1,36
28,54,993,0,74
88,50,854,-1,97
15,43,624,0,30
89,61,1258,-2,92
69,50,855,2,90
67,44,659,1,66
49,48,790,-2,88
24,46,722,-3,64
25,63,1337,-1,54
84,50,836,1,41
11,63,1352,-3,93
54,55,1014,0,40
61,67,1505,0,51
61,48,779,2,55
67,45,697,2,92
25,54,1001,-2,98
57,51,875,-1,47
32,44,658,1,49
66,44,662,-3,78
56,50,840,1,42
23,58,1129,-2,34
82,66,1454,2,38
64,42,595,-1,48
45,69,1596,-3,49
48,58,1134,0,56
74,67,1506,0,59
72,52,901,-3,31
55,65,1429,-2,87
54,62,1292,0,54
18,58,1137,1,52
68,67,1499,0,36
16,51,883,1,54
70,50,841,-3,55
33,47,760,-2,87
28,63,1344,0,73
35,65,1420,-3,52
88,41,560,-3,38
49,69,1595,2,42
32,55,1027,0,69
26,48,796,0,94
27,65,1433,-2,87
18,45,694,-1,64
51,43,630,-1,62
63,58,1141,2,82
79,49,822,-3,99
37,55,1020,-3,54
74,60,1203,-2,40
49,61,1267,1,98
10,53,950,0,45
63,54,986,-1,67
70,63,1330,-2,52
41,55,1016,0,39
33,53,958,0,79
76,62,1290,-2,58
84,46,710,-2,49
29,68,1552,0,45
19,57,1103,-3,71
58,58,1144,1,90
75,48,772,-2,43
14,64,1374,0,32
34,57,1091,2,37
87,41,563,0,44
64,57,1106,0,95
29,50,856,-3,82
18,51,887,0,68
36,57,1091,-1,38
65,54,981,-2,56
75,41,572,-1,67
47,66,1460,-1,44
10,48,796,-2,90
36,51,881,-1,56
55,62,1306,-3,99
32,51,893,0,91
26,66,1468,1,57
49,42,599,-1,53
30,65,1419,-2,47
23,52,921,0,67
57,68,1561,-2,84
17,63,1331,-1,33
79,62,1288,1,51
63,61,1249,0,52
39,69,1607,-1,78
54,65,1412,-1,33
16,61,1255,2,47
61,67,1509,-1,62
75,67,1500,-1,43
45,45,680,-2,35
17,46,721,2,52
69,43,618,-2,36
42,58,1131,2,45
23,52,915,2,47
86,62,1292,-3,68
70,69,1611,1,98
17,60,1212,-3,47
86,41,575,-3,80
87,69,1607,-1,95
21,43,632,1,54
68,64,1370,0,41
21,57,1099,0,55
24,66,1474,-2,78
60,65,1412,-1,35
37,42,606,-3,71
13,43,626,2,32
12,53,946,-2,37
31,68,1569,-1,96
23,55,1021,-3,50
88,59,1174,0,76
13,53,963,-1,87
72,65,1427,1,84
85,55,1009,0,37
73,50,843,2,57
32,52,927,-2,92
49,47,741,1,34
45,40,559,1,93
41,53,961,-3,94
75,49,812,1,63
30,56,1069,2,80
66,56,1063,-1,79
61,45,692,-3,78
44,54,998,1,95
74,52,909,-1,54
31,61,1263,1,80
14,40,556,-3,77
20,40,557,-2,80
68,47,747,1,57
63,62,1285,0,36
11,65,1421,-1,42
62,49,811,1,55
87,49,799,-1,31
30,56,1072,0,93
49,62,1307,0,96
65,67,1512,0,73
46,67,1501,2,31
21,58,1144,2,73
62,54,988,-2,74
27,63,1342,1,67
79,51,889,-2,99
58,43,640,2,91
28,45,695,1,70
55,44,649,1,33
77,65,1412,2,39
11,47,754,-3,60
78,66,1466,2,71
21,59,1171,-3,42
47,51,878,2,51
77,69,1596,-3,61
13,63,1331,-2,30
89,68,1545,-2,48
63,47,743,-3,49
59,65,1411,-3,36
56,54,984,0,59
33,55,1019,-2,48
20,51,877,2,35
21,59,1182,0,73
81,55,1017,2,55
37,47,759,1,82
10,61,1252,2,37
86,51,865,-3,30
70,42,608,-1,90
63,60,1224,1,97
70,41,572,0,63
15,69,1616,2,91
28,44,655,2,38
70,40,550,1,76
69,49,812,0,64
84,60,1203,-1,44
79,53,952,1,79
24,56,1062,1,58
69,64,1380,1,71
34,51,878,0,48
19,54,987,2,51
17,58,1131,1,36
38,55,1034,1,92
76,58,1125,2,40
16,68,1567,0,83
77,47,749,-2,70
80,56,1055,-3,65
42,42,609,0,80
74,51,871,0,43
65,53,960,-1,98
61,44,660,-1,70
60,54,975,2,30
61,47,750,-1,65
46,45,689,-3,62
33,57,1105,-3,82
51,57,1099,1,66
83,65,1418,2,61
37,47,759,-1,83
32,53,955,2,67
46,40,545,2,50
13,44,670,-2,81
18,64,1393,-2,92
77,40,540,-3,53
60,42,610,-2,92
16,50,843,-1,35
50,43,637,2,79
37,67,1509,-1,55
45,48,775,1,37
22,68,1571,0,99
34,64,1372,-1,35
28,53,956,2,68
53,66,1467,2,64
16,42,609,2,66
64,67,1505,1,50
35,41,580,2,71
30,45,701,0,91
84,43,632,0,80
89,64,1365,1,35
55,58,1127,0,39
44,65,1415,-2,41
15,63,1349,-3,86
65,52,917,-2,76
46,68,1557,2,63
31,59,1189,1,97
58,68,1567,1,99
77,62,1281,-2,33
14,56,1057,-1,43
62,53,959,-1,93
20,56,1061,0,54
40,52,909,2,36
21,61,1262,0,72
61,41,579,-2,82
80,64,1376,0,64
62,60,1211,0,59
70,51,882,0,73
25,49,824,-3,85
42,64,1389,-3,90
13,60,1229,2,89
60,62,1300,-1,80
43,57,1096,-2,59
59,48,779,1,56
70,43,629,2,63
39,56,1051,0,33
70,69,1598,-2,64
11,44,676,1,96
69,66,1474,-1,94
55,60,1203,-1,33
70,68,1553,-1,63
75,53,950,0,71
33,58,1148,0,92
57,53,946,-2,54
34,64,1381,-2,63
18,42,600,-1,43
60,52,908,1,43
61,55,1026,1,75
39,60,1227,-2,98
59,54,982,0,54
38,65,1417,-1,43
69,46,722,-2,80
12,51,880,-2,46
33,56,1064,-3,73
33,65,1429,-3,77
42,41,564,-2,31
28,62,1305,0,83
28,48,791,-3,83
14,41,582,-1,73
32,44,664,0,69
68,56,1066,1,89
26,40,547,-3,55
68,66,1471,-2,87
19,64,1381,-1,56
51,41,583,1,87
61,46,726,-3,90
34,53,943,-3,36
48,47,762,0,96
64,62,1285,1,35
62,54,993,1,86
67,49,805,-2,43
78,60,1206,-2,51
39,65,1420,2,48
66,65,1428,2,83
15,57,1093,0,37
79,53,943,-3,56
33,54,978,1,30
69,43,624,-1,52
19,57,1100,2,58
14,56,1062,0,57
64,62,1302,-2,91
40,59,1173,-2,56
14,64,1390,-1,80
47,62,1306,2,90
38,42,597,-3,46
62,45,693,1,79
56,50,850,-1,73
77,58,1127,-1,48
32,45,699,1,83
80,53,944,0,54
52,63,1326,-1,30
76,51,886,-1,88
65,46,719,1,67
14,53,944,-3,33
36,57,1101,1,68
73,65,1413,-3,46
10,41,575,0,47
81,54,982,0,62
76,49,805,-3,48
20,66,1474,-3,77
13,67,1505,0,32
39,48,796,2,98
65,64,1370,-1,41
24,63,1350,-2,93
43,51,892,-1,94
82,48,777,2,57
52,68,1565,1,92
12,42,604,1,53
72,59,1162,0,34
26,51,884,-3,65
48,48,783,0,63
57,57,1105,0,88
30,50,844,0,44
55,59,1184,2,92
53,41,584,-2,95
51,56,1059,1,59
86,51,868,1,35
64,41,579,-2,83
54,66,1474,-1,90
85,43,628,-2,71
67,65,1429,-1,91
47,66,1468,-1,68
27,56,1071,0,89
23,58,1134,-1,47
35,43,636,2,71
22,49,816,1,56
86,46,704,-3,32
44,42,611,1,87
53,56,1048,-2,31
46,59,1172,0,53
26,67,1514,-2,66
13,45,701,1,83
75,54,993,-3,97
50,67,1509,1,58
84,57,1085,-1,42
15,66,1463,1,37
46,68,1548,-3,40
65,69,1609,1,90
39,55,1012,-2,30
14,69,1605,-1,60
81,43,621,-2,48
24,49,818,2,61
33,40,543,-2,45
66,58,1134,0,63
42,68,1550,0,42
66,40,540,1,46
32,69,1594,0,34
71,62,1282,-3,32
19,55,1033,-3,85
65,64,1383,-3,82
60,45,691,2,71
18,48,781,-1,46
31,54,989,-1,63
48,58,1140,-1,77
54,58,1137,-1,70
84,44,658,0,72
40,59,1167,-3,39
29,65,1418,-2,42
84,67,1510,0,75
41,66,1468,-3,67
37,44,666,1,77
45,46,718,0,56
42,57,1088,-3,36
67,60,1210,2,54
58,52,922,2,84
53,42,612,-2,95
79,55,1026,-1,87
85,51,885,-3,91
25,51,885,2,62
40,40,552,1,72
84,64,1370,-2,49
53,58,1131,2,49
85,61,1243,2,40
10,52,919,-1,58
77,56,1051,-1,50
56,57,1097,1,62
41,44,656,-2,51
45,40,553,2,74
87,63,1322,2,31
40,64,1378,1,54
75,58,1122,-1,34
70,46,722,-1,79
72,46,716,-1,63
80,44,659,1,71
23,63,1341,2,60
37,68,1556,1,59
54,68,1545,-3,35
49,54,999,1,99
43,52,906,0,31
82,58,1128,0,54
47,69,1596,1,44
64,64,1384,-1,84
64,54,992,-2,89
13,64,1375,0,34
26,47,745,0,36
11,61,1271,-3,98
28,68,1570,1,96
16,58,1136,2,47
64,42,608,1,84
21,60,1217,-2,61
14,49,817,-2,59
88,50,839,-2,53
14,64,1374,-1,34
77,64,1375,1,58
12,41,574,0,45
63,65,1418,-1,54
83,55,1023,2,76
76,59,1182,-1,95
70,43,622,2,44
78,61,1244,-3,44
77,59,1178,-3,88
18,48,777,2,33
69,63,1325,1,34
16,41,584,-2,80
48,69,1612,-3,97
71,52,922,-1,92
82,40,545,-2,70
52,65,1421,-1,60
14,46,725,-2,66
27,46,719,-2,55
32,48,793,2,85
88,51,866,-1,32
53,68,1554,0,59
60,43,620,1,33
69,42,593,1,42
60,47,740,1,33
80,59,1180,-3,93
61,40,536,-2,35
33,57,1107,1,83
50,57,1104,-3,85
65,66,1453,-2,30
58,45,687,1,57
10,50,848,-2,50
81,44,651,1,49
14,48,785,-1,58
44,64,1386,2,77
56,54,976,0,34
60,40,551,0,78
35,54,979,-3,39
38,59,1182,-3,82
25,48,777,1,36
11,46,727,1,68
26,69,1594,0,32
11,62,1298,2,53
37,54,993,-1,80
66,56,1068,-2,96
15,53,960,-3,80
10,64,1376,-2,38
45,66,1459,2,38
58,58,1134,1,59
15,40,560,-3,90
80,47,753,0,83
28,40,561,-2,97
61,45,687,2,57
20,56,1061,1,54
10,60,1221,0,67
48,46,709,-3,32
29,47,765,-1,98
13,51,898,1,98
27,66,1461,1,36
54,53,942,0,40
19,48,790,-2,76
17,40,547,2,47
66,41,579,-3,84
10,66,1463,1,35
38,47,756,-3,78
63,59,1174,2,65
19,49,830,2,94
14,43,636,1,64
28,58,1135,-1,53
47,56,1067,2,83
27,51,883,-3,63
87,40,552,0,90
19,49,828,2,89
79,52,917,0,79
25,63,1347,2,81
54,69,1609,-3,90
57,46,710,1,37
80,51,888,1,94
81,44,648,-3,44
35,61,1264,0,84
81,44,662,-3,84
44,40,542,1,42
12,68,1559,-2,59
23,52,918,-2,60
48,54,981,1,45
59,49,825,-2,99
67,43,638,2,90
75,67,1510,-1,72
84,65,1415,0,53
33,50,861,0,96
35,65,1425,-1,66
13,63,1350,-2,87
84,42,595,-3,57
59,62,1296,-1,68
14,61,1258,-2,61
79,69,1587,-2,35
89,67,1505,1,62
40,40,554,1,77
14,45,705,-2,99
23,64,1375,2,36
88,47,756,-1,96
79,48,780,2,65
60,55,1029,-1,88
20,58,1149,-3,93
12,59,1174,2,45
69,40,550,-3,80
16,62,1299,-2,62
58,58,1131,0,52
79,53,950,-3,75
89,60,1201,1,39
81,53,958,2,95
42,60,1214,-1,60
73,47,754,-3,85
78,47,758,1,94
16,54,1001,0,93
81,44,644,-2,30
20,58,1146,-3,86
63,55,1032,-2,97
89,45,677,1,40
59,43,619,-2,35
89,53,952,0,84
57,55,1019,-1,56
78,44,657,-3,68
37,51,893,-1,94
25,47,756,2,66
46,41,580,1,75
34,50,862,0,99
48,51,884,-3,72
40,50,844,-3,51
57,40,542,0,48
82,46,727,1,97
66,45,699,1,98
59,69,1598,2,55
41,40,560,2,95
86,49,812,-1,70
71,40,546,-3,69
62,49,803,-1,34
12,66,1483,2,95
71,52,911,-3,60
43,69,1606,0,74
43,44,672,0,98
54,59,1180,-1,82
17,51,880,-1,47
47,69,1597,2,48
56,60,1223,1,91
86,63,1341,-3,90
74,45,697,1,95
41,54,988,-1,64
27,47,760,-3,86
72,47,746,-3,60
67,51,875,1,50
88,61,1241,0,37
11,44,657,-1,39
67,58,1131,-3,59
63,57,1086,2,33
78,57,1084,1,32
57,67,1521,1,97
59,44,653,2,45
60,57,1095,2,57
60,63,1330,2,43
17,46,730,0,80
25,45,699,0,81
38,47,760,1,85
72,56,1069,1,99
69,51,875,1,52
13,56,1061,1,51
39,43,641,1,89
23,43,645,-2,98
11,49,823,-2,75
44,65,1419,-3,52
16,56,1060,-3,53
44,42,615,1,97
50,42,595,-2,42
10,43,646,2,91
62,58,1128,2,43
22,44,673,1,92
82,51,879,-2,70
68,65,1409,-3,33
83,63,1328,-3,52
21,65,1427,-3,68
49,54,978,-2,39
17,57,1113,0,96
38,64,1385,-2,76
14,61,1263,0,73
36,44,664,1,70
86,41,563,1,42
15,40,563,-2,97
69,43,623,1,48
56,42,600,1,56
35,45,699,2,83
80,53,958,0,98
74,63,1324,2,30
83,64,1366,-1,37
53,42,599,2,51
37,60,1222,1,79
88,58,1142,1,95
44,42,604,2,63
81,46,719,-2,74
58,50,838,-3,39
32,56,1067,1,78
50,46,717,1,55
86,56,1048,0,41
40,66,1460,-3,44
76,54,978,2,47
13,68,1565,-3,79
23,57,1096,-3,51
46,62,1305,-3,91
66,41,568,-2,52
72,51,873,-3,51
50,65,1431,0,87
