,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
758,Skoda,Superb,Corporate Edition 2.0 Tdi At,"Rs. 28,49,599",1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66 litres,Diesel,1483 mm,4861 mm,1864 mm,Sedan,4,15.1 km/litre,18.19 km/litre,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",,,215/55 R16,215/55 R16,Electro-Hydraulic,All Windows,Yes,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Analog,Analog,1,5,Leather,Automatic,2841 mm,215/55 R16,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.1 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2060 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
759,Volvo,V40,Kinetic,"Rs. 27,69,000",1984 cc,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1420 mm,4369 mm,2041 mm,Hatchback,5,"16,8 km/litre",,16.81 km/litre,,1500 kg,6,133 mm,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1559 mm,1546 mm,115/90R17,115/90R17,Electric Power,All Windows,Yes,Remote,150PS@150rpm,350Nm@1500-2750rpm,Digital,Digital,Analog,Yes,5,Leather,Automatic,2647 mm,115/90R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",324 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,10.8 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2020 kg,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Yes,,,7,,"Rake, Reach",,,Rear sensors,,,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,
760,Volvo,V40,R Design,"Rs. 31,91,000",1984 cc,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1420 mm,4369 mm,2041 mm,Hatchback,5,"16,8 km/litre",,16.81 km/litre,,1500 kg,6,133 mm,Ventilated Disc,Drum,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1559 mm,1546 mm,115/90 R17,115/90 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,150PS@3500rpm,350Nm@1500-2750rpm,Digital,Digital,Analog,Yes,5,Leather,Automatic,2647 mm,R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,324 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,10.8 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2020 kg,"Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Driver head airbag",Yes,Yes,Yes,Yes,7,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
761,Toyota,Fortuner,2.8 4X2 At,"Rs. 32,05,000",2755 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,12.55 km/litre,12.9 km/litre,12.9 km/litre,,1970 kg,5,220 mm,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540 mm,1540 mm,265/65R17,265/65R17,Electric Power,All Windows,,Smart Key,177PS@3400rpm,450Nm@1600-2400rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2745 mm,265/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,296 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2610 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,,7,15.6:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,Yes,,,,,
762,Toyota,Fortuner,2.8 4X2 Mt,"Rs. 30,19,000",2755 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,"12,55 km/litre",14.24 km/litre,14.24 km/litre,,1970 kg,5,220 mm,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540 mm,1540 mm,265/65R17,265/65R17,Electric Power,All Windows,,Smart Key,177PS@3400rpm,420Nm@1600-2400rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2745 mm,R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,296 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2610 kg,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag",Yes,Yes,Yes,,7,15.6:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,,Yes,,,Yes,,,,Yes,Yes,,,,,,,,
763,Toyota,Fortuner,2.8 4X4 Mt,"Rs. 32,16,000",2755 cc,4,4,4WD,In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,"12,55 km/litre",14.24 km/litre,14.24 km/litre,,,5,,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,,,265/60R18,265/60R18,Electric Power,All Windows,,Smart Key,177PS@3400rpm,420Nm@1600-2400rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2745 mm,R18,Yes,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2735 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,,7,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,,,,Yes,Yes,,,,,,,,
764,Toyota,Fortuner,2.8 4X4 At,"Rs. 33,95,000",2755 cc,4,4,4WD,In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,"12,55 km/litre",12.9 km/litre,12.9 km/litre,,,5,,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,,,265/60R18,265/60R18,Electric Power,All Windows,,Smart Key,177PS@3400rpm,450Nm@1600-2400rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2745 mm,R18,Yes,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2735 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,,7,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,Yes,,,,,
765,Toyota,Fortuner,2.7 4X2 At,"Rs. 29,77,000",2694 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Petrol,1835 mm,4795 mm,1855 mm,SUV,5,7.8 km/litre,10.26 km/litre,10.26 km/litre,,,5,,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,,,265/65R17,265/65R17,Electric Power,All Windows,,Smart Key,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2745 mm,R17,Yes,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2500 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,,7,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,Yes,,,,,
766,Toyota,Fortuner,2.7 4X2 Mt,"Rs. 28,18,000",2694 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Petrol,1835 mm,4795 mm,1855 mm,SUV,5,7.8 km/litre,10.01 km/litre,10.01 km/litre,,,5,,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,,,265/65R17,265/65R17,Electric Power,All Windows,,Smart Key,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2745 mm,R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2500 kg,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,,7,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,,Yes,,,Yes,,,,Yes,Yes,,,,,,,,
767,Toyota,Fortuner,Trd Celebratory Edition,"Rs. 34,20,000",2755 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,12.55 km/litre,12.9 km/litre,12.9 km/litre,,1970 kg,6,220 mm,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540 mm,1540 mm,265/65R18,265/65R18,Electric Power,All Windows,"Yes, with memory",Smart Key,177PS@3400rpm,450Nm@1600-2400rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2745 mm,265/65R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,296 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,Yes,"Eco, Sport",Yes,Yes,,,Yes,,,Yes,Yes,All Rows,2610 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,Yes,7,,"Rake, Reach",,3rd Row: One-touch Easy Space-Up with Recline,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,
768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,"Rs. 34,70,000",3198 cc,5,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1837 mm,4903 mm,1869 mm,SUV,5,7.7 km/litre,10.91 km/litre,10.91 km/litre,,2394 kg,6,225 mm,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",1560 mm,1564 mm,265 / 60 R18,265 / 60 R18,Hydraulic Power,All Windows,Yes,Smart Key,200PS@3000rpm,470Nm@1750-2500rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2850 mm,265 / 60 R18,Yes,3,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 2 Zone Climate Control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,"Rs. 32,33,000",2198 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1837 mm,4903 mm,1869 mm,SUV,5,9.3 km/litre,12.62 km/litre,12.62 km/litre,,2238 kg,6,225 mm,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",1560 mm,1564 mm,265/60R18,265/60R18,Hydraulic Power,All Windows,,Smart Key,160PS@3200rpm,385Nm@1600-2500rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2850 mm,265/60R18,Yes,3,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years /100000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 2 Zone Climate Control",,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,7,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
770,Ford,Endeavour,2.2L 4X2 Mt Titanium,"Rs. 29,20,000",2198 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80 litres,Diesel,1837 mm,4903 mm,1869 mm,SUV,5,9.3 km/litre,12.62 km/litre,12.62 km/litre,,2238 kg,6,225 mm,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",1560 mm,1564 mm,265/60R18,265/60R18,Hydraulic Power,All Windows,,Smart Key,160PS@3200rpm,385Nm@1600-2500rpm,Digital,Analog,Analog,2,7,Leather,Manual,2850 mm,265/60R18,Yes,3,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years /100000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 2 Zone Climate Control",,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
771,Mini,Cooper 3 Door,Cooper D,"Rs. 29,90,000",1496 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,44 litres,Diesel,1414 mm,3821 mm,1727 mm,Hatchback,3,,,21.15 km/litre,,1245 kg,6,,Ventilated Disc,Ventilated Disc,single joint spring-strut front axle,multiple control-arm rear axle,,,175/65 R15,175/65 R15,,Only Front Windows,Power seats,,116PS@4000rpm,270Nm@1750-2250rpm,,,Yes,,4,Leather,Automatic,,175/65 R15,,,CD Player with USB & Aux-in,,,2 years / Unlimited Kms,Yes,Internal,211 litres,,Yes,Yes,,,,,,,,Internal,,Automatic,Digital,Yes,,,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,"Rake, Reach",,,Rear sensors with camera,Yes,,,,,,Multifunction Steering Wheel,,,Electric Adjustment,,,,,,Yes,,,Yes,Yes,,,,Yes,Yes,,Yes,,,,,,
772,Mini,Cooper 3 Door,Cooper S,"Rs. 34,20,000",1998 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,44 litres,Petrol,1414 mm,3850 mm,1727 mm,Hatchback,3,,,15.75 km/litre,,1250 kg,6,,Ventilated Disc,Ventilated Disc,single joint spring-strut front axle,multiple control-arm rear axle,,,195/55R16,195/55R16,Electric Power,Only Front Windows,Power seats,,192PS@5000-6000rpm,280NM@1250-4600rpm,Yes,Analog,Yes,,5,Leather,Automatic,,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,Internal,211 litres,Yes,Yes,Yes,Digital,Yes,Yes,,,,Yes,Internal,Yes,Automatic,Digital,Yes,,,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,11:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,
773,Skoda,Kodiaq Scout,2.0 Tdi At,"Rs. 33,99,000",1968 cc,4,4,4WD,In-line,BS 6,"Front, Longitudinal",Injection,63 litres,Diesel,1665 mm,4697 mm,1882 mm,SUV,5,,,16.25 km/litre,,1799 kg,7,188 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",,,235 / 55 R18,235 / 55 R18,Electric Power,All Windows,,Remote,148 bhp @ 3500 rpm,340 Nm @ 1750 rpm,Analog,Digital,Analog,Yes,7,Leather,Automatic,2791 mm,,Yes,3,USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",270 litres,,Yes,Yes,Digital,Yes,Yes,Yes,,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 3 Zone climate control",Yes,Yes,Yes,,,,Sport,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,All Rows,,"Drive side airbag, Front passenger knee airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Driver head airbag, Front passenger head airbag",Yes,Yes,,Yes,9,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,,,,
774,Bmw,X1,Sdrive20D Expedition,"Rs. 35,20,000",1995 cc,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,51 litres,Diesel,1612 mm,4439 mm,2060 mm,"Crossover, SUV",5,18 km/litre,20.68 km/litre,20.68 km/litre,,,8,165 mm,Ventilated Disc,Ventilated Disc,Double joint strut front axle,multi-arm rear axle,1821 mm,1562 mm,225/55R17,225/55R17,Electric Power,All Windows,,Smart Key,190hp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag",Yes,Yes,Yes,Yes,6,16.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,
