"774","carminative","An herb or preparation intended to either prevent formation of gas in the gastrointestinal tract or facilitate the expulsion of said gas, thereby combatting flatulence.
",NULL
"775","casein-kinase-II inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"776","caspase-3 inducer","An apoptosis inducing agent that stimulates the activity of caspase-3, allowing it to interact with caspace-8 and caspace-9.
",NULL
"777","caspase-3 inhibitor",NULL,"A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases)."
"778","caspase-8 inducer","An apoptosis inducing agent that directly stimulates the activity of caspase-8, a member of the cysteine proteases, which are implicated in apoptosis and cytokine processing.
",NULL
"779","caspase-9 inhibitor",NULL,"A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases)."
"780","catabolic","A process, or reaction, that relesases energy which is used by anabolic reactions.
",NULL
"781","cataractagenic","An agent that induces the formation of cataracts.
",NULL
"782","catechol O-methyltransferase inhibitor",NULL,"An EC 2.1.1.* (methyltransferase) inhibitor that interferes with the action of catechol O-methyltransferase (EC 2.1.1.6)."
"783","catecholaminogenic","A chemical which functions to directly modulate the catecholamine systems in the body or brain. Examples include adrenergics and dopaminergics.
",NULL
"784","cathartic",NULL,"Any substance that accelerates defecation. Compare with laxatives, which are substances that ease defecation (usually by softening faeces). A substance can be both a laxative and a cathartic."
"785","cerebrodepressant","An agent, or drug, that has a sedating effect on the brain, reducing activity and alertness and, in some instances, causing a loss of consciousness.
",NULL
"786","cerebrophilic",NULL,NULL
"787","cerebroprotective","An agent or mechanism that alleviates or prevents certain conditions of the brain. An example is the autoregulation of cerebral blood flow aimed at improving neuronal survival in a changing environment. 
",NULL
"788","cerebrostimulant","An agent, or drug, that causes an increase in activity of the central nervous system, providing a temporary sense of alertness and well-being as well as relief from fatigue.
",NULL
"789","cerebrotonic","Relating to or resembling a personality type characterized by shyness, introspection, and emotional restraint, and often associated with an ectomorphic physique.
",NULL
"790","cerebrotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"791","cerumenolytic","An agent that softens serumen (earwax) for removal.
",NULL
"792","cestodicide","An agent that kills cestoda, parasitic flatworms, of the phylum Platyhelminthes.
",NULL
"793","cGMP inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"794","cGMP-phosphodiesterase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"795","chelator",NULL,"A ligand with two or more separate binding sites that can bind to a single metallic central atom, forming a chelate."
"796","chemopreventive",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"797","chemopreventive inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"798","chitinolytic","Of, pertaining to, or relating to the enzyme converting chitin (a polysaccharide) into chitobiose (a disaccharide).
",NULL
"799","chitosanolytic","An agent, or enzyme, that catalyzes breakdown of chitosan.
",NULL
"800","cholagogue","An agent that promotes the discharge of bile from the system, purging it downward.
",NULL
"801","choleretic","An agent, or substance, that increases the volume of secretion of bile from the liver as well as the amount of solids secreted.
",NULL
"802","cholesterolytic","An agent, or enzyme, that catalyzes breakdown of cholesterol.
",NULL
"803","choline-sparing","An agent that prevents the excretion of cholin in urine, a water-soluble nutrient grouped within the B-complex vitamins.
",NULL
"804","cholinergic",NULL,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
"805","chronotropic","An agent, or drug, that change the heart rate by affecting the nerves controlling the heart, or by changing the rhythm produced by the sinoatrial node.
",NULL
"806","cicatrizant","An agent that promotes healing through the formation of scar tissue. For example, sandalwood is a natural cicatrizant.
",NULL
"807","ciliotoxic","An agent that is toxic to the cilia in the lungs.
",NULL
"808","circulatory stimulant","An agent that increases blood flow to and from tissues and organs. Circulatory stimulants are an important part of holistic treatment helping the body to rectify imbalances by bringing nutrients to an area and taking away toxins.
",NULL
"809","circulotonic",NULL,NULL
"810","clastogenic","A mutagenic agent giving rise to or inducing disruption or breakages of chromosomes, leading to sections of the chromosome being deleted, added, or rearranged.
",NULL
"811","central nervous system active",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"812","central nervous system depressant",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"813","central nervous system inhibitor",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"814","central nervous system paralytic",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"815","central nervous system sedative",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"816","central nervous system stimulant",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"817","central nervous system toxic",NULL,"A poison that interferes with the functions of the nervous system."
"818","coagulant","An agent that causes blood or another liquid to coagulate.
",NULL
"819","cold preventive","An agent, drug or nutritional factor, that prevents development of cold symptoms, such as congestion or body aches. 
",NULL
"820","coleopterifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"821","coleoptophile","A substance able to kill or inhibit the activity of beetles. 
",NULL
"822","collagen-sparing",NULL,NULL
"823","collagenase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"824","collagenic","An agent that stimulates production of collage, the fibrous protein constituent of bone, cartilage, tendon, and other connective tissue.
",NULL
"825","collyrium","A lotion or liquid wash used as a cleanser for the eyes, particularly in diseases of the eye.
",NULL
"826","colorant",NULL,NULL
"827","comedogenic","An agent that causes blackheads by blocking the pores of the skin.
",NULL
"828","comedolytic","An agent that resolves comedones or prevents the formation of new comedones (skin-coloured, small bumps (papules) frequently found on the forehead and chin of those with acne).
",NULL
"829","congestant","An agent that causes congestion, which is the act of gathering into a heap or mass (accumulation).
",NULL
"830","contraceptive",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"831","controlled","The behaviour of which is supervised or regulated.
",NULL
"832","convulsant","An agent, or drug that induces convulsions and/or epileptic seizures, the opposite of an anticonvulsant. These drugs generally act as stimulants at low doses, but are not used for this purpose due to the risk of convulsions and consequent excitotoxicity.
",NULL
"833","copper antagonist",NULL,"Substance that attaches to and blocks cell receptors that normally bind naturally occurring substances."
"834","copper chelator",NULL,"A ligand with two or more separate binding sites that can bind to a single metallic central atom, forming a chelate."
"835","coronarydilator","An agent, or drug, that dilates the coronary vessels.
",NULL
"836","corrosive","A substance that destroys or damages other substances with which it comes into contact. It may attack a great variety of materials, including metals and various organic compounds, but people are mostly concerned with its effects on living tissue: it causes chemical burns on contact.
",NULL
"837","corticosterogenic","An agent that stimulates the production of corticosterone, a 21-carbon steroid hormone of the corticosteroid type produced in the cortex of the adrenal glands in rodents and other non-human animals.
",NULL
"838","cosmetic",NULL,"The role played by a substance in enhancing the appearance or odour of the human body; a name given to the substance itself or to a component of it."
"839","counterirritant","An agent that creates irritation or mild inflammation in one location with the goal of lessening discomfort and/or inflammation in another location.
",NULL
"840","cyclooxygenase-1 inhibitor",NULL,"A cyclooxygenase inhibitor that interferes with the action of cyclooxygenase 1."
"841","cyclooxygenase-2 inhibitor",NULL,"A cyclooxygenase inhibitor that interferes with the action of cyclooxygenase 2."
"842","crustacicide","An agent that kills organisms of the subphylum Crustacea.
",NULL
"843","culicide","An agent that destroys mosquitoes.
",NULL
"844","curare","A plant extract alkaloid poison that inhibits the nicotinic acetylcholine receptor (nAChR), which is a subtype of acetylcholine receptor found at the neuromuscular junction. This causes weakness of the skeletal muscles and, when administered in a sufficient dose, eventual death by asphyxiation due to paralysis of the diaphragm.
",NULL
"845","cyanogenic","An agent that stimulates producing hydrogen cyanide.
",NULL
"846","cyclin-B1 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"847","cyclin-D1 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"848","cyclooxygenase activator","An agent that stimulates the activity of cyclooxygenase, an enzyme that is responsible for formation of prostanoids, including prostaglandins such as prostacyclin and thromboxane.
",NULL
"849","cyclooxygenase inhibitor",NULL,"A compound or agent that combines with cyclooxygenases (EC 1.14.99.1) and thereby prevents its substrate-enzyme combination with arachidonic acid and the formation of icosanoids, prostaglandins, and thromboxanes."
"850","cytochrome-CYP1A1 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"851","cytochrome-P450-1A1 inhibitor",NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
"852","cytochrome-P450-1A2 inhibitor",NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
"853","cytochrome-P450-2E1 inhibitor",NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
"854","cytochrome-p450 inducer","An agent that stimulates the activity of cytochrome-p450 enzymes, hemoproteins that act for example as terminal oxidase enzymes in electron transfer chains.
",NULL
"855","cytochrome-P450 inhibitor",NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
"856","cytochrome-p488 inducer","An agent that stimulates the activity of cytochrome-p488 enzymes, isoenzymes of cytochrome-p450.
",NULL
"857","cytoprotective","An agent that protects cells from noxious chemicals or other stimuli.
",NULL
"858","cytostatic","An agent that inhibits cell growth.
",NULL
"859","cytotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"860","decalcifier","An agent, or solution, that has the ability to remove calcium or calcium compounds form a target, such as bones or teeth.
",NULL
"861","decarboxylase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"862","decongestant",NULL,"A drug used to relieve nasal congestion in the upper respiratory tract."
"863","degranulant","An agent that stimulates the loss or release of granules of a substance, typically as part of an immune reaction.
",NULL
"864","dehydrogenase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"865","deiodinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"866","deliriant","A class of hallucinogen that are unique in that, even with lower doses, they offer solid hallucinations which display themselves seamlessly into waking consciousness, similar to fully formed dreams or delusions.
",NULL
"867","delta9-desaturase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"868","demulcent","An agent that forms a soothing film over a mucous membrane, relieving minor pain and inflammation of the membrane.
",NULL
"869","dentifrice","An agent used along with a toothbrush to clean and polish natural teeth.
",NULL
"870","deodorant","A substance that removes or conceals unpleasant smells, especially bodily odors.
",NULL
"871","depigmentor","A pigment suppresing agent that has a lightening effect on skin.
",NULL
"872","depressant","An agent, or drug that lowers neurotransmission levels, which is to depress or reduce arousal or stimulation, in various areas of the brain.
",NULL
"873","depressor","A muscle whose contraction pulls down the part of the body to which it is attached, or a nerve whose stimulation results in a lowering of blood pressure.
",NULL
"874","dermal",NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
"875","dermatitigenic","An agent that causes inflammation of the skin (dermatitis).
",NULL
"876","desmutagenic","An agent, or compound, acting directly on a mutagen to decrease its mutagenicity.
",NULL
"877","detoxicant",NULL,"Any protective agent counteracting or neutralizing the action of poisons."
"878","diagnostic",NULL,"A substance administered to aid diagnosis of a disease."
"879","diaphoretic","An agent, or drug, that induces perspiration.
",NULL
"880","differentiator",NULL,NULL
"881","digestive","An agent that aids with digestion, the breakdown of food into smaller and smaller components which can be absorbed and assimilated into the body.
",NULL
"882","disinfectant",NULL,"An antimicrobial agent that is applied to non-living objects to destroy harmful microorganisms or to inhibit their activity."
"883","diuretic",NULL,"An agent that promotes the excretion of urine through its effects on kidney function."
"884","diabetic-macular-edema inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"885","DNA-active",NULL,NULL
"886","DNA-binder","An agent, or protein, that is composed of DNA-binding domains and thus has a specific or general affinity for either single or double stranded DNA.
",NULL
"887","DNA-protective","An agent, such as a herbal extract, that ameliorates or prevents DNA damage in an organism.
",NULL
"888","DOPA-decarboxylase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"889","dopamine-adenylate-cyclase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"890","dopamine blocker",NULL,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
"891","dopaminergic",NULL,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
"892","copaminigenic",NULL,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
"893","dye",NULL,NULL
"894","ecbolic","An agent that induces contractions of the uterus leading to expulsion of a fetus.
",NULL
"895","ectoparasiticide",NULL,NULL
"896","edemagenic","An agent that elicits edema by causing capillary damage but not the cellular response of true inflammation.
",NULL
"897","elastase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"898","embryotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"899","emetic","An agent that causes vomiting.
",NULL
"900","emmenagogue","An agent, or herb, that stimulates blood flow in the pelvic area and uterus; some stimulate menstruation.
",NULL
"901","emollient","An agent that softens or soothes the skin.
",NULL
"902","encephalopathic","An agent that causes a disorder or disease of the brain.
",NULL
"903","endocrinactive","A sunstance that interacts or interferes with normal hormonal action. When this leads to adverse effects, these substances are called endocrine disruptors.
",NULL
"904","endorphinogenic","A substance that induces locus coeruleus hyperactivity, causing an increase in norepinephrine release and activity.
",NULL
"905","energizer","An agent that supplies energy, typically kinetic, to another.
",NULL
"906","enterocontractant","An agent that stimulates muscle contractions of the intestine.
",NULL
"907","enteromotility enhancer","An agent that stimulates movement of food through the intestine.
",NULL
"908","enterorelaxant","An agent that reduces or inhibits the movement of muscles of the intestine.
",NULL
"909","enterotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"910","epidermal stimulant","An agent that stimulates renewal of the epidermis, used to ameliorate wrinkles or other aging effects.
",NULL
"911","epileptigenic","An agnet that causes an epileptic attack.
",NULL
"912","epinephrininergic",NULL,NULL
"913","estrogen receptor beta binder",NULL,"A substance that possess antiestrogenic actions but can also produce estrogenic effects as well. It acts as complete or partial agonist or as antagonist. It can be either steroidal or nonsteroidal in structure."
"914","ergogenic","An agent that enhances athletic performance or facilitate physical exercise. Examples are performance-enhancing drugs, mechanical aids, physiological aids, nutritional aids (sports supplements), and psychological aids.
",NULL
"915","ergotamine enhancer","An agent that stimulates production of ergotamine, a fungal secondary metabolite that also has biological activity as a vasoconstrictor.
",NULL
"916","ERK1 inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"917","ERK2 inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"918","erythrocytogenic",NULL,NULL
"919","erythrocytolytic","An agent that destroys red blood cells, by hemolysin activity.
",NULL
"920","essential","An agent, substance, or compound, that is absolutely necessary for a certain mechanism or condition.
",NULL
"921","estrogen agonist",NULL,"An agonist at the estrogen receptor."
"922","estrogenic","An agent that has an action similar to that of an estrogen.
",NULL
"923","ethanolytic","Lytic effect of ethanol on target cells, for instance by disrupting cell wall peptidoglycan of Escherichia coli.
",NULL
"924","euphoriant","An agent, or drug, that produces a feeling of euphoria.
",NULL
"925","expectorant",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"926","fatal","An agent, or condition, that causes death.
",NULL
"927","febrifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"928","feline attractant","An odorant that has an effect on cat behavior. A cat presented with a cat attractant may roll in it, paw at it, or chew on the source of the smell.
",NULL
"929","FEMA",NULL,NULL
"930","ferulosys-genic",NULL,NULL
"931","fetotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"932","fibrinolytic","An agent that breaks down blood clots, naturally occuring or disease caused.
",NULL
"933","fistula preventive",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"934","flatugenic","An agent that induces flatulence, or accumulation of gas in the digestive system.
",NULL
"935","flatulent","Related to or causing an accumulation of gas in the alimentary canal.
",NULL
"936","flavor",NULL,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell."
"937","floral inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"938","FPTase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"939","fumigant",NULL,"A volatile or volatilizable chemical compound utilized for control of pests in buildings, soil, grain, as well as during processing of goods to be imported or exported to prevent transfer of exotic organisms."
"940","fungicide",NULL,"A substance used to destroy fungal pests."
"941","fungiphilic",NULL,NULL
"942","fungistat","A substance that inhibits the growth of fungi.
",NULL
"943","fungitoxic",NULL,"A substance used to destroy fungal pests."
"944","GABA antagonist",NULL,"A substance, such as agonists, antagonists, degradation or uptake inhibitors, depleters, precursors, and modulators of receptor function, used for its pharmacological actions on GABAergic systems."
"945","GABA nergic",NULL,"A substance, such as agonists, antagonists, degradation or uptake inhibitors, depleters, precursors, and modulators of receptor function, used for its pharmacological actions on GABAergic systems."
"946","gastroirritant","Food that causes irritation to the stomach lining.
",NULL
"947","gastroprotective",NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
"948","gastrosedative",NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
"949","gastrostimulant",NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
"950","genotoxic",NULL,"A role played by a chemical compound to induce direct or indirect DNA damage. Such damage can potentially lead to the formation of a malignant tumour, but DNA damage does not lead inevitably to the creation of cancerous cells."
"951","glaucomagenic","An agent that casues formation of glaucoma, a condition associated with damage of the optic nerve due to buildup of pressure inside the eye.
",NULL
"952","glucogonogenic",NULL,NULL
"953","glucosyl-transferase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"954","glutathionalytic",NULL,NULL
"955","glutathione depleting",NULL,"A compound which causes a reduction in the levels of glutathione in cells."
"956","glutathione-sparing",NULL,NULL
"957","glutathionergic","The effect of glutathione activates nuptial behavior, spawning, and electrophysiological activity, for instance in Nereis succinea.
",NULL
"958","glutathionigenic","An agent that stimulates glutathione synthesis.
",NULL
"959","goitrogenic","The effect of goitrogens on the thyroid gland. Goitrogens are substances (whether in drugs, chemicals, or foods) that disrupt the production of thyroid hormones by interfering with iodine uptake in the thyroid gland. This triggers the pituitary to release TSH, which then promotes the growth of thyroid tissue, eventually leading to goiter.
",NULL
"960","gonadotrophic",NULL,NULL
"961","gonadotropic","An agent that affects the development or activity of the ovary or testis.
",NULL
"962","Gram(+)icide",NULL,"A substance that kills or slows the growth of bacteria."
"963","Gram(-)icide",NULL,"A substance that kills or slows the growth of bacteria."
"964","glutathione-S-transferase inducer","An agent that stimulates the activity of glutathione S-transferase enzymes.
",NULL
"965","glucuronosyltransferase inducer","An agent that stimulates the activity of glucuronosyltransferase, an enzyme that catalyzes the transfer of the glucuronic acid component of UDP-glucuronic acid to a small hydrophobic molecule,  a glucuronidation reaction.
",NULL
"966","GPTase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"967","hallucinogen",NULL,"Drugs capable of inducing illusions, hallucinations, delusions, paranoid ideations and other alterations of mood and thinking."
"968","hallucinogenic","An agent that causes hallucinations, perception anomalies, and other substantial subjective changes in thoughts, emotion, and consciousness.
",NULL
"969","HDL-genic","An agent that stimulates production of HDL, or 'good cholesterol'.
",NULL
"970","hematopoietic","Pertaining to hematopoiesis, the production of all types of blood cells.
",NULL
"971","heme-sparing",NULL,NULL
"972","hemoglobin inducer","An agent that stimulates production of hemoglobin.
",NULL
"973","hemolytic","An agent that ruptures red blood cells.
",NULL
"974","hemopoietic","An agent that induces formation of red blood cells.
",NULL
"975","hemorrhagic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"976","hemostat","An agent that controls bleeding.
",NULL
"977","hemostatic","An agent that arrests the flow of blood within the vessels.
",NULL
"978","hepatocarcinogenic",NULL,"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
"979","hepatomagenic","Related to, or causing, abnormal growth of liver tissue or cancer.
",NULL
"980","hepatomegalic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"981","hepatoprotective",NULL,"Any compound that is able to prevent damage to the liver."
"982","hepatoregenerative",NULL,"Any compound that is able to prevent damage to the liver."
"983","hepatotonic",NULL,NULL
"984","hepatotoxic",NULL,"A role played by a chemical compound exihibiting itself through the ability to induce damage to the liver in animals."
"985","hepatotropic","An agent that has a special affinity for or exerting a specific effect on the liver.
",NULL
"986","herbicide",NULL,"A substance used to destroy plant pests."
"987","herbistat","A herbal preparation used for skin ailments, such as cuts, bites or infections.
",NULL
"988","herpetifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"989","HIF-1alpha inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"990","hirudicide","An agent destructive to leeches.
",NULL
"991","histamine inhibitor",NULL,"Histamine antagonists are the drugs that bind to but do not activate histamine receptors, thereby blocking the actions of histamine or histamine agonists."
"992","histaminic","Pertaining to histamines,  physiologically active amines found in plant and animal tissue and released from mast cells as part of an allergic reaction in humans. They stimulates gastric secretion and cause dilation of capillaries, constriction of bronchial smooth muscle, and decreased blood pressure.
",NULL
"993","histidine-kinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"994","HIV-reverse-transcriptase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"995","hormonal",NULL,"Originally referring to an endogenous compound that is formed in specialized organ or group of cells and carried to another organ or group of cells, in the same organism, upon which it has a specific regulatory function, the term is now commonly used to include non-endogenous, semi-synthetic and fully synthetic analogues of such compounds."
"996","hormone",NULL,"Originally referring to an endogenous compound that is formed in specialized organ or group of cells and carried to another organ or group of cells, in the same organism, upon which it has a specific regulatory function, the term is now commonly used to include non-endogenous, semi-synthetic and fully synthetic analogues of such compounds."
"997","humectant",NULL,"A humectant that is used as a food additive to prevent foodstuffs from drying out."
"998","hyaluronidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"999","hydrocholerectic",NULL,NULL
"1000","hydrogen-peroxide inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1001","hydroperoxidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1002","hypercalcuric",NULL,NULL
"1003","hypercholesterolemic","Pertaining to, or having the condition hypercholesterolemia, the presence of excessive cholesterol in the blood.
",NULL
"1004","hyperemic","An agent that increases the quantity of blood flow to a body part (engorgement)
",NULL
"1005","hyperglycemic",NULL,"A drug which increases the blood glucose level."
"1006","hyperpyrexic","Pertaining to, or having, extremely high fever.
",NULL
"1007","hypertensive","Pertaining to, or having, high blood pressure, or arterial hypertension.
",NULL
"1008","hyperthermic","Pertaining to, or having, unusually high body temperature.
",NULL
"1009","hyperthyroid","A disorder in which the thyroid gland makes and releases more thyroid hormone than the body needs.
",NULL
"1010","hypertrichotic","Pertaining to, or having, abnormal amount of hair growth over the body.
",NULL
"1011","hyperuricemic","An agent that increases uric acid levels in the blood.
",NULL
"1012","hypnotic","An agent, such as a psychoactive drug, that induces sleep and is used in the treatment of insomnia (sleeplessness), or surgical anesthesia.
",NULL
"1013","hypoammonemic","Pertaining to, or having, abnormally high levels of ammonia in the blood, a dangerous condition that may lead to encephalopathy and death.
",NULL
"1014","hypoarginanemic",NULL,NULL
"1015","hypocalcemic","Pertaining to, or having, low serum calcium levels in the blood.
",NULL
"1016","hypocholesterolemic","Pertaining to, or having, abnormally low levels of cholesterol in the blood.
",NULL
"1017","hypoglycemic",NULL,"A drug which lowers the blood glucose level."
"1018","hypokalemic","Pertaining to, or having, abnormally low potassium levels in the blood.
",NULL
"1019","hypolipemic","An agent, or drug, used to treat hyperlipidemias by lowering lipid levels.
",NULL
"1020","hypolipidemic","An agent, or drug, used to treat hyperlipidemias by lowering lipid levels.
",NULL
"1021","hypotensive","Pertaining to, or having, abnormally low blood pressure.
",NULL
"1022","hypothalmic depressant","An agent that reduces hypothalamus activity, the portion of the brain that controls activity of the pituitary gland.
",NULL
"1023","hypothermic","Pertaining to, or having, abnormally low body temperature.
",NULL
"1024","hypotriglyceridemic","Pertaining to, or having, abnormally low levels of triglycerides in the blood.
",NULL
"1025","hypouricemic","Pertaining to, or having, abnormally low levels of uric acid in the blood.
",NULL
"1026","ICAM-1 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1027","I-kappa-B-alpha-phosphorylation inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1028","IKB-kinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1029","IKK inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1030","ileorelaxant","An agent that reduces the muscular action of the ileum.
",NULL
"1031","immunomodulator",NULL,"Biologically active substance whose activity affects or plays a role in the functioning of the immune system."
"1032","immunostimulant",NULL,"A substance that augments, stimulates, activates, potentiates, or modulates the immune response at either the cellular or humoral level. A classical agent (Freund's adjuvant, BCG, Corynebacterium parvum, et al.) contains bacterial antigens. It could also be endogenous (e.g., histamine, interferon, transfer factor, tuftsin, interleukin-1). Its mode of action is either non-specific, resulting in increased immune responsiveness to a wide variety of antigens, or antigen-specific, i.e., affecting a restricted type of immune response to a narrow group of antigens. The therapeutic efficacy is related to its antigen-specific immunoadjuvanticity."
"1033","immunosuppressant",NULL,"An agent that suppresses immune function by one of several mechanisms of action. Classical cytotoxic immunosuppressants act by inhibiting DNA synthesis. Others may act through activation of T-cells or by inhibiting the activation of helper cells. In addition, an immunosuppressive agent is a role played by a compound which is exhibited by a capability to diminish the extent and/or voracity of an immune response."
"1034","inflammatory","An agent that causes inflammation of a part of the body.
",NULL
"1035","inhalant","A substance whose volatile vapors or gases are taken in via the nose and trachea.
",NULL
"1036","iNOS inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1037","inotropic","An agent that alters the force or energy of muscular contractions. Negatively inotropic agents weaken the force of muscular contractions. Positively inotropic agents increase the strength of muscular contraction.
",NULL
"1038","insect attractant",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
"1039","insect repellent",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
"1040","insecticide",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
"1041","insectifuge",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
