,price,space,room,bedroom,furniture,latitude,longitude,city_area,floor,max_floor,apartment_type,renovation_type,balcony
18770,461300,130.0,4,3,0,41.7210455,44.7405122,Saburtalo District,5,7,new,newly renovated,1
18771,560200,100.0,3,2,0,41.6980665,44.7951792,Mtatsminda District,4,8,new,newly renovated,1
18772,494300,140.0,5,4,0,41.6964053,44.7938526,Mtatsminda District,2,3,old,old renovation,0
18773,339400,102.0,3,2,0,41.725203,44.7425619,Saburtalo District,13,14,new,newly renovated,1
18774,444800,169.0,8,4,0,41.7266037,44.729069,Saburtalo District,10,10,new,black frame,1
18775,570100,98.0,3,2,0,41.6527711,44.738453,Mtatsminda District,2,4,new,white frame,1
18776,197700,79.0,3,2,0,41.7659669,44.7925615,Nadzaladevi District,13,14,new,newly renovated,1
18777,856700,160.0,4,3,1,41.6964053,44.7938526,Mtatsminda District,3,4,new,newly renovated,1
18778,494300,160.0,4,3,0,41.7224121,44.7720785,Saburtalo District,17,19,new,white frame,0
18779,327900,100.0,3,2,0,41.7013668,44.7687247,Vake District,7,18,new,newly renovated,1
18780,550300,101.0,3,2,0,41.6964053,44.7938526,Mtatsminda District,4,8,new,newly renovated,1
18781,204300,78.0,3,1,1,41.7659669,44.7925615,Nadzaladevi District,14,15,new,newly renovated,1
18782,378900,100.0,3,2,1,41.7266037,44.729069,Saburtalo District,11,12,new,newly renovated,0
18783,121900,40.0,2,1,0,41.7954972,44.8190233,Gldani District,19,19,new,newly renovated,1
18784,197700,53.0,2,1,0,41.7093734,44.7698209,Vake District,2,10,old,not renovated,1
18786,227400,65.0,3,2,1,41.7687623,44.724123229951,Saburtalo District,3,8,new,newly renovated,1
18787,181200,75.0,2,1,1,41.7874621,44.749969,Saburtalo District,14,15,new,newly renovated,0
18788,692000,200.0,5,4,1,41.7181662,44.7807554,Saburtalo District,2,15,new,newly renovated,1
18789,116000,42.0,2,1,0,41.7954972,44.8190233,Gldani District,15,19,new,newly renovated,1
18791,164800,60.0,3,2,1,41.7032135,44.8748997,Samgori District,7,9,old,newly renovated,1
18793,196400,52.0,2,1,0,41.716068,44.7854635,Saburtalo District,2,11,new,newly renovated,1
18794,180000,63.0,2,1,0,41.7211627,44.7805689,Saburtalo District,11,15,new,white frame,1
18795,62600,40.0,2,1,0,41.8001695,44.819904847158,Gldani District,6,6,construction,white frame,1
18796,131800,37.0,1,1,1,41.7224121,44.7720785,Saburtalo District,1,8,old,newly renovated,1
18797,160000,44.0,3,2,1,41.73188365,44.836876299366,Other,10,15,new,newly renovated,1
18798,208900,76.0,3,2,0,41.73188365,44.836876299366,Other,13,13,new,newly renovated,1
18799,148300,67.0,3,2,0,41.7874621,44.749969,Saburtalo District,6,10,new,newly renovated,1
18800,280100,80.0,3,2,0,41.73188365,44.836876299366,Other,1,2,old,newly renovated,1
18801,491000,170.0,4,3,1,41.7081011,44.7696196,Vake District,3,12,new,newly renovated,1
18802,148300,70.0,3,2,1,41.6455918,44.9243041,Krtsanisi District,13,16,old,newly renovated,0
18803,362500,136.9,5,4,0,41.7206004,44.7232035,Saburtalo District,7,9,old,old renovation,1
18805,171300,120.0,4,3,0,41.7076296,44.85112081191,Isani District,6,9,old,under renovation,1
18806,280100,95.4,3,2,0,41.73188365,44.836876299366,Other,2,8,new,newly renovated,1
18807,151600,120.0,4,3,0,41.70693255,44.877083016785,Samgori District,9,9,old,old renovation,1
18809,204300,110.0,4,3,0,41.73188365,44.836876299366,Other,9,10,old,newly renovated,1
18810,306400,150.0,5,2,1,41.7364242,44.7822534,Didube District,5,6,old,newly renovated,1
18811,151600,100.0,5,3,0,41.7032135,44.8748997,Samgori District,1,9,old,old renovation,1
18812,94900,58.0,2,1,0,41.7903068,44.7593516,Saburtalo District,15,19,new,black frame,0
18813,135100,69.0,2,1,0,41.73188365,44.836876299366,Other,2,6,new,white frame,1
18814,250400,77.0,3,2,1,41.73188365,44.836876299366,Other,3,8,new,newly renovated,1
18815,204300,62.0,3,2,0,41.7245209,44.7537885,Saburtalo District,4,5,new,newly renovated,1
18816,158200,75.0,3,2,0,41.7033159,44.8488913,Isani District,4,12,new,newly renovated,1
18817,80700,36.0,1,1,0,41.7080349,44.8590477,Samgori District,1,9,new,newly renovated,1
18818,263600,112.0,4,3,0,41.73188365,44.836876299366,Other,5,9,new,newly renovated,1
18819,164800,114.9,5,4,0,41.7034618,44.8498781,Isani District,5,10,old,old renovation,1
18820,316300,89.0,3,2,1,41.8107667,44.7763943,Saburtalo District,3,5,new,newly renovated,1
18821,263600,62.0,2,1,1,41.722811,44.7509454,Saburtalo District,18,21,new,newly renovated,1
18822,116000,64.0,3,2,0,41.696096,44.860788,Isani District,12,13,new,white frame,1
18823,181200,62.0,2,1,1,41.73188365,44.836876299366,Other,13,15,new,newly renovated,1
18824,168100,80.0,3,2,1,41.7266037,44.729069,Saburtalo District,4,4,old,old renovation,1
18826,210600,142.0,4,3,0,41.696096,44.860788,Isani District,13,13,new,black frame,0
18828,171300,80.0,4,3,0,41.7080349,44.8590477,Samgori District,2,14,new,under renovation,1
18830,191100,52.0,2,1,1,41.7191786,44.7804324,Saburtalo District,3,8,new,newly renovated,1
18831,181200,62.0,3,2,1,41.73722165,44.718246205183,Vake District,3,5,new,newly renovated,1
18832,171300,64.9,3,2,0,41.6950867,44.8040121,Krtsanisi District,1,3,old,newly renovated,0
18834,560200,100.0,3,2,1,41.7245209,44.7537885,Saburtalo District,14,14,new,newly renovated,1
18835,105400,55.0,2,1,0,41.7058381,44.8528927,Isani District,2,7,new,green frame,1
18836,250300,82.0,3,2,1,41.7260323,44.7995087,Nadzaladevi District,20,22,new,newly renovated,1
18837,141700,62.0,3,2,1,41.786362296515,44.765082749205,Saburtalo District,8,10,new,newly renovated,1
18838,164800,67.0,3,2,0,41.74434,44.7742761,Didube District,9,15,new,newly renovated,1
18839,121900,53.0,2,1,0,41.7058381,44.8528927,Isani District,4,10,new,newly renovated,1
18840,171300,65.0,3,2,1,41.7757895,44.7950346,Nadzaladevi District,11,15,new,newly renovated,1
18841,72500,37.0,2,1,0,41.7058381,44.8528927,Isani District,7,12,new,newly renovated,1
18843,161500,110.0,4,3,0,41.7076296,44.85112081191,Isani District,6,9,old,old renovation,1
18844,171300,78.0,3,2,1,41.7753895,44.8118287,Nadzaladevi District,3,9,old,newly renovated,1
18845,164800,78.0,4,3,0,41.73188365,44.836876299366,Other,14,16,old,newly renovated,1
18846,220800,121.0,3,0,0,41.69230965,44.821541073305,Isani District,2,15,new,white frame,0
18847,210900,53.0,2,1,0,41.7098352,44.7730487,Vake District,5,17,new,white frame,1
18848,229800,84.0,3,2,0,41.7260323,44.7995087,Nadzaladevi District,2,10,new,newly renovated,1
18850,98900,45.0,2,1,1,41.7058381,44.8528927,Isani District,8,12,new,newly renovated,1
18851,118600,58.0,2,1,1,41.7033159,44.8488913,Isani District,2,11,new,newly renovated,1
18852,240500,80.0,3,2,1,41.7259992,44.7860003,Didube District,5,10,new,newly renovated,1
18853,108700,50.61,2,1,0,41.7679459,44.7677435,Saburtalo District,4,14,new,black frame,1
18854,118600,50.0,2,1,1,41.73188365,44.836876299366,Other,8,19,new,newly renovated,1
18855,131800,40.6,1,1,0,41.73188365,44.836876299366,Other,2,9,old,not renovated,1
18856,856700,190.0,4,3,0,41.711611,44.7674857,Vake District,3,5,new,newly renovated,1
18857,240500,140.0,4,3,0,41.7903068,44.7593516,Saburtalo District,6,17,new,black frame,1
18858,263600,142.0,5,0,0,41.73188365,44.836876299366,Other,3,3,old,not renovated,0
18860,148300,90.0,2,1,0,41.7149442,44.7709219,Saburtalo District,1,11,old,white frame,1
18861,87300,70.0,3,2,1,41.73188365,44.836876299366,Other,4,4,old,newly renovated,0
18862,181200,80.0,2,1,1,41.6883397,44.8325599,Isani District,7,9,old,newly renovated,1
18863,123200,43.0,2,1,1,41.7679459,44.7677435,Saburtalo District,1,9,new,newly renovated,0
18866,235000,66.0,3,2,0,41.7312785,44.7300573,Vake District,9,10,new,newly renovated,1
18867,154900,46.0,2,1,1,41.7245209,44.7537885,Saburtalo District,3,5,new,newly renovated,1
18868,193000,53.0,2,1,1,41.7211627,44.7805689,Saburtalo District,9,14,new,newly renovated,1
18869,185600,73.0,3,2,1,41.7927141,44.7611428,Saburtalo District,12,17,new,newly renovated,1
18870,1153300,148.0,4,3,1,41.7128785,44.7500766,Vake District,15,23,new,newly renovated,1
18871,118400,32.0,1,1,1,41.718592,44.7376328,Saburtalo District,4,12,new,newly renovated,1
18872,649100,160.0,4,3,0,41.7067238,44.7817239,Mtatsminda District,4,10,new,newly renovated,1
18874,184500,51.0,2,1,1,41.7245209,44.7537885,Saburtalo District,7,10,new,newly renovated,1
18875,185300,71.0,3,2,0,41.6883397,44.8325599,Isani District,13,19,new,white frame,1
18878,69200,30.0,1,1,1,41.7085063,44.8062424,Chugureti District,1,3,old,old renovation,0
18879,65900,64.0,3,2,1,41.7547729,44.7642352,Saburtalo District,5,13,new,newly renovated,1
18881,138400,44.0,2,1,1,41.7903068,44.7593516,Saburtalo District,15,18,new,newly renovated,1
18882,90600,48.0,2,1,0,41.686343426803,44.871864365549,Samgori District,3,4,old,not renovated,0
18883,149900,57.0,2,1,1,41.7874621,44.749969,Saburtalo District,11,19,new,newly renovated,1
18884,181200,56.0,3,2,1,41.73406513509636,44.77649071709101,Saburtalo District,13,14,new,newly renovated,1
18886,154900,65.0,3,2,1,41.6988174,44.8818285,Samgori District,3,12,new,newly renovated,1
18887,85700,35.46,1,0,1,41.6761108,44.8481344,Isani District,2,8,old,old renovation,1
18888,110400,48.0,2,1,0,41.7903068,44.7593516,Saburtalo District,2,5,new,newly renovated,1
18889,120300,53.0,2,1,0,41.73188365,44.836876299366,Other,4,10,new,newly renovated,0
18890,152600,65.0,2,1,1,41.7918749,44.7553665,Saburtalo District,8,9,new,newly renovated,1
18892,148300,60.0,2,1,0,41.79228605,44.810649013864,Gldani District,1,9,old,newly renovated,0
18893,170400,75.0,3,2,0,41.7659669,44.7925615,Nadzaladevi District,8,8,old,newly renovated,1
18894,187800,99.0,4,3,1,41.7613081,44.789730120431,Nadzaladevi District,3,9,old,old renovation,1
18896,113700,43.0,2,1,0,41.724082383963,44.706905387853,Saburtalo District,1,16,new,newly renovated,1
18897,790800,80.0,3,2,1,41.6964053,44.7938526,Mtatsminda District,5,12,new,newly renovated,1
18898,181200,72.0,3,2,0,41.6988174,44.8818285,Samgori District,5,9,new,newly renovated,1
18899,169700,69.0,2,1,1,41.7918749,44.7553665,Saburtalo District,7,10,new,newly renovated,1
18900,214200,83.0,3,2,0,41.726797801,44.774016627908,Saburtalo District,19,22,new,white frame,1
18901,234000,71.0,2,1,0,41.71222913202,44.762778233304,Vake District,6,22,new,white frame,1
18902,158200,119.0,4,3,1,41.7006443,44.93829711282,Samgori District,8,9,old,old renovation,1
18907,243700,86.7,3,2,0,41.7331648,44.7411031,Saburtalo District,12,13,new,green frame,1
18908,237200,96.0,3,0,1,41.73188365,44.836876299366,Other,3,11,new,newly renovated,1
18912,929200,120.0,4,3,1,41.7093734,44.7698209,Vake District,4,8,new,newly renovated,1
18913,93900,40.0,2,1,0,41.79346875,44.822745752323,Gldani District,13,19,new,green frame,1
18915,121900,45.0,2,1,0,41.7903068,44.7593516,Saburtalo District,10,11,new,newly renovated,1
18916,201000,72.0,3,2,0,41.7903068,44.7593516,Saburtalo District,11,16,new,newly renovated,1
18917,280100,77.0,3,2,1,41.7103615,44.7284963,Vake District,6,7,new,newly renovated,1
18918,296600,90.0,3,2,0,41.7245209,44.7537885,Saburtalo District,17,12,new,newly renovated,1
18920,537100,122.0,4,3,0,41.722811,44.7509454,Saburtalo District,11,21,new,newly renovated,1
18921,230700,130.0,4,2,0,41.7124996,44.7951604,Chugureti District,1,1,old,not renovated,1
18922,560200,108.0,5,3,0,41.688671,44.8106334,Krtsanisi District,3,3,old,not renovated,0
18924,197700,87.0,3,2,1,41.7800031,44.7642712,Saburtalo District,4,8,new,newly renovated,1
18925,158200,82.0,3,1,1,41.765867415483,44.860032201476,Other,2,8,old,not renovated,1
18927,64300,37.0,2,1,0,41.71827602382905,44.80598200295236,Nadzaladevi District,1,1,old,not renovated,1
18928,77400,39.0,1,1,1,41.6847024,44.8546818,Isani District,2,5,old,old renovation,1
18929,224100,90.0,3,2,1,41.7335333,44.798583,Nadzaladevi District,2,12,old,newly renovated,1
18930,192800,41.0,2,1,0,41.7245209,44.7537885,Saburtalo District,2,21,new,newly renovated,0
18931,202600,75.0,4,2,0,41.7245209,44.7537885,Saburtalo District,4,8,old,newly renovated,0
18933,204300,56.0,2,1,0,41.7306873,44.7521294,Saburtalo District,4,12,new,newly renovated,1
18934,583200,141.0,4,3,1,41.7224121,44.7720785,Saburtalo District,4,16,new,newly renovated,1
18935,178000,74.0,4,2,0,41.7613081,44.789730120431,Nadzaladevi District,4,9,old,old renovation,1
18937,176300,87.5,3,2,0,41.734162,44.7646718,Saburtalo District,3,5,new,white frame,1
18939,141700,73.0,3,2,1,41.7918749,44.7553665,Saburtalo District,9,11,new,newly renovated,1
18940,220800,62.0,2,1,1,41.7341813,44.728036935007,Vake District,5,12,new,newly renovated,1
18943,194400,79.0,2,1,1,41.7271321,44.7880765,Didube District,12,14,new,old renovation,1
18944,268900,72.21,2,1,0,41.7081011,44.7696196,Vake District,2,16,new,white frame,0
18945,131400,35.3,2,1,0,41.7081011,44.7696196,Vake District,2,16,new,white frame,0
18946,199300,109.0,4,3,0,41.8040628,44.815517,Gldani District,5,12,new,not renovated,1
18948,395400,160.0,5,3,1,41.707897,44.731694452423,Vake District,4,9,old,newly renovated,1
18950,90600,41.0,2,1,1,41.547067186873,45.05309197541,Samgori District,8,8,new,newly renovated,1
18951,214200,62.0,2,1,1,41.7228736,44.7328958,Saburtalo District,2,16,new,newly renovated,1
18956,988500,150.0,5,3,1,41.7022129,44.7856469,Mtatsminda District,4,5,old,newly renovated,1
18957,494300,106.0,3,2,1,41.6964053,44.7938526,Mtatsminda District,4,5,old,newly renovated,1
18958,121900,52.0,2,1,0,41.7891648,44.7414596,Saburtalo District,8,8,new,newly renovated,1
18961,131100,39.2,1,1,0,41.7357001,44.77002,Saburtalo District,5,10,new,newly renovated,1
18962,174600,120.0,4,2,0,41.7963683,44.814584498768,Gldani District,3,2,old,newly renovated,0
18963,138400,78.0,3,2,1,41.7245209,44.7537885,Saburtalo District,8,15,old,old renovation,1
18965,118600,45.0,2,1,0,41.7903068,44.7593516,Saburtalo District,4,10,new,newly renovated,1
18966,115300,58.0,3,2,0,41.7903068,44.7593516,Saburtalo District,8,9,new,black frame,1
18967,164800,60.0,3,2,1,41.785696245874874,44.742941028708344,Saburtalo District,6,5,new,newly renovated,1
18968,243300,98.0,3,2,0,,,Didube District,9,14,new,old renovation,1
18969,308800,117.0,3,2,0,41.7249652,44.7765248,Saburtalo District,11,17,new,black frame,1
18971,97200,64.0,2,1,0,41.6921919,44.837163856355,Isani District,1,9,old,old renovation,1
18972,181200,69.0,3,2,0,41.7245209,44.7537885,Saburtalo District,4,5,old,newly renovated,1
18973,315000,75.31,2,1,1,41.7103768,44.7914041,Chugureti District,5,16,new,newly renovated,1
18974,210000,118.0,4,3,0,41.70992581664717,44.79749681217447,Vake District,8,9,old,old renovation,0
18975,191100,57.0,2,1,1,41.7245209,44.7537885,Saburtalo District,5,10,new,newly renovated,1
18976,102800,34.31,2,1,0,41.7903068,44.7593516,Saburtalo District,4,16,new,newly renovated,1
18977,336100,85.21,3,2,1,41.7145595,44.7634771,Vake District,2,19,new,newly renovated,1
18980,140000,85.0,3,2,1,41.7903068,44.7593516,Saburtalo District,1,10,new,newly renovated,0
18981,270200,75.0,3,2,1,41.7357001,44.77002,Saburtalo District,2,9,new,newly renovated,1
18982,45000,56.2,2,1,0,42.045693373335,45.351566005227,Isani District,4,19,construction,green frame,1
18984,487700,250.02,7,3,1,41.7341813,44.728036935007,Vake District,2,3,new,newly renovated,1
18985,227400,76.31,3,2,1,41.6828831,44.8238154,Krtsanisi District,12,16,new,newly renovated,1
18986,199000,100.0,4,3,0,41.7432797,44.777228,Didube District,6,8,old,newly renovated,1
18987,260300,115.0,4,4,1,41.71418233811,44.772138517526,Saburtalo District,9,10,old,newly renovated,1
18988,338400,125.0,4,3,0,41.7679459,44.7677435,Saburtalo District,5,13,new,newly renovated,1
18990,123600,41.0,2,1,1,41.6944723,44.7958634,Mtatsminda District,1,4,old,newly renovated,0
18991,171300,65.01,3,2,1,41.7541679,44.7694115,Saburtalo District,3,10,new,newly renovated,1
18993,280100,87.01,3,2,0,41.7223038,44.78088,Saburtalo District,14,18,new,white frame,1
18994,211700,73.0,3,2,0,41.790179029271144,44.75978240949357,Saburtalo District,7,21,new,newly renovated,1
19002,1878200,260.0,5,4,0,41.6508214,44.7532693,Mtatsminda District,11,12,new,white frame,1
19003,362500,87.0,3,2,0,41.7081011,44.7696196,Vake District,8,9,new,newly renovated,1
19004,227100,70.0,3,2,1,41.750306855226,44.745784095767,Didube District,11,16,old,newly renovated,1
19005,207600,116.0,4,3,0,41.74434,44.7742761,Didube District,3,8,old,old renovation,1
19009,922600,115.0,4,3,0,41.7495326,44.7906797,Nadzaladevi District,9,12,new,white frame,1
19012,141700,44.0,2,1,1,41.7245209,44.7537885,Saburtalo District,4,14,old,old renovation,0
19013,105400,56.0,2,1,0,41.73188365,44.836876299366,Other,5,12,new,white frame,1
19014,115300,80.0,3,2,0,41.6878701,44.8674123,Isani District,1,5,old,not renovated,0
19016,253700,73.0,3,2,1,41.7141725,44.7596077,Vake District,13,14,old,newly renovated,1
19017,362500,103.0,3,2,0,41.7266037,44.729069,Saburtalo District,6,13,new,newly renovated,1
19018,118600,40.0,1,1,1,41.725203,44.7425619,Saburtalo District,2,5,old,old renovation,1
19019,428400,117.0,3,2,1,41.7063438,44.7747358,Vake District,5,6,new,newly renovated,1
19020,154900,100.0,5,2,0,41.7753895,44.8118287,Nadzaladevi District,11,16,old,newly renovated,1
19021,181200,75.0,2,1,0,41.7903068,44.7593516,Saburtalo District,12,15,new,newly renovated,0
19026,82400,25.0,1,1,1,41.7109605,44.800562,Chugureti District,1,1,old,newly renovated,0
19027,123600,80.0,3,2,1,41.6988174,44.8818285,Samgori District,9,9,old,under renovation,1
19029,138400,80.0,4,3,0,41.7006443,44.93829711282,Samgori District,6,9,old,newly renovated,1
19031,197400,69.0,3,2,0,41.7364242,44.7822534,Didube District,6,14,new,newly renovated,1
19032,430000,130.0,3,2,1,41.7245209,44.7537885,Saburtalo District,5,10,new,newly renovated,1
19033,395400,195.0,4,3,0,41.707897,44.731694452423,Vake District,4,4,new,white frame,1
19034,367400,98.0,4,3,0,41.767749549143,44.680007790204,Saburtalo District,9,15,new,newly renovated,1
19036,101800,60.0,3,2,0,41.7340786,44.7314984,Vake District,14,18,new,black frame,1
19037,130200,65.0,2,1,0,41.75856675,44.770503334073,Didube District,4,5,old,old renovation,1
19038,133500,60.0,2,1,0,41.7206103,44.7106871,Saburtalo District,3,4,new,green frame,1
19039,244400,73.0,3,2,1,41.7541679,44.7694115,Saburtalo District,12,12,new,newly renovated,1
19040,319600,147.0,5,4,0,41.73188365,44.836876299366,Other,4,9,old,newly renovated,1
19042,102100,62.0,2,1,1,41.7731415,44.798383538237,Nadzaladevi District,5,5,old,old renovation,1
19043,141700,82.0,3,2,0,41.7753895,44.8118287,Nadzaladevi District,1,8,old,newly renovated,1
19044,191100,60.0,2,1,0,41.7245209,44.7537885,Saburtalo District,4,10,new,newly renovated,1
19045,220800,65.0,2,1,1,41.7053292,44.781063,Mtatsminda District,1,5,old,newly renovated,0
19046,192800,56.0,2,1,1,41.7243775,44.7671879,Saburtalo District,7,7,new,newly renovated,1
19047,191100,54.0,2,1,1,41.7334927,44.7519144,Saburtalo District,2,10,new,newly renovated,1
19048,131800,85.0,3,2,0,41.6451439,44.8996762,Krtsanisi District,4,10,old,old renovation,0
19050,214200,94.0,4,3,0,41.725203,44.7425619,Saburtalo District,4,5,old,newly renovated,1
19051,153200,58.0,3,2,0,41.7217547,44.720354,Saburtalo District,5,5,old,newly renovated,1
19052,576600,119.0,3,2,0,41.7175894,44.7949173,Chugureti District,3,3,old,newly renovated,0
19053,181200,65.0,2,1,1,41.707897,44.7316944524229,Vake District,6,11,new,newly renovated,1
19054,270200,55.0,2,1,1,41.725054,44.7545015,Saburtalo District,14,21,new,newly renovated,1
19056,214200,62.0,3,2,1,41.7704323,44.7748777,Didube District,1,12,new,newly renovated,1
19058,237200,82.0,2,1,1,41.7081011,44.7696196,Vake District,10,12,new,newly renovated,0
19059,461300,130.0,3,2,0,41.7245209,44.7537885,Saburtalo District,9,11,new,newly renovated,1
19060,362500,102.0,3,2,1,41.7081011,44.7696196,Vake District,1,8,new,newly renovated,1
19061,378900,121.0,3,2,1,41.7245209,44.7537885,Saburtalo District,2,6,new,newly renovated,1
19062,95600,60.0,3,2,0,41.73188365,44.836876299366,Other,2,5,old,newly renovated,0
19063,326200,89.0,3,2,1,41.7081011,44.7696196,Vake District,6,9,new,newly renovated,1
19064,362500,145.0,4,3,0,41.7364242,44.7822534,Didube District,3,5,new,newly renovated,1
19065,260300,63.0,2,1,1,41.725054,44.7545015,Saburtalo District,9,17,new,newly renovated,0
19066,220800,65.0,2,1,1,41.7081011,44.7696196,Vake District,3,9,new,newly renovated,1
19067,329500,125.0,4,3,0,41.7245209,44.7537885,Saburtalo District,2,11,new,black frame,1
19069,263600,67.0,2,1,0,41.7081011,44.7696196,Vake District,15,15,new,newly renovated,1
19070,214200,60.0,2,1,1,41.7081011,44.7696196,Vake District,8,9,new,newly renovated,1
19071,187800,65.0,3,2,1,41.6710145,44.8418127,Krtsanisi District,9,11,new,newly renovated,1
19072,49400,38.0,2,0,0,41.72171288073545,44.72155069178095,Saburtalo District,1,1,old,not renovated,0
19073,355900,95.0,3,2,0,41.716619673164,44.781475118009,Saburtalo District,11,14,new,newly renovated,1
19074,151600,80.0,3,2,0,41.7753895,44.8118287,Nadzaladevi District,4,5,old,old renovation,0
19076,217200,80.0,3,2,1,41.71114765,44.794782256515,Chugureti District,2,2,old,old renovation,1
19077,204300,90.0,4,2,0,41.7595839,44.774485474685,Didube District,14,17,construction,white frame,1
19078,133500,58.0,2,1,0,41.8040628,44.815517,Gldani District,8,14,new,newly renovated,1
19079,395400,150.0,5,3,0,41.7172959,44.7752025,Saburtalo District,8,8,old,newly renovated,1
19080,749600,130.0,3,2,1,41.7081011,44.7696196,Vake District,2,5,new,newly renovated,1
19081,118600,46.0,2,1,1,41.7903068,44.7593516,Saburtalo District,8,10,new,newly renovated,1
19082,108700,50.0,3,2,0,41.7891648,44.7414596,Saburtalo District,3,8,new,newly renovated,1
19083,260300,100.0,4,3,0,41.7432797,44.777228,Didube District,10,16,old,newly renovated,1
19084,275800,93.0,4,3,0,41.789569306121,44.759413286013,Saburtalo District,19,21,new,newly renovated,1
19087,136700,38.0,2,1,1,41.73188365,44.836876299366,Other,1,4,old,newly renovated,0
19088,181300,78.6,3,2,0,41.739576091726,44.706275378567,Vake District,4,0,construction,white frame,1
19089,294900,66.0,3,2,1,41.7081011,44.7696196,Vake District,1,10,new,newly renovated,1
19091,276800,84.0,3,2,1,41.6710145,44.8418127,Krtsanisi District,6,17,new,newly renovated,1
19092,138400,70.0,3,2,1,41.6451439,44.8996762,Krtsanisi District,5,10,old,old renovation,1
19093,149900,57.0,2,1,0,41.680486730561,44.872415671705,Isani District,9,16,new,newly renovated,1
19096,265300,58.0,2,1,0,41.7245209,44.7537885,Saburtalo District,16,24,new,newly renovated,1
19097,286700,44.0,2,1,1,41.7081011,44.7696196,Vake District,4,12,new,newly renovated,1
19098,280100,65.0,2,1,1,41.7245209,44.7537885,Saburtalo District,11,14,new,newly renovated,1
19099,529900,134.0,4,2,1,41.7141725,44.7596077,Vake District,2,7,new,newly renovated,1
19100,103800,50.0,2,1,1,41.7006443,44.93829711282,Samgori District,3,5,old,newly renovated,0
19101,263600,59.0,2,1,0,41.7128785,44.7500766,Vake District,7,19,new,newly renovated,1
19103,257000,55.0,2,1,0,41.6883397,44.8325599,Isani District,3,7,new,newly renovated,0
19106,313000,83.0,4,3,1,41.69230965,44.821541073305,Isani District,12,15,new,newly renovated,1
19107,247100,58.0,3,2,1,41.70703,44.7859759,Mtatsminda District,3,8,new,newly renovated,1
19109,187800,90.0,5,4,0,41.6988174,44.8818285,Samgori District,1,6,old,not renovated,0
19110,131800,52.0,2,1,0,41.7635986,44.7880156,Nadzaladevi District,7,8,new,newly renovated,1
19112,355900,100.0,3,2,1,41.725054,44.7545015,Saburtalo District,4,15,new,newly renovated,1
19113,181200,42.0,2,1,0,41.7206103,44.7106871,Saburtalo District,6,9,new,newly renovated,1
19114,224100,60.8,2,1,0,41.71537173053284,44.789449836997136,Saburtalo District,5,23,new,white frame,1
19116,224100,60.8,2,1,0,41.7245209,44.7537885,Saburtalo District,5,23,new,white frame,1
19117,461300,180.0,5,3,1,41.787737625215,44.759243249031,Saburtalo District,13,13,new,newly renovated,1
19118,131800,50.0,2,1,0,41.73188365,44.836876299366,Other,4,16,new,newly renovated,1
19120,1482800,50.0,2,1,0,41.7268878,44.7190522,Vake District,13,16,old,old renovation,1
19121,98900,25.0,1,1,0,41.7245209,44.7537885,Saburtalo District,2,15,new,newly renovated,1
19122,108700,35.0,1,1,0,41.725203,44.7425619,Saburtalo District,6,8,old,newly renovated,1
19123,184500,44.0,2,1,0,41.717049,44.7989261,Chugureti District,6,6,new,newly renovated,0
19124,65900,47.0,2,1,0,41.677355618789,44.83045647902,Krtsanisi District,3,13,construction,black frame,1
19125,184500,100.0,4,3,0,41.6988174,44.8818285,Samgori District,6,9,old,newly renovated,1
19128,395400,140.0,5,4,1,41.7364242,44.7822534,Didube District,5,8,old,newly renovated,1
19129,369100,98.0,4,3,1,41.7206103,44.7106871,Saburtalo District,9,15,new,newly renovated,1
19130,203600,90.06,3,2,0,41.73188365,44.836876299366,Other,7,8,old,old renovation,1
19131,561500,142.0,4,2,1,41.68781040600237,44.80937910655592,Mtatsminda District,4,8,new,newly renovated,1
19132,283400,130.0,4,3,0,41.7172959,44.7752025,Saburtalo District,5,16,old,newly renovated,1
19134,395400,124.0,4,3,0,41.7245209,44.7537885,Saburtalo District,3,18,new,newly renovated,1
19135,85700,41.0,2,1,1,41.6988174,44.8818285,Samgori District,6,9,new,newly renovated,1
19138,230700,56.21,2,1,0,41.7206004,44.7232035,Saburtalo District,9,16,new,newly renovated,1
19139,329500,100.0,3,2,0,41.707003,44.7749574,Vake District,1,6,old,old renovation,0
19142,757900,175.0,6,4,0,41.7357001,44.77002,Saburtalo District,7,9,new,newly renovated,0
19144,444800,138.0,4,2,0,41.727041,44.7502019,Saburtalo District,12,13,new,newly renovated,0
19145,507400,103.0,3,2,0,41.7109605,44.800562,Chugureti District,5,10,old,newly renovated,1
19146,249800,78.0,3,2,0,41.7335333,44.798583,Nadzaladevi District,9,10,new,newly renovated,1
19149,54400,20.0,1,1,1,41.7266037,44.729069,Saburtalo District,2,5,old,newly renovated,0
19151,1153300,180.0,5,4,0,41.7124996,44.7951604,Chugureti District,2,2,old,newly renovated,0
19152,164800,51.0,2,1,0,41.73188365,44.836876299366,Other,3,5,old,old renovation,1
19153,184500,62.21,3,2,0,41.7394206,44.756602088677,Saburtalo District,3,5,new,newly renovated,1
19154,112000,52.1,2,1,0,41.7874621,44.749969,Saburtalo District,9,10,new,newly renovated,1
19155,103800,60.0,2,1,0,41.7981556,44.834797045441,Gldani District,10,15,new,green frame,1
19156,126500,48.0,3,2,0,41.732080896004,44.727025157068,Vake District,4,14,new,white frame,1
19157,593100,160.0,4,2,0,41.7224121,44.7720785,Saburtalo District,17,20,new,newly renovated,0
