Subject-wise ranking of top 2% scientist from India (all fields),,,,,,,,
Downloded/complied based on an independent study done by Stanford University scientists (for methodology and data visit)- https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000918,,,,,,,,
Note world-wide full list of top 2% (all countries) can be found at shorturl.at/qHIJ4,,,,,,,,
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Kathiresan, Kandasamy",Marine Biology & Hydrobiology,"Centre of Advanced Study in Marine Biology, Parangipettai",391,3.71513395,1.036420506,178,1987,2020
"Raghukumar, C.",Marine Biology & Hydrobiology,National Institute of Oceanography India,837,3.48400816,2.218629062,73,1986,2015
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Basu, Bikramjit",Materials,"Indian Institute of Science, Bengaluru",381,3.87956981,0.214127948,341,1998,2020
"Doherty, R. D.",Materials,"Indian Institute of Technology, Bombay",430,3.84945493,0.241666714,165,1971,2019
"Sundararajan, G.",Materials,"International Advanced Research Centre for Powder Metallurgy and New Materials, Hyderabad",455,3.83346476,0.255717104,232,1980,2020
"Raj, Baldev",Materials,"Indian Institute of Science, Bengaluru",487,3.81881853,0.273701603,730,1982,2018
"Patil, K. C.",Materials,"Indian Institute of Science, Bengaluru",506,3.8071051,0.2843799,152,1966,2015
"Chokshi, Atul H.",Materials,"Indian Institute of Science, Bengaluru",519,3.79675415,0.291686103,145,1982,2020
"Jacob, K. T.",Materials,"Indian Institute of Science, Bengaluru",538,3.78425997,0.3023644,407,1970,2020
"Prasad, B. K.",Materials,Academy of Scientific and Innovative Research (AcSIR),546,3.78149568,0.306860525,149,1987,2019
"Balasubramanian, V.",Materials,Annamalai University,617,3.73833827,0.346763633,363,1997,2020
"K., Palanikumar",Materials,Sri Sai Ram Institute of Technology,618,3.73769315,0.347325649,216,2004,2020
"Kant, Tarun",Materials,"Indian Institute of Technology, Bombay",651,3.72317867,0.365872164,156,1974,2020
"Murty, B. S.",Materials,Indian Institute of Technology Madras,663,3.71819531,0.372616351,388,1990,2020
"Pramanik, Panchanan",Materials,"GLA University, Mathura",665,3.71680052,0.373740383,264,1975,2020
"Surappa, M. K.",Materials,"Indian Institute of Science, Bengaluru",772,3.67315212,0.433876053,105,1978,2019
"Kumar, Subodh",Materials,Guru Nanak Dev University,785,3.66828151,0.441182256,178,1993,2013
"Kumar, Devendra",Materials,Indian Institute of Technology Banaras Hindu University,815,3.65637738,0.458042724,538,1981,2020
"Ganesh, Ibram",Materials,"International Advanced Research Centre for Powder Metallurgy and New Materials, Hyderabad",851,3.64360147,0.478275286,84,1997,2019
"Hegde, M. S.",Materials,Talent Development Centre,868,3.63756041,0.487829552,335,1972,2020
"Balasubramaniam, R.",Materials,Indian Institute of Technology Kanpur,876,3.63396793,0.492325677,232,1991,2014
"Manna, Indranil",Materials,Indian Institute of Technology Kharagpur,947,3.60934045,0.532228785,262,1988,2020
"Das, Suman",Materials,Jadavpur University,964,3.60472468,0.541783051,172,1993,2020
"Sharma, S. C.",Materials,Jain University,974,3.60275129,0.547403207,321,1989,2020
"Pradhan, S. C.",Materials,Indian Institute of Technology Kharagpur,980,3.59955625,0.550775301,58,1993,2019
"Ram, S.",Materials,Indian Institute of Technology Kharagpur,986,3.59767149,0.554147394,269,1985,2019
"Gurrappa, I.",Materials,Defence Metallurgical Research Lab India,990,3.59726359,0.556395457,70,1986,2017
"Tyagi, A. K.",Materials,Bhabha Atomic Research Centre,1055,3.57394219,0.592926471,631,1988,2020
"Rao, K. J.",Materials,"Indian Institute of Science, Bengaluru",1061,3.57294662,0.596298565,245,1972,2015
"Singh, Rupinder",Materials,"Guru Nanak Dev Engineering College, Ludhiana",1067,3.57151243,0.599670659,260,2002,2020
"Yella, Aswani",Materials,"Indian Institute of Technology, Bombay",1074,3.56837861,0.603604768,68,2008,2020
"Naik, Niranjan K.",Materials,"Indian Institute of Technology, Bombay",1160,3.53880877,0.651938111,149,1982,2019
"Banerjee, Dipankar",Materials,"Indian Institute of Science, Bengaluru",1162,3.53857738,0.653062142,113,1978,2020
"Mannan, S. L.",Materials,Gas Turbine Research Establishment,1285,3.49927667,0.722190062,267,1969,2020
"Ray, Ranjit K.",Materials,"Indian Institute of Engineering Science and Technology, Shibpur",1321,3.48805663,0.742422625,178,1971,2019
"Ganapathi, M.",Materials,"Vellore Institute of Technology, Vellore",1374,3.47308519,0.772209452,124,1982,2020
"Gopalakrishnan, S.",Materials,"Indian Institute of Science, Bengaluru",1383,3.47065595,0.777267592,255,1992,2020
"Das, S.",Materials,Advanced Materials and Processes Research Institute,1390,3.46827939,0.781201702,160,1984,2020
"Rajpure, K. Y.",Materials,Shivaji University,1410,3.46364703,0.792442014,184,1997,2020
"Dey, G. K.",Materials,Bhabha Atomic Research Centre,1422,3.45929239,0.799186201,467,1982,2020
"Chakraborti, Nirupam",Materials,Indian Institute of Technology Kharagpur,1440,3.45688665,0.809302482,151,1979,2020
"Pandey, O. P.",Materials,Thapar Institute of Engineering & Technology,1483,3.4433377,0.833469154,435,1970,2020
"Kamachi Mudali, U.",Materials,Heavy Water Board India,1491,3.44184162,0.837965279,433,1986,2019
"Ray, Bankim Chandra",Materials,National Institute of Technology Rourkela,1528,3.43422943,0.858759856,107,1991,2020
"Mitra, R.",Materials,Indian Institute of Technology Kharagpur,1534,3.43273861,0.86213195,154,1991,2020
"Ravinder, D.",Materials,Osmania University,1571,3.42356652,0.882926528,126,1990,2020
"Rodriguez, P.",Materials,Indira Gandhi Centre for Atomic Research,1590,3.41899664,0.893604824,166,1968,2009
"Khanna, P. K.",Materials,Defence Institute of Advanced Technology,1599,3.41721657,0.898662965,166,1980,2020
"Padmanabhan, K. A.",Materials,"College of Engineering, Guindy",1628,3.41043517,0.914961418,209,1973,2020
"Chattopadhyay, Kamanio",Materials,"Indian Institute of Science, Bengaluru",1809,3.3695534,1.016686244,363,1976,2020
"Dwivedi, Dheerendra Kumar",Materials,Indian Institute of Technology Roorkee,1832,3.36483314,1.029612603,155,2000,2020
"Azam, Ameer",Materials,Aligarh Muslim University,1847,3.36210865,1.038042837,147,1995,2020
"Das, Jayanta",Materials,Indian Institute of Technology Kharagpur,1870,3.35750627,1.050969196,110,2003,2017
"Gupta, Prabhat Kumar",Materials,Raja Ramanna Centre for Advanced Technology,1886,3.35281003,1.059961446,71,1973,2017
"Banerjee, Srikumar",Materials,Bhabha Atomic Research Centre,1915,3.34727888,1.076259898,251,1971,2020
"Byrappa, Kullaiah",Materials,Adichunchanagiri University,1945,3.34200844,1.093120367,260,1980,2020
"Karmakar, Basudeb",Materials,Central Glass and Ceramic Research Institute India,1970,3.33737058,1.107170757,128,1985,2020
"Aruna, S. T.",Materials,Council of Scientific and Industrial Research India,1986,3.33449013,1.116163007,94,1996,2020
"Kashyap, B. P.",Materials,Indian Institute of Technology Jodhpur,1987,3.33398902,1.116725023,212,1981,2019
"Shivakumara, C.",Materials,"Indian Institute of Science, Bengaluru",2007,3.32932411,1.127965335,173,1991,2020
"Singh, N. B.",Materials,Sharda University,2023,3.32644529,1.136957585,168,1968,2020
"Ranganathan, S.",Materials,"Indian Institute of Science, Bengaluru",2034,3.32506866,1.143139756,151,1980,2017
"Ray, Subrata",Materials,Indian Institute of Technology Mandi,2115,3.30953715,1.188663021,141,1976,2017
"Singh, Virendra V.",Materials,Defence Research & Development Establishment India,2148,3.30232416,1.207209536,60,2008,2020
"Pal, Tapan Kumar",Materials,Jadavpur University,2154,3.30103185,1.21058163,297,1983,2019
"Upadhyaya, Anish",Materials,Indian Institute of Technology Kanpur,2176,3.29685679,1.222945973,112,1995,2019
"Sahay, P. P.",Materials,Motilal Nehru National Institute of Technology Allahabad,2181,3.29512103,1.225756052,59,1990,2019
"Gogia, A. K.",Materials,Defence Metallurgical Research Lab India,2191,3.29428625,1.231376208,73,1980,2017
"Boggarapu, Nageswara Rao",Materials,K L Deemed to be University,2216,3.28967915,1.245426598,288,1976,2019
"Rajendran, V.",Materials,Dr. N.G.P. Arts and Science College,2230,3.28772537,1.253294817,201,1992,2019
"Sahoo, Prasanta",Materials,Jadavpur University,2249,3.28495067,1.263973113,203,1996,2020
"Satyanarayana, Kestur Gundappa",Materials,Poornaprajna Institute of Scientific Research,2252,3.28403526,1.26565916,145,1973,2019
"Paul, Surajit Kumar",Materials,Indian Institute of Technology Patna,2283,3.27703008,1.283081644,65,2009,2020
"Narendar, S.",Materials,Defence Research and Development Organisation India,2330,3.26916916,1.309496378,40,2009,2020
"Prakash, Satya",Materials,Panjab University,2353,3.26448664,1.322422737,412,1965,2019
"Ramakrishnan, N.",Materials,Centre for Study of Science Technology and Policy,2379,3.26051955,1.337035143,85,1981,2014
"Paul, Aloke",Materials,"Indian Institute of Science, Bengaluru",2395,3.25722852,1.346027393,116,1999,2019
"Manocha, L. M.",Materials,DMSRD Establishment,2432,3.25082073,1.36682197,115,1974,2016
"Panda, P. K.",Materials,National Aerospace Laboratories India,2441,3.24965089,1.371880111,52,1996,2020
"Suryanarayana, S. V.",Materials,University Colleges of Science,2500,3.23962624,1.405039032,139,1968,2010
"Nair, G. P.",Materials,Technocrat Society,2539,3.23234631,1.426957641,263,1999,2015
"Mukhopadhyay, Ashim K.",Materials,Defence Metallurgical Research Lab India,2558,3.22907815,1.437635938,71,1986,2017
"Ganguli, Dibyendu",Materials,Indian Ceramic Society,2582,3.22480445,1.451124312,142,1965,2012
"Choudhary, B. K.",Materials,Indira Gandhi Centre for Atomic Research,2591,3.22308588,1.456182453,113,1989,2020
"Ray, Arun Kumar",Materials,Visva-Bharati University,2601,3.22202569,1.461802609,119,1976,2017
"Balla, Vamsi K.",Materials,Central Glass and Ceramic Research Institute India,2703,3.20637422,1.519128201,154,2001,2020
"Gupta, Deepti",Materials,Indian Institute of Technology Delhi,2711,3.2048429,1.523624326,103,1992,2020
"Das, Arpan",Materials,Bhabha Atomic Research Centre,2722,3.20273884,1.529806498,53,2006,2019
"Ghosh, P. K.",Materials,Indian Institute of Technology Roorkee,2757,3.19690269,1.549477044,156,1984,2020
"Murugan, Arumugam Vadivel",Materials,Pondicherry University,2784,3.19297078,1.564651466,44,1998,2019
"Suri, A. R.",Materials,Bhabha Atomic Research Centre,2797,3.19129575,1.571957669,148,1973,2017
"Kamaraj, M.",Materials,Indian Institute of Technology Madras,2805,3.19055937,1.576453794,163,1987,2020
"Majumdar, Abhijit",Materials,Indian Institute of Technology Delhi,2821,3.18759313,1.585446044,120,2000,2020
"Srivastava, O. N.",Materials,Banaras Hindu University,2830,3.18663001,1.590504184,524,1962,2020
"Rao, Tata N.",Materials,"International Advanced Research Centre for Powder Metallurgy and New Materials, Hyderabad",2832,3.1860774,1.591628215,137,1992,2020
"Mathew, M. D.",Materials,Indira Gandhi Centre for Atomic Research,2871,3.18203207,1.613546824,223,1980,2019
"Upadhyaya, G. S.",Materials,Indian Institute of Technology Kanpur,2892,3.18040483,1.625349152,180,1969,2019
"Radhakrishnan, V. M.",Materials,Indian Institute of Technology Madras,2953,3.17216852,1.659632105,256,1970,2019
"Suwas, Satyam",Materials,"Indian Institute of Science, Bengaluru",2956,3.17215618,1.661318151,334,1996,2020
"Kothari, V. K.",Materials,Indian Institute of Technology Delhi,3008,3.16465878,1.690542963,232,1974,2020
"Behera, B. K.",Materials,Indian Institute of Technology Delhi,3023,3.16211917,1.698973197,167,1989,2020
"Majumdar, Bhaskar",Materials,Defence Metallurgical Research Lab India,3040,3.16041207,1.708527463,172,1980,2020
"Nair, Balachandran Unni",Materials,Central Leather Research Institute India,3060,3.15723711,1.719767775,337,1983,2020
"Narayanasamy, R.",Materials,"National Institute of Technology, Tiruchirappalli",3083,3.15306299,1.732694134,231,1988,2020
"De, A.",Materials,"Indian Institute of Technology, Bombay",3185,3.14218709,1.790019727,68,1996,2020
"Naskar, Milan Kanti",Materials,Central Glass and Ceramic Research Institute India,3198,3.14060376,1.79732593,100,1993,2020
"Modi, O. P.",Materials,Maulana Azad National Institute of Technology,3212,3.13945301,1.805194148,96,1985,2018
"Basavarajappa, S.",Materials,GM Institute of Technology,3264,3.13420339,1.83441896,99,2005,2020
"Roy, M.",Materials,Defence Metallurgical Research Lab India,3284,3.13131475,1.845659272,96,1990,2020
"Kain, Vivekanand",Materials,Bhabha Atomic Research Centre,3301,3.12893153,1.855213538,224,1988,2020
"Kamat, S. V.",Materials,Defence Metallurgical Research Lab India,3318,3.12670132,1.864767803,188,1987,2019
"Srivastava, Chandan",Materials,"Indian Institute of Science, Bengaluru",3319,3.12668305,1.865329819,207,1966,2020
"Prashanth, Konda Gokuldoss",Materials,"Vellore Institute of Technology, Vellore",3367,3.11976399,1.892306568,105,2009,2020
"Phani, K. K.",Materials,Central Glass and Ceramic Research Institute India,3392,3.11703126,1.906356959,67,1986,2009
"Rao, A. Venkateswara",Materials,Shivaji University,3407,3.11515403,1.914787193,96,1977,2019
"Majumdar, J. Dutta",Materials,Indian Institute of Technology Kharagpur,3418,3.11403336,1.920969365,93,1998,2020
"Basu, Rajendra N.",Materials,Central Glass and Ceramic Research Institute India,3426,3.11347126,1.925465489,130,1986,2020
"Das, Dipak K.",Materials,Defence Metallurgical Research Lab India,3430,3.11238661,1.927713552,91,1990,2019
"Murugan, N.",Materials,PSG College of Technology,3432,3.11175136,1.928837583,163,1993,2020
"Khanna, A. S.",Materials,The Society for Surface Protective Coatings,3437,3.11118398,1.931647661,134,1982,2019
"Ganesh, Vattikondala",Materials,SRM Institute of Science and Technology,3445,3.10978701,1.936143786,66,1993,2020
"Rawal, Amit",Materials,Indian Institute of Technology Delhi,3446,3.10949165,1.936705802,85,2003,2020
"Kansal, Sushil Kumar",Materials,Panjab University,3456,3.10820289,1.942325958,96,2004,2020
"Ramachandrarao, P.",Materials,"International Advanced Research Centre for Powder Metallurgy and New Materials, Hyderabad",3477,3.10415533,1.954128286,133,1969,2017
"Bhalla, Suresh",Materials,Indian Institute of Technology Delhi,3514,3.10091446,1.974922863,112,2000,2020
"Pai, B. C.",Materials,National Institute for Interdisciplinary Science and Technology,3558,3.09644654,1.99965155,224,1974,2020
"Bhosale, C. H.",Materials,Sanjay Ghodawat University,3562,3.09618941,2.001899613,203,1986,2019
"Srivastava, Divya",Materials,Birbal Sahni Institute of Palaeobotany,3627,3.08661011,2.038430628,123,1969,2012
"Kumar, Pradeep",Materials,Indian Institute of Technology Roorkee,3633,3.08573137,2.041802721,247,1995,2020
"Shimpi, Rameshchandra P.",Materials,"Indian Institute of Technology, Bombay",3768,3.06890302,2.117674829,35,1973,2020
"Gonsalves, Kenneth E.",Materials,Indian Institute of Technology Mandi,3777,3.0683171,2.12273297,217,1983,2018
"Kennedy, L. John",Materials,"Vellore Institute of Technology, Chennai",3853,3.05869092,2.165446156,167,2004,2020
"Chandrasekhar, Sathy",Materials,National Institute for Interdisciplinary Science and Technology,3904,3.05179542,2.194108952,29,1985,2017
"Halliyal, Arvind",Materials,"Indian Institute of Science, Bengaluru",3938,3.04840365,2.213217483,41,1980,1998
"Manorama, S. V.",Materials,Indian Institute,4083,3.03360228,2.294709747,107,1992,2018
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Khare, Avinash",Mathematical Physics,Savitribai Phule Pune University,53,3.64902902,1.069410815,271,1970,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Das, Sarit K.",Mechanical Engineering & Transports,Indian Institute of Technology Madras,191,3.8340455,0.206163312,248,1986,2020
"Basak, Tanmay",Mechanical Engineering & Transports,Indian Institute of Technology Madras,214,3.79519202,0.23098926,234,1996,2020
"Bijwe, Jayashree",Mechanical Engineering & Transports,Indian Institute of Technology Delhi,234,3.77665095,0.252577041,197,1986,2020
"Mukhopadhyay, Swati",Mechanical Engineering & Transports,The University of Burdwan,267,3.74480199,0.288196881,107,2005,2020
"Sarkar, Jahar",Mechanical Engineering & Transports,Indian Institute of Technology Banaras Hindu University,314,3.69767893,0.338928167,87,2004,2020
"Tripathi, D.",Mechanical Engineering & Transports,"National Institute of Technology, Uttarakhand",375,3.64718017,0.4047709,131,2010,2020
"Ray, M. C.",Mechanical Engineering & Transports,Indian Institute of Technology Kharagpur,396,3.62871512,0.42743807,133,1992,2019
"Chandrasekharaiah, D. S.",Mechanical Engineering & Transports,Bangalore University,472,3.56952431,0.509471639,61,1973,2003
"Gupta, A. S.",Mechanical Engineering & Transports,Indian Institute of Technology Kharagpur,485,3.56284282,0.523503697,143,1957,2013
"Soundalgekar, V. M.",Mechanical Engineering & Transports,Brindavan Society,491,3.55805818,0.529980031,240,1965,2017
"Pal, Dulal",Mechanical Engineering & Transports,Visva-Bharati University,499,3.55306627,0.538615144,109,1970,2019
"Bhattacharyya, Krishnendu",Mechanical Engineering & Transports,Banaras Hindu University,517,3.54421098,0.558044147,74,2010,2019
"Sekhar, A. S.",Mechanical Engineering & Transports,Indian Institute of Technology Madras,532,3.53482419,0.574234983,118,1992,2019
"Kapuria, Santosh",Mechanical Engineering & Transports,Structural Engineering Research Centre India,551,3.52484288,0.594743375,146,1996,2020
"Nallusamy, S.",Mechanical Engineering & Transports,Nehru Institute of Engineering and Technology,576,3.51579984,0.621728102,110,2014,2020
"Gupta, N. K.",Mechanical Engineering & Transports,Indian Institute of Technology Delhi,674,3.46027849,0.72750823,196,1978,2020
"Singh, Baljeet",Mechanical Engineering & Transports,"Post Graduate Government College, Sector 11",676,3.45803193,0.729667008,107,1996,2020
"Kundu, Balaram",Mechanical Engineering & Transports,Jadavpur University,715,3.4383261,0.771763182,100,1997,2020
"Sharma, J. N.",Mechanical Engineering & Transports,National Institute of Technology Hamirpur,729,3.43307776,0.786874629,116,1985,2017
"Sandeep, N.",Mechanical Engineering & Transports,Central University of Karnataka,731,3.43265355,0.789033407,160,2013,2020
"Guha, Abhijit",Mechanical Engineering & Transports,Indian Institute of Technology Kharagpur,834,3.38630947,0.900210481,71,1987,2020
"Biswas, S.",Mechanical Engineering & Transports,"Indian Institute of Science, Bengaluru",881,3.36658044,0.950941767,202,1971,2017
"Kumar, Rajneesh",Mechanical Engineering & Transports,Kurukshetra University,897,3.36055409,0.968211992,378,1985,2020
"Bhadauria, B. S.",Mechanical Engineering & Transports,Babasaheb Bhimrao Ambedkar University,899,3.3601047,0.97037077,105,2000,2020
"Groll, M.",Mechanical Engineering & Transports,Indian Institute of Technology Guwahati,939,3.34306574,1.013546333,162,1969,2017
"Maiti, S. K.",Mechanical Engineering & Transports,"Indian Institute of Technology, Bombay",942,3.34153342,1.0167845,124,1975,2018
"Saha, Sujoy Kumar",Mechanical Engineering & Transports,"Indian Institute of Engineering Science and Technology, Shibpur",943,3.34136222,1.017863889,65,1989,2020
"Das, Pritam Kumar",Mechanical Engineering & Transports,Jadavpur University,944,3.34096718,1.018943278,166,1986,2018
"Khandekar, Sameer",Mechanical Engineering & Transports,Indian Institute of Technology Kanpur,960,3.33376042,1.036213503,92,2003,2020
"Date, A. W.",Mechanical Engineering & Transports,"Indian Institute of Technology, Bombay",976,3.32808913,1.053483728,54,1973,2018
"Malashetty, M. S.",Mechanical Engineering & Transports,Gulbarga University,997,3.31874958,1.076150899,68,1982,2013
"Rudraiah, N.",Mechanical Engineering & Transports,Bangalore University,1023,3.30880824,1.104215014,148,1964,2016
"Das, Kalidas",Mechanical Engineering & Transports,Krishnagar Government College,1026,3.3080117,1.107453181,94,1994,2020
"Rao, J. S.",Mechanical Engineering & Transports,Kumaraguru College of Technology,1036,3.30395487,1.118247072,175,1970,2015
"Kumari, Mahesh",Mechanical Engineering & Transports,"Indian Institute of Science, Bengaluru",1066,3.29481602,1.150628744,148,1978,2016
"Chatterjee, Dipankar",Mechanical Engineering & Transports,Central Mechanical Engineering Research Institute India,1086,3.28490874,1.172216525,90,2003,2020
"Eswaran, Vinayak",Mechanical Engineering & Transports,Indian Institute of Technology Hyderabad,1090,3.28376406,1.176534082,127,1995,2020
"Biswas, Gautam",Mechanical Engineering & Transports,Indian Institute of Technology Guwahati,1125,3.26806811,1.214312699,189,1983,2020
"Misra, J. C.",Mechanical Engineering & Transports,"Indian Institute of Engineering Science and Technology, Shibpur",1154,3.25633476,1.245614982,175,1972,2020
"Saha, A. K.",Mechanical Engineering & Transports,Indian Institute of Technology Kanpur,1161,3.25225461,1.253170705,75,1996,2020
"Afzal, Noor",Mechanical Engineering & Transports,Embassy Hotel,1171,3.24766506,1.263964596,96,1971,2018
"Singh, Jagdev",Mechanical Engineering & Transports,JECRC University,1215,3.23001686,1.311457715,86,2010,2020
"Das, Subir",Mechanical Engineering & Transports,Indian Institute of Technology Banaras Hindu University,1223,3.2289326,1.320092827,101,2008,2020
"Hirani, Harish",Mechanical Engineering & Transports,Indian Institute of Technology Delhi,1238,3.22297796,1.336283663,78,1997,2019
"Das, Ranjan",Mechanical Engineering & Transports,Indian Institute of Technology Ropar,1249,3.22094808,1.348156943,103,2008,2020
"Agrawal, Amit",Mechanical Engineering & Transports,"Indian Institute of Technology, Bombay",1254,3.21950047,1.353553888,179,2001,2020
"Sinha, Sujeet K.",Mechanical Engineering & Transports,Indian Institute of Technology Delhi,1262,3.21781727,1.362189001,186,1992,2020
"Murthy, P. V.S.N.",Mechanical Engineering & Transports,Indian Institute of Technology Kharagpur,1265,3.21712139,1.365427168,97,1997,2020
"Singh, I. V.",Mechanical Engineering & Transports,Indian Institute of Technology Roorkee,1316,3.19967147,1.420476011,74,2003,2015
"Narasimhan, R.",Mechanical Engineering & Transports,"Indian Institute of Science, Bengaluru",1362,3.18639636,1.470127908,115,1986,2019
"Chattopadhyay, Himadri",Mechanical Engineering & Transports,Jadavpur University,1377,3.18237667,1.486318744,84,1992,2020
"Roy, S.",Mechanical Engineering & Transports,Indian Institute of Technology Madras,1398,3.17422018,1.508985914,123,1992,2017
"Dumir, P. C.",Mechanical Engineering & Transports,Indian Institute of Technology Delhi,1399,3.17388105,1.510065303,108,1983,2009
"Chattopadhyay, Amares",Mechanical Engineering & Transports,"Indian Institute of Technology (Indian School of Mines), Dhanbad",1424,3.1681568,1.53705003,172,1978,2020
"Singh, Ajay Kumar",Mechanical Engineering & Transports,"ICAR - National Institute of Abiotic Stress Management, Baramati",1478,3.15579412,1.595337039,134,1987,2020
"Shivakumara, I. S.",Mechanical Engineering & Transports,Bangalore University,1494,3.14931657,1.612607264,131,1984,2020
"Srivastava, Atul",Mechanical Engineering & Transports,"Indian Institute of Technology, Bombay",1498,3.14875442,1.616924821,176,2002,2020
"Prashad, H.",Mechanical Engineering & Transports,302 Central View Apartments,1538,3.13797809,1.660100383,60,1984,2017
"Muralidhar, K.",Mechanical Engineering & Transports,Indian Institute of Technology Kanpur,1542,3.13716947,1.664417939,189,1984,2019
"Bhattacharyya, Souvik",Mechanical Engineering & Transports,"Birla Institute of Technology and Science, Pilani",1564,3.13109099,1.688164499,118,1989,2018
"Siddheshwar, P. G.",Mechanical Engineering & Transports,Bangalore University,1573,3.1296846,1.697879,107,1986,2020
"Talukdar, Prabal",Mechanical Engineering & Transports,Indian Institute of Technology Delhi,1599,3.12325941,1.725943116,87,2001,2020
"Dash, Sukanta Kumar",Mechanical Engineering & Transports,Indian Institute of Technology Kharagpur,1604,3.12302393,1.731340062,92,1989,2020
"Srinivasacharya, D.",Mechanical Engineering & Transports,"National Institute of Technology, Warangal",1674,3.1045394,1.806897296,155,2001,2020
"Kumar, Sunil",Mechanical Engineering & Transports,National Institute of Technology Jamshedpur,1712,3.09728996,1.847914081,78,2013,2020
"Mahulikar, Shripad P.",Mechanical Engineering & Transports,"Indian Institute of Technology, Bombay",1732,3.09247549,1.869501862,77,1992,2020
"Mishra, Subhash C.",Mechanical Engineering & Transports,Indian Institute of Technology Guwahati,1764,3.08381935,1.904042312,144,1996,2018
"Suresh, S.",Mechanical Engineering & Transports,"National Institute of Technology, Tiruchirappalli",1776,3.08205713,1.916994981,131,2006,2020
"Mandal, Prashanta K.",Mechanical Engineering & Transports,Visva-Bharati University,1791,3.07697694,1.933185817,52,1994,2020
"Roy, Debasish",Mechanical Engineering & Transports,"Indian Institute of Science, Bengaluru",1807,3.07497478,1.950456042,189,1996,2020
"Reddy, M. Gnaneswara",Mechanical Engineering & Transports,Acharya Nagarjuna University,1819,3.07122029,1.963408711,65,2011,2020
"Rajendran, R.",Mechanical Engineering & Transports,CVRDE,1889,3.05485921,2.038965945,43,1994,2019
"Rao, B. N.",Mechanical Engineering & Transports,Indian Institute of Technology Madras,1916,3.04891748,2.06810945,153,2000,2020
"Chamoli, Sunil",Mechanical Engineering & Transports,Govind Ballabh Pant Institute of Engineering and Technology,1931,3.04607269,2.084300286,48,2012,2020
"Balaji, C.",Mechanical Engineering & Transports,Indian Institute of Technology Madras,2049,3.02044142,2.211668196,195,1993,2020
"Nath, G.",Mechanical Engineering & Transports,"C/o Prof. S. K. Sinha, KNIT Campus - IV/17, KNIT",2062,3.01815472,2.225700254,264,1971,2017
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Roy, Kunal",Medicinal & Biomolecular Chemistry,Jadavpur University,81,3.99493773,0.100468855,309,1998,2020
"Kamal, Ahmed",Medicinal & Biomolecular Chemistry,Indian Institute of Chemical Technology,83,3.98183938,0.102949567,537,1980,2020
"Mukherjee, Pulok K.",Medicinal & Biomolecular Chemistry,Jadavpur University,128,3.84045865,0.158765597,211,1995,2019
"Patwardhan, Bhushan",Medicinal & Biomolecular Chemistry,Savitribai Phule Pune University,215,3.69685548,0.26667659,156,1988,2020
"Ghosal, Shibnath",Medicinal & Biomolecular Chemistry,Natreon Inc.,237,3.66483362,0.293964427,200,1965,2010
"Kumar, C. Ganesh",Medicinal & Biomolecular Chemistry,Indian Institute of Chemical Technology,358,3.54273491,0.44404753,215,1998,2020
"Doble, Mukesh",Medicinal & Biomolecular Chemistry,Indian Institute of Technology Madras,511,3.44507749,0.633822034,266,2003,2020
"Saxena, A. K.",Medicinal & Biomolecular Chemistry,Central Drug Research Institute India,531,3.42987689,0.658629158,277,1973,2019
"Sriram, Dharmarajan",Medicinal & Biomolecular Chemistry,"Birla Institute of Technology and Science, Pilani",533,3.42892094,0.661109871,391,1998,2020
"Kala, Chandra Prakash",Medicinal & Biomolecular Chemistry,Indian Institute of Forest Management,569,3.40906392,0.705762695,63,1999,2020
"Prince, P. Stanely Mainzen",Medicinal & Biomolecular Chemistry,Annamalai University,592,3.39282071,0.734290888,46,1997,2015
"Khadikar, Padmakar V.",Medicinal & Biomolecular Chemistry,"National Institute of Technical Teachers‘ Training and Research, Bhopal",699,3.33784797,0.867009005,259,1973,2015
"Gupta, Satya Prakash",Medicinal & Biomolecular Chemistry,Meerut Institute of Engineering & Technology,750,3.31320191,0.930267173,177,1977,2019
"Chattopadhyay, R. R.",Medicinal & Biomolecular Chemistry,"Indian Statistical Institute, Kolkata",789,3.29455812,0.978641066,33,1991,2020
"Singh, Surender",Medicinal & Biomolecular Chemistry,"All India Institute of Medical Sciences, New Delhi",829,3.2788882,1.028255315,74,1991,2019
"Yogeeswari, Perumal",Medicinal & Biomolecular Chemistry,"Birla Institute of Technology and Science, Pilani",849,3.27161021,1.05306244,309,1998,2019
"Tripathi, Y. B.",Medicinal & Biomolecular Chemistry,"Banaras Hindu University, Institute of Medical Sciences",870,3.26222992,1.07910992,110,1983,2019
"Tiwari, Ashok Kumar",Medicinal & Biomolecular Chemistry,Indian Institute of Chemical Technology,878,3.25742824,1.08903277,80,2001,2019
