Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Personal Injury,Passenger,Male,Elderly
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Safety Critical Failure,Passenger,Male,Adult
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,283,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Youth
2016,7/1/2016,285,London United,London United,Hounslow Heath,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,7/1/2016,288,Arriva The Shires,Arriva The Shires,Watford,Harrow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,292,London Sovereign,London United,Edgware (Sovereign),Barnet,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,294,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,7/1/2016,294,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,7/1/2016,295,Metroline West,Metroline,Willesden Junction,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,295,Metroline West,Metroline,Willesden Junction,Kensington & Chelsea,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Child
2016,7/1/2016,297,Metroline,Metroline,West Perivale,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,297,Metroline,Metroline,West Perivale,Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,7/1/2016,298,Sullivan Buses,Sullivan Buses,South Mimms,Enfield,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,309,C T Plus,CT Plus,Hackney Ash Grove,Tower Hamlets,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,7/1/2016,318,Arriva London North,Arriva London,Enfield,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Unknown
2016,7/1/2016,319,Arriva London South,Arriva London,Brixton,Wandsworth,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown
2016,7/1/2016,320,Metrobus,Go-Ahead,Orpington (Metrobus),Bromley,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2016,7/1/2016,321,London Central,Go-Ahead,New Cross,Lewisham,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,322,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,322,London General,Go-Ahead,Stockwell,Southwark,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2016,7/1/2016,324,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,7/1/2016,326,London Sovereign,London United,Edgware (Sovereign),Barnet,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Adult
2016,7/1/2016,328,Tower Transit,Tower Transit,Atlas Road,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,7/1/2016,328,Tower Transit,Tower Transit,Atlas Road,Kensington & Chelsea,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2016,7/1/2016,330,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2016,7/1/2016,330,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2016,7/1/2016,330,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2016,7/1/2016,330,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2016,7/1/2016,330,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2016,7/1/2016,333,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,337,London General,Go-Ahead,Putney,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,340,Arriva The Shires,Arriva The Shires,Watford,Harrow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2016,7/1/2016,341,Arriva London North,Arriva London,Tottenham,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2016,7/1/2016,341,Arriva London North,Arriva London,Tottenham,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2016,7/1/2016,345,Abellio London,Abellio,Walworth,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,345,Abellio London,Abellio,Walworth,Wandsworth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Female,Adult
2016,7/1/2016,355,London Central,Go-Ahead,Camberwell,Merton,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,358,Metrobus,Go-Ahead,Orpington (Metrobus),Bromley,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,7/1/2016,363,Metrobus,Go-Ahead,Peckham,Southwark,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2016,7/1/2016,366,East London,Stagecoach,Barking (East London Buses),Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,7/1/2016,371,London United,London United,Fulwell (London United),Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Female,Adult
2016,7/1/2016,371,London United,London United,Fulwell (London United),Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Male,Adult
2016,7/1/2016,371,London United,London United,Fulwell (London United),Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult
2016,7/1/2016,371,London United,London United,Fulwell (London United),Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2016,7/1/2016,371,London United,London United,Fulwell (London United),Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2016,7/1/2016,376,Blue Triangle Buses,Go-Ahead,River Road,Newham,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,380,Selkent,Stagecoach,Catford,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown
2016,7/1/2016,381,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,386,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2016,7/1/2016,390,Metroline,Metroline,Holloway,Kensington & Chelsea,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,391,London United,London United,Fulwell (London United),Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,393,Arriva London North,Arriva London,Clapton,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,395,Metroline,Metroline,West Perivale,Harrow,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,7/1/2016,405,Metrobus,Go-Ahead,Croydon (Metrobus),Croydon,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,405,Metrobus,Go-Ahead,Croydon (Metrobus),Croydon,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2016,7/1/2016,414,Abellio London,Abellio,Battersea (Abellio London),Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,417,Arriva London South,Arriva London,Norwood,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,425,Tower Transit,Tower Transit,Lea Interchange,Hackney,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2016,7/1/2016,425,Tower Transit,Tower Transit,Lea Interchange,Hackney,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Member Of Public,Female,Adult
2016,7/1/2016,427,Metroline West,Metroline,Hayes (Metroline),Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,7/1/2016,427,Metroline West,Metroline,Hayes (Metroline),Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,7/1/2016,428,TGM GROUP,TGM,Dartford,Bexley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,428,TGM GROUP,TGM,Dartford,None London Borough,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2016,7/1/2016,430,London General,Go-Ahead,Putney,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,433,Abellio London,Abellio,Beddington (Abellio London),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,436,London Central,Go-Ahead,New Cross,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Assault,Pedestrian,Male,Youth
2016,7/1/2016,450,Arriva London South,Arriva London,Thornton Heath,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,7/1/2016,450,Arriva London South,Arriva London,Thornton Heath,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,453,London General,Go-Ahead,Mandela Way (London General),Southwark,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2016,7/1/2016,469,TGM GROUP,TGM,Dartford,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,470,H R Richmond,Quality Line,Epsom,None London Borough,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Unknown
2016,7/1/2016,472,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,7/1/2016,472,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,7/1/2016,472,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,473,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,7/1/2016,473,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,7/1/2016,473,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,7/1/2016,473,East London,Stagecoach,West Ham,Newham,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Unknown
2016,7/1/2016,486,London Central,Go-Ahead,Bexleyheath,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2016,7/1/2016,492,TGM GROUP,TGM,Dartford,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,493,London General,Go-Ahead,Waterside Way,Richmond Upon Thames,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,607,Metroline West,Metroline,Uxbridge,Hammersmith & Fulham,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,A10,Metroline West,Metroline,Uxbridge,Hillingdon,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,B13,TGM GROUP,TGM,Dartford,Bexley,Injuries treated on scene,Activity Incident Event,Pedestrian,Female,Adult
2016,7/1/2016,B14,London Central,Go-Ahead,Bexleyheath,Bromley,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2016,7/1/2016,B14,London Central,Go-Ahead,Bexleyheath,Bromley,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2016,7/1/2016,C11,Metroline,Metroline,Cricklewood,Islington,Injuries treated on scene,Assault,Passenger,Male,Youth
2016,7/1/2016,D6,Docklands Buses,Go-Ahead,Silvertown,Tower Hamlets,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2016,7/1/2016,E3,London United,London United,Stamford Brook,Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,E3,London United,London United,Stamford Brook,Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly
2016,7/1/2016,E5,Abellio West,Abellio,Hayes (Abellio London W),Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,E8,Metroline,Metroline,Brentford,Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,E8,Metroline,Metroline,Brentford,Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,H11,London Sovereign,London United,Harrow,Harrow,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,H37,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown
2016,7/1/2016,H9,London Sovereign,London United,Harrow,Harrow,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2016,7/1/2016,K1,Abellio West,Abellio,Twickenham (Abellio London W),Kingston upon Thames,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Child
2016,7/1/2016,K2,London United,London United,Tolworth,Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,K2,London United,London United,Tolworth,Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,7/1/2016,N15,East London,Stagecoach,Bow,Newham,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,7/1/2016,N18,Metroline West,Metroline,Willesden Junction,Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,N207,Metroline West,Metroline,Hayes (Metroline),Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,N5,Metroline,Metroline,Edgware (Metroline),Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Elderly
2016,7/1/2016,N55,East London,Stagecoach,Leyton,Camden,Injuries treated on scene,Collision Incident,Cyclist ,Male,Unknown
2016,7/1/2016,OOS,Arriva London North,Arriva London,Wood Green,Not specified,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,OOS,East London,Stagecoach,Barking (East London Buses),None London Borough,Injuries treated on scene,Personal Injury,Bus Driver,Female,Adult
2016,7/1/2016,OOS,East London,Stagecoach,Catford,Lewisham,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,OOS,East London,Stagecoach,Catford,Lewisham,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,OOS,East London,Stagecoach,Leyton,Waltham Forest,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,OOS,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Personal Injury,Bus Driver,Female,Adult
2016,7/1/2016,OOS,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Unknown
2016,7/1/2016,OOS,London United,London United,Fulwell (London United),Hounslow,Fatal,Collision Incident,Pedestrian,Male,Adult
2016,7/1/2016,OOS,London United,London United,Park Royal,Ealing,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,OOS,London United,London United,Park Royal,Ealing,Injuries treated on scene,Personal Injury,Operational Staff,Male,Adult
2016,7/1/2016,OOS,London United,London United,Tolworth,Not specified,Injuries treated on scene,Slip Trip Fall,Bus Driver,Male,Adult
2016,7/1/2016,OOS,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,7/1/2016,OOS,Selkent,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Female,Unknown
2016,7/1/2016,P12,Metrobus,Go-Ahead,Peckham,Southwark,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2016,7/1/2016,P13,Abellio London,Abellio,Beddington (Abellio London),Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,P5,London Central,Go-Ahead,Camberwell,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2016,7/1/2016,R11,Metrobus,Go-Ahead,Orpington (Metrobus),Bexley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Male,Elderly
2016,7/1/2016,R70,Abellio West,Abellio,Twickenham (Abellio London W),Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Cyclist ,Female,Child
2016,7/1/2016,RR,Arriva London South,Arriva London,Croydon (Arriva),Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2016,7/1/2016,RR,Arriva London South,Arriva London,Norwood,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,7/1/2016,U2,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,7/1/2016,U4,Metroline West,Metroline,Uxbridge,Hillingdon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2016,7/1/2016,W11,Arriva London North,Arriva London,Edmonton,Waltham Forest,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,7/1/2016,X26,H R Richmond,Quality Line,Epsom,Richmond Upon Thames,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Unknown,Unknown
2016,8/1/2016,2,Arriva London South,Arriva London,Norwood,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,8/1/2016,2,Arriva London South,Arriva London,Norwood,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2016,8/1/2016,2,Arriva London South,Arriva London,Norwood,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2016,8/1/2016,2,Arriva London South,Arriva London,Norwood,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2016,8/1/2016,2,Arriva London South,Arriva London,Norwood,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,2,Arriva London South,Arriva London,Norwood,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,5,East London,Stagecoach,Barking (East London Buses),Barking & Dagenham,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Unknown
2016,8/1/2016,5,East London,Stagecoach,Barking (East London Buses),Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2016,8/1/2016,5,East London,Stagecoach,Barking (East London Buses),None London Borough,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,8/1/2016,5,East London,Stagecoach,Barking (East London Buses),None London Borough,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2016,8/1/2016,5,East London,Stagecoach,Barking (East London Buses),None London Borough,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2016,8/1/2016,5,East London,Stagecoach,Barking (East London Buses),None London Borough,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2016,8/1/2016,6,Metroline,Metroline,Willesden,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Elderly
2016,8/1/2016,6,Metroline,Metroline,Willesden,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Male,Adult
2016,8/1/2016,8,East London,Stagecoach,Bow,City of London,Injuries treated on scene,Collision Incident,Cyclist ,Unknown,Unknown
2016,8/1/2016,8,East London,Stagecoach,Bow,Waltham Forest,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,10,London United,London United,Stamford Brook,Camden,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2016,8/1/2016,10,London United,London United,Stamford Brook,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Activity Incident Event,Passenger,Male,Adult
2016,8/1/2016,11,London General,Go-Ahead,Stockwell,None London Borough,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2016,8/1/2016,11,London General,Go-Ahead,Stockwell,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,11,London General,Go-Ahead,Stockwell,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,12,London Central,Go-Ahead,Camberwell,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,12,London Central,Go-Ahead,Camberwell,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,14,London General,Go-Ahead,Putney,Kensington & Chelsea,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2016,8/1/2016,14,London General,Go-Ahead,Putney,Kensington & Chelsea,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Child
2016,8/1/2016,15,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2016,8/1/2016,16,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,8/1/2016,16,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Assault,Passenger,Male,Adult
2016,8/1/2016,16,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,8/1/2016,16,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,16,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,16,Metroline,Metroline,Cricklewood,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2016,8/1/2016,18,Metroline West,Metroline,Willesden Junction,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,18,Metroline West,Metroline,Willesden Junction,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,8/1/2016,19,London General,Go-Ahead,Stockwell,Islington,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,22,London General,Go-Ahead,Putney,Kensington & Chelsea,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,23,Tower Transit,Tower Transit,Westbourne Park,None London Borough,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,23,Tower Transit,Tower Transit,Westbourne Park,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2016,8/1/2016,24,Metroline,Metroline,Holloway,Camden,Injuries treated on scene,Assault,Conductor,Male,Unknown
2016,8/1/2016,24,Metroline,Metroline,Holloway,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,8/1/2016,25,Tower Transit,Tower Transit,Lea Interchange,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,8/1/2016,27,London United,London United,Stamford Brook,Westminster,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult
2016,8/1/2016,27,London United,London United,Stamford Brook,Westminster,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2016,8/1/2016,29,Arriva London North,Arriva London,Wood Green,Hackney,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2016,8/1/2016,29,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,29,Arriva London North,Arriva London,Wood Green,Not specified,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2016,8/1/2016,30,Tower Transit,Tower Transit,Lea Interchange,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,32,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,32,Metroline,Metroline,Cricklewood,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Child
2016,8/1/2016,33,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,33,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2016,8/1/2016,35,London Central,Go-Ahead,Camberwell,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,35,London Central,Go-Ahead,Camberwell,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,8/1/2016,35,London Central,Go-Ahead,Camberwell,Lambeth,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,35,London Central,Go-Ahead,Camberwell,Southwark,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2016,8/1/2016,35,London Central,Go-Ahead,Camberwell,Southwark,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2016,8/1/2016,36,London Central,Go-Ahead,New Cross,Westminster,Reported Minor Injury - Treated at Hospital,Assault,Pedestrian,Male,Youth
2016,8/1/2016,37,Metrobus,Go-Ahead,Peckham,Lambeth,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2016,8/1/2016,37,Metrobus,Go-Ahead,Peckham,Lambeth,Injuries treated on scene,Collision Incident,Passenger,Male,Child
2016,8/1/2016,38,Arriva London North,Arriva London,Clapton,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,8/1/2016,38,Arriva London North,Arriva London,Clapton,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
