index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
1765,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,GLYNN,9124667000,Acute Care Hospitals,Government - Hospital District or Authority,True,,2.0,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173936, -81.485705)"
1766,111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,7064852711,Critical Access Hospitals,Government - Hospital District or Authority,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"101 LAKE OCONEE PARKWAY
EATONTON, GA 31024
(33.378948, -83.209514)"
1767,170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,NEWTON,KS,67114,HARVEY,3162832700,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,"600 MEDICAL CENTER DRIVE
NEWTON, KS 67114
(38.023035, -97.335937)"
1768,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,4137940000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,"759 CHESTNUT STREET
SPRINGFIELD, MA 01199
(42.120742, -72.605251)"
1769,140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,WHITESIDE,8156250400,Acute Care Hospitals,Government - Local,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,"100 EAST LEFEVRE ROAD
STERLING, IL 61081
(41.801564, -89.696733)"
1770,200050,MAINE COAST MEMORIAL HOSPITAL,50 UNION STREET,ELLSWORTH,ME,4605,HANCOCK,2076675311,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"50 UNION STREET
ELLSWORTH, ME 04605
(44.546574, -68.415526)"
1771,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,SAINT MARYS,GA,31558,CAMDEN,9125766401,Acute Care Hospitals,Government - Hospital District or Authority,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"2000 DAN PROCTOR DRIVE
SAINT MARYS, GA 31558
(30.781392, -81.615795)"
1772,180056,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON,KY,42420,HENDERSON,2708277700,Acute Care Hospitals,Voluntary non-profit - Church,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1305 N ELM ST
HENDERSON, KY 42420
(37.853858, -87.581257)"
1773,130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,ID,83440,MADISON,2083596900,Acute Care Hospitals,Government - Local,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"450 EAST MAIN STREET
REXBURG, ID 83440
(43.826053, -111.773407)"
1774,111314,PIONEER COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,EARLY,2297234241,Critical Access Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"11740 COLUMBIA STREET
BLAKELY, GA 39823
(31.374419, -84.946143)"
1775,170109,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS,66071,MIAMI,9135574385,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"2100 BAPTISTE DRIVE
PAOLA, KS 66071
(38.567463, -94.849354)"
1776,171357,HILLSBORO COMMUNITY HOSPITAL,701 S MAIN STREET,HILLSBORO,KS,67063,MARION,6209473114,Critical Access Hospitals,Proprietary,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"701 S MAIN STREET
HILLSBORO, KS 67063
(38.345242, -97.204734)"
1777,140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,7084226200,Acute Care Hospitals,Voluntary non-profit - Other,True,,2.0,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,"2800 W 95TH ST
EVERGREEN PARK, IL 60805
(41.720902, -87.691966)"
1778,210037,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,219 SOUTH  WASHINGTON STREET,EASTON,MD,21601,TALBOT,4108221000,Acute Care Hospitals,Voluntary non-profit - Private,True,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"219 SOUTH WASHINGTON STREET
EASTON, MD 21601
(38.769655, -76.075825)"
1779,190183,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363,TERREBONNE,9858731285,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1978 INDUSTRIAL BLVD
HOUMA, LA 70363
(29.571318, -90.687625)"
1780,210048,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,MD,21044,HOWARD,4107407890,Acute Care Hospitals,Voluntary non-profit - Private,True,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"5755 CEDAR LANE
COLUMBIA, MD 21044
(39.214472, -76.887278)"
1781,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,BRISTOL,5086745600,Acute Care Hospitals,Proprietary,True,,4.0,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"795 MIDDLE STREET
FALL RIVER, MA 02721
(41.693321, -71.163642)"
1782,180124,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,2707931000,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"1801 ASHLEY CIRCLE
BOWLING GREEN, KY 42104
(36.965639, -86.435539)"
1783,190263,HEART HOSPITAL OF LAFAYETTE,1105 KALISTE SALOOM ROAD,LAFAYETTE,LA,70508,LAFAYETTE,3375211000,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1105 KALISTE SALOOM ROAD
LAFAYETTE, LA 70508
(30.175866, -92.02802)"
1784,161367,PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219,MARION,6416283150,Critical Access Hospitals,Voluntary non-profit - Other,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,"404 JEFFERSON STREET
PELLA, IA 50219
(41.412336, -92.909619)"
1785,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,MADISON,7652984242,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1515 N MADISON AVE
ANDERSON, IN 46011
(40.13079, -85.691569)"
1786,171341,HIAWATHA COMMUNITY HOSPITAL,300 UTAH STREET,HIAWATHA,KS,66434,BROWN,7857422131,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Below the National average,,"300 UTAH STREET
HIAWATHA, KS 66434
(39.851819, -95.531157)"
1787,210022,SUBURBAN HOSPITAL,8600 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,MONTGOMERY,3018962576,Acute Care Hospitals,Voluntary non-profit - Private,True,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"8600 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(38.997251, -77.10922)"
1788,141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,DEKALB,8157868484,Critical Access Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1301 NORTH MAIN STREET
SANDWICH, IL 60548
(41.657133, -88.62192)"
1789,150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,HAMILTON,3175835000,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"10580 N MERIDIAN ST
INDIANAPOLIS, IN 46290
(39.934358, -86.160285)"
1790,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,EAST BATON ROUGE,2257656565,Acute Care Hospitals,Voluntary non-profit - Church,True,,2.0,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"5000 HENNESSY BLVD
BATON ROUGE, LA 70808
(30.401318, -91.111528)"
1791,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,ZEELAND,MI,49464,OTTAWA,6167724644,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"8333 FELCH ST
ZEELAND, MI 49464
(42.819505, -85.987329)"
1792,150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,1701 S CREASY LN,LAFAYETTE,IN,47905,TIPPECANOE,7655024334,Acute Care Hospitals,Voluntary non-profit - Church,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1701 S CREASY LN
LAFAYETTE, IN 47905
(40.393845, -86.838378)"
1793,131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,BENEWAH,2082457614,Critical Access Hospitals,Government - Local,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,"229 SOUTH 7TH STREET
ST MARIES, ID 83861
(47.314613, -116.566678)"
1794,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,3128646000,Acute Care Hospitals,Government - Local,False,,2.0,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"1901 W HARRISON ST
CHICAGO, IL 60612
(41.874041, -87.674308)"
1795,190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,MANSFIELD,LA,71052,DE SOTO,3188724610,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,"207 JEFFERSON STREET
MANSFIELD, LA 71052
(32.036008, -93.709145)"
1796,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,7127923581,Acute Care Hospitals,Voluntary non-profit - Church,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"311 SOUTH CLARK STREET
CARROLL, IA 51401
(42.056395, -94.867996)"
1797,151304,RUSH MEMORIAL HOSPITAL,1300 N MAIN ST,RUSHVILLE,IN,46173,RUSH,7659327513,Critical Access Hospitals,Government - Local,True,,2.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1300 N MAIN ST
RUSHVILLE, IN 46173
(39.621442, -85.444792)"
1798,180149,T J HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,ADAIR,2703844753,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"901 WESTLAKE DRIVE
COLUMBIA, KY 42728
(37.096289, -85.29494)"
1799,110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,DEKALB,4045011000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79216, -84.282679)"
1800,210055,LAUREL REGIONAL MEDICAL CENTER,7300 VAN DUSEN ROAD,LAUREL,MD,20707,PRINCE GEORGES,3017254300,Acute Care Hospitals,Voluntary non-profit - Private,True,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"7300 VAN DUSEN ROAD
LAUREL, MD 20707
(39.084383, -76.882185)"
1801,191322,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST SEVENTH STREET,KAPLAN,LA,70548,VERMILION,3376438300,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1310 WEST SEVENTH STREET
KAPLAN, LA 70548
(30.007352, -92.296516)"
1802,151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978,JASPER,2198665141,Critical Access Hospitals,Government - Local,True,,2.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1104 E GRACE ST
RENSSELAER, IN 47978
(40.9336, -87.138357)"
1803,140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,6185264511,Acute Care Hospitals,Voluntary non-profit - Church,True,,5.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"9515 HOLY CROSS LN
BREESE, IL 62230
(38.625153, -89.524944)"
1804,110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,7067229011,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.473139, -81.981699)"
1805,171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,66736,WILSON,6203782121,Critical Access Hospitals,Government - Local,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Below the National average,,"1527 MADISON
FREDONIA, KS 66736
(37.533642, -95.814844)"
1806,180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,TOMPKINSVILLE,KY,42167,MONROE,2704879231,Acute Care Hospitals,Voluntary non-profit - Other,True,,2.0,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"529 CAPP HARLAN ROAD
TOMPKINSVILLE, KY 42167
(36.69824, -85.676889)"
1807,210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,MD,20876,MONTGOMERY,3015576020,Acute Care Hospitals,Voluntary non-profit - Private,True,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"19801 OBSERVATION DRIVE
GERMANTOWN, MD 20876
(39.18119, -77.244853)"
1808,210019,PENINSULA REGIONAL MEDICAL CENTER,100 EAST CARROLL AVENUE,SALISBURY,MD,21801,WICOMICO,4105437111,Acute Care Hospitals,Voluntary non-profit - Private,True,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"100 EAST CARROLL AVENUE
SALISBURY, MD 21801
(38.363068, -75.599489)"
1809,191312,CHRISTUS COUSHATTA HEALTH CARE CENTER,1635 MARVEL STREET,COUSHATTA,LA,71019,RED RIVER,3189322000,Critical Access Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1635 MARVEL STREET
COUSHATTA, LA 71019
(32.021525, -93.343827)"
1810,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,ROCKDALE,7709183000,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"1412 MILSTEAD AVENUE, NE
CONYERS, GA 30012
(33.682239, -84.001941)"
1811,190270,SOUTHERN SURGICAL HOSPITAL,1700 W LINDBERG DRIVE,SLIDELL,LA,70458,SAINT TAMMANY,9856410600,Acute Care Hospitals,Physician,False,,4.0,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1700 W LINDBERG DRIVE
SLIDELL, LA 70458
(30.273779, -89.754498)"
1812,141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,6182823831,Critical Access Hospitals,Proprietary,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"325 SPRING STREET
RED BUD, IL 62278
(38.209605, -89.996408)"
1813,171304,ASHLAND HEALTH CENTER,709 OAK STREET,ASHLAND,KS,67831,CLARK,6206352241,Critical Access Hospitals,Government - Hospital District or Authority,False,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"709 OAK STREET
ASHLAND, KS 67831
(37.189047, -99.771871)"
1814,140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,8156641176,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"600 E 1ST ST
SPRING VALLEY, IL 61362
(41.328409, -89.192633)"
1815,111303,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,JASPER,7064686411,Critical Access Hospitals,Government - Local,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"898 COLLEGE STREET
MONTICELLO, GA 31064
(33.313982, -83.686877)"
1816,220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,NANTUCKET,5082281200,Acute Care Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"57 PROSPECT STREET
NANTUCKET, MA 02554
(41.275217, -70.099848)"
1817,160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST,SIOUX CITY,IA,51101,WOODBURY,7122792010,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"801 5TH ST
SIOUX CITY, IA 51101
(42.495329, -96.400061)"
1818,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,FRANKLIN,4137730211,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"164 HIGH STREET
GREENFIELD, MA 01301
(42.595606, -72.591287)"
1819,150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,WHITLEY,2602489301,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1260 E SR 205
COLUMBIA CITY, IN 46725
(41.160261, -85.466571)"
1820,171328,OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,67467,OTTAWA,7853922122,Critical Access Hospitals,Voluntary non-profit - Other,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"215 E 8TH STREET
MINNEAPOLIS, KS 67467
(39.128802, -97.704486)"
1821,111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,CANDLER,9126855741,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"400 CEDAR STREET
METTER, GA 30439
(32.407081, -82.066608)"
1822,140019,SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,SHELBYVILLE,IL,62565,SHELBY,2177743961,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,"200 S CEDAR ST
SHELBYVILLE, IL 62565
(39.405769, -88.807112)"
1823,140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,KNOX,3093454555,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"695 N KELLOGG ST
GALESBURG, IL 61401
(40.955483, -90.366199)"
1824,190099,AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,AVOYELLES,3182538611,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"4231 HIGHWAY 1192
MARKSVILLE, LA 71351
(31.142771, -92.064341)"
1825,170074,GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,GEARY,7852384131,Acute Care Hospitals,Government - Local,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1102 ST MARY'S ROAD
JUNCTION CITY, KS 66441
(39.013059, -96.850438)"
