mmsi,imo,call_sign,width,avg_length,stddev_length,unique_values_length,avg_gross_tonnage,stddev_gross_tonnage,unique_values_tonnage,dead_weight,source,flag_state,last_active_date,vessel_name,former_name,change_date
273317370,8216916,UCGW,19,125.3,0,1,5874,0,1,6060,encounters,Russia,12/9/16,MERCURY,,
273353800,8509569,UBKG5,19,124.24,0,1,7389,0,1,6232,encounters,Russia,12/27/16,CRYSTAL ATLANTICA,,
636010125,8916229,ELRD7,19,146.29,0,1,7089,0,1,7242,encounters,Liberia,12/10/16,ELBRUS,,
341307000,8509557,V4OQ2,19,123,0,1,7395,0,1,6232,encounters,Saint Kitts Nevis,12/28/16,NOVIY SVET,NOVIY SVET,9/13/12
312900000,8509557,V3NM,19,123,0,1,7395,0,1,6232,encounters,Belize,9/13/12,NOVIY SVET,,
273338510,8509583,UBGF6,19,124.19,0,1,7057,0,1,6366,encounters,Russia,12/20/16,CRYSTAL AFRICA,,
273337510,8509571,UBGF5,19,124.5,0,1,7392,0,1,6628,encounters,Russia,12/28/16,CRYSTAL ARCTICA,,
636017010,8517358,D5IW5,19,145.55,0,1,6579,0,1,7685,encounters,Liberia,12/28/16,NOVA STELLA,TAMA STAR,5/21/15
308743000,8517358,C6MA6,19,145.55,0,1,6579,0,1,7685,encounters,Bahamas,5/21/15,TAMA STAR,,
308765000,8517346,9LU2195,19,145.55,0,1,6579,0,1,7690,encounters,Bahamas,6/11/15,TAMA HOPE,,
351747000,9196357,3FSS8,20,126.39,0,1,7355,0,1,8762,CLAV,Panama,1/8/16,FRIO AEGEAN 1,ASIAN ORCHID,8/23/13
351747000,9196357,3FSS8,20,126.39,0,1,7355,0,1,8762,encounters,Panama,8/23/13,ASIAN ORCHID,,
277331000,8618853,LYRW,20,137,0,1,7212,0,1,6536,CLAV,Lithuania,6/23/12,PLUTO,,
372538000,8618865,3EKK9,20,137,0,1,7212,0,1,6518,encounters,Panama,12/7/16,HUAN YU 1,,
636015528,9073268,A8OE7,20,136.9,0,1,7533,0,1,8383,encounters,Liberia,11/12/16,PRINCE OF STREAM,,
273395490,9073268,UDWU,20,136.9,0,1,7533,0,1,8383,encounters,Russia,12/9/16,CRYSTAL ANTARCTIDA,PRINCE OF STREAM,11/12/16
636017108,9666493,D5JI4,20,134.15,0,1,6558,0,1,7303,encounters,Liberia,12/21/16,CHIKUMA,CHIKUMA,9/20/15
356878000,8318659,3FOZ2,20,142.4,0,1,7777,0,1,8495,encounters,Panama,12/28/16,SHIN HANG 6,ATLANTIC HOPE,10/5/13
356878000,8318659,3FOZ2,20,142.4,0,1,7777,0,1,8495,encounters,Panama,10/5/13,ATLANTIC HOPE,,
309281000,9045780,C6WH9,20,131.25,0,1,7743,0,1,7721,ITU,Bahamas,12/15/16,GREEN ITALIA,,
309681000,9045792,C6WH6,20,131.25,0,1,7743,0,1,7721,ITU,Bahamas,12/27/16,GREEN BRAZIL,,
306337000,8705668,PJBZ,20,137.49,0,1,8984,0,1,6703,ITU,Curacao,12/28/16,CALA PICCOLA,,
273384930,9196357,UAPA,20,136.42,0,1,7355,0,1,8762,ITU,Russia,12/14/16,VYSOTSK,FRIO AEGEAN 1,1/8/16
311668000,8917584,C6TJ9,20,140.5,0,1,7944,0,1,11103,ITU,Bahamas,12/28/16,WELLINGTON STAR,,
636014597,9078488,A8VF2,20,134.01,0,1,5994,0,1,7252,ITU,Liberia,12/25/16,SEVILLA CARRIER,,
636016249,9038945,D5FF5,20,151,0,1,8665,0,1,11793,ITU,Liberia,12/28/16,DUNEDIN STAR,DUNEDIN STAR,10/8/13
310118000,9038945,ZCBC2,20,151,0,1,8665,0,1,11793,encounters,Bermuda,10/8/13,DUNEDIN STAR,,
636014596,9078476,A8VE9,20,134.01,0,1,5994,0,1,7255,ITU,Liberia,12/27/16,TOLEDO CARRIER,,
636013649,8907888,A8OL4,21,148.52,0,1,9070,0,1,11633,CLAV,Liberia,12/27/16,HUMBOLDT BAY,,
277380000,9047257,LYSG,21,134.02,0,1,7313,0,1,8045,CLAV,Lithuania,12/27/16,CAPELLA,,
353306000,9184536,3FWG8,21,127.38,0,1,7367,0,1,8097,CLAV,Panama,12/27/16,FRIO CHIKUMA,,
354871000,8801814,3FYF8,21,133.59,0,1,8487,0,1,9727,CLAV,Panama,12/27/16,FRIO OCEANIC,CHANGUINOLA BAY,10/10/13
309578000,8801814,C6RB2,21,133.59,0,1,8487,0,1,9727,CLAV,Bahamas,10/10/13,CHANGUINOLA BAY,,
576689000,8916748,YJQK7,21,141,0,1,8483,0,1,8946,CLAV,Vanuatu,11/23/16,ZEFYROS,,
373451000,8916748,3FPL2,21,141,0,1,8483,0,1,8946,encounters,Panama,12/14/16,ZEFYROS,ZEFYROS,11/23/16
636012261,8801802,A8EJ6,21,141,0,1,8487,0,1,9734,CLAV,Liberia,12/26/16,FRIO OLYMPIC,,
636092422,9045168,A8OE3,21,134.02,0,1,7303,0,1,8075,CLAV,Liberia,12/27/16,WATER PHOENIX,,
356609000,8908193,3EBI9,21,147,0,1,9070,0,1,11595,CLAV,Panama,12/28/16,FRIO LAS PALMAS,HIMALAYA BAY,10/11/13
636013652,8908193,A8OL7,21,147,0,1,9070,0,1,11595,encounters,Liberia,10/11/13,HIMALAYA BAY,,
576711000,8710340,YJQN2,21,141.58,0,1,8519,0,1,8800,CLAV,Vanuatu,10/14/16,FRIO ATHENS,,
353982000,8710340,3FAX7,21,141.58,0,1,8519,0,1,8800,encounters,Panama,12/25/16,FRIO ATHENS,FRIO ATHENS,10/14/16
352784000,9078282,3FVX3,21,125.03,0,1,7307,0,1,8032,CLAV,Panama,12/27/16,FRIO ANTWERP,,
576688000,8807442,YJQK2,21,141.58,0,1,8519,0,1,8830,CLAV,Vanuatu,12/10/05,FRIO DOLPHIN,,
373897000,8807442,3EDI8,21,141.58,0,1,8519,0,1,8830,encounters,Panama,12/28/16,FRIO DOLPHIN,FRIO DOLPHIN,12/10/16
636013523,9072824,A8NM7,21,132,0,1,7313,0,1,7957,CLAV,Liberia,1/29/15,MARINE PHOENIX,,
636013524,9045156,3EAJ9,21,125,0,1,7303,0,1,8056,CLAV,Liberia,10/11/13,SEA PHOENIX,,
529606000,8627309,E6CH2,21,84.6,0,1,2429,0,1,1451,FFA,Kiribati,3/30/13,CHANG FENG,,
356514000,9035084,3FHE6,21,138,0,1,7800,0,1,8023,FFA,Panama,12/8/16,HAI FENG 618,,
636013651,8920141,A8OL6,21,148,0,1,9070,0,1,11540,encounters,Liberia,12/28/16,FUJI BAY,,
636092423,9047271,A8OE5,21,134.1,0,1,7326,0,1,8041,encounters,Liberia,12/28/16,BAY PHOENIX,,
636092421,9047245,A8OE4,21,134.02,0,1,7313,0,1,8044,encounters,Liberia,12/28/16,LAGOON PHOENIX,,
529764000,8312655,T3PT2,21,149.03,0,1,9032,0,1,9233,encounters,Kiribati,10/27/16,WEI SHUN,BOSSE,8/5/14
636017752,8312655,D5MO2,21,149.03,0,1,9032,0,1,9233,encounters,Liberia,12/24/16,WEI SHUN,WEI SHUN,10/27/16
314233000,8312655,8PTO,21,149.03,0,1,9032,0,1,9233,encounters,Barbados,8/5/14,BOSSE,,
636013146,9019652,A8KY9,21,148.8,0,1,9074,0,1,11581,ITU,Liberia,12/28/16,ACONCAGUA BAY,,
308572000,9019640,C6PX2,21,148.8,0,1,9070,0,1,11579,ITU,Bahamas,12/28/16,RUNAWAY BAY,,
273381350,9061899,UARD,21,141.58,0,1,8609,0,1,8803,ITU,Russia,12/7/16,KAMCHATSKIY PROLIV,GRACE II,5/11/16
355658000,9061899,3EFI6,21,141.58,0,1,8609,0,1,8803,encounters,Panama,5/11/16,GRACE II,,
373962000,9179397,3FYV8,21,139,0,1,7637,0,1,9011,ITU,Panama,12/28/16,ARACENA CARRIER,HUMBOLDT REX,9/18/12
548483000,9179397,DYAQ,21,139,0,1,7637,0,1,9011,encounters,Philippines,9/18/12,HUMBOLDT REX,,
351336000,9227596,H3QQ,21,135.03,0,1,7367,0,1,8105,ITU,Panama,12/28/16,FRIO NAGATO,,
636091096,9066485,A8JI3,21,134.02,0,1,7329,0,1,8039,ITU,Liberia,12/28/16,PRINCE OF WAVES,,
636091097,9061198,A8JI4,21,134.02,0,1,7329,0,1,7898,ITU,Liberia,12/28/16,PRINCE OF TIDES,,
357611000,9178654,3FOA9,21,138,0,1,7959,0,1,8076,ITU,Panama,12/28/16,PACIFIC VIOLET,,
636014471,9016973,A8UC4,22,152.14,0,1,12413,0,1,10984,CLAV,Liberia,10/26/16,TAGANROGSKIY ZALIV,,
354811000,9016973,3FAZ9,22,152.14,0,1,12413,0,1,10984,encounters,Panama,12/28/16,TAGANROGSKIY ZALIV,TAGANROGSKIY ZALIV,10/26/16
356567000,9010785,HPXZ,22,144.34,0,1,12413,0,1,13283,FFA,Panama,12/28/16,SHANGHAI REEFER,,
371717000,8422711,3FSJ2,22,152.94,0,1,12398,0,1,11871,encounters,Panama,12/28/16,HAI FENG 698,KOMETA,10/11/13
273312280,8422711,C4RB2,22,152.94,0,1,12398,0,1,11871,encounters,Russia,10/11/13,KOMETA,,
529844000,9044358,T3TB2,22,152.94,0,1,12413,0,1,9952,encounters,Kiribati,12/8/16,ZHONG ZHOU 1,ZHONG ZHOU 1,6/12/15
514298000,8224432,XUJF6,22,149.03,0,1,9092,0,1,11797,encounters,Cambodia,11/14/15,MING HANG 8,EUROPA,9/9/14
374290000,8224432,HPNW,22,149.03,0,1,9092,0,1,11797,encounters,Panama,11/10/16,MING HANG 8,MING HANG 8,11/14/15
375789000,8224432,,22,149.03,0,1,9092,0,1,11797,encounters,Saint Vincent Grenadines,9/9/14,EUROPA,,
514266000,8214827,XUDF5,22,143.54,0,1,8739,0,1,9746,encounters,Cambodia,11/24/15,MING FENG,,
351763000,8214839,3FRT,22,143.52,0,1,8739,0,1,9746,encounters,Panama,12/28/16,SHIN HANG,,
373039000,9016985,3FDH6,22,152.94,0,1,12413,0,1,13283,encounters,Panama,12/17/16,HAI FENG 688,KAPITAN LAZAREV,7/6/14
273557400,9016985,UEAV,22,152.94,0,1,12413,0,1,13283,encounters,Russia,7/6/14,KAPITAN LAZAREV,,
514117000,8408870,3EDT8,22,150,0,1,9749,0,1,11979,encounters,Cambodia,12/3/15,YONG HANG 9,TROPICAL REEFER,9/2/14
374610000,9016961,3FCO5,22,152.87,0,1,12413,0,1,11691,encounters,Panama,12/19/16,HAI FENG 678,HAI FENG 678,8/1/15
273816020,8326113,UIUT,22,152.79,0,1,12383,0,1,10055,encounters,Russia,12/27/16,KORSAKOV,,
273210110,8701040,UFXA,22,152.87,0,1,12403,0,1,13494,encounters,Russia,12/28/16,PAMYAT KIROVA,,
273211110,8811675,UFYW,22,152.87,0,1,12406,0,1,11714,encounters,Russia,12/18/16,PAMYAT ILICHA,,
273512400,8225723,UIMH,22,152.69,0,1,12527,0,1,12243,encounters,Russia,12/25/16,TAMBOV,,
273421470,7723065,UFOC,22,154.9,0,1,12282,0,1,13837,encounters,Russia,11/26/16,PROFESSOR MEGRABOV,,
273816010,8225711,UIIC,22,152.7,0,1,12703,0,1,13879,encounters,Russia,12/28/16,BEREG MECHTY,,
352610000,9063653,3FJE9,22,137.8,0,1,9438,0,1,9357,ITU,Panama,12/28/16,MARBELLA CARRIER,HAINAN BAOSHA 012,3/30/13
309478000,9063653,C6NP6,22,137.8,0,1,9438,0,1,9357,encounters,Bahamas,3/30/13,HAINAN BAOSHA 012,,
636091006,9172947,A8IN9,22,150,0,1,9307,0,1,11013,ITU,Liberia,12/24/16,TIMOR STREAM,,
636015625,9189902,D5BX4,22,144.52,0,1,9649,0,1,11788,ITU,Liberia,12/28/16,BALTIC HOLLYHOCK,ATLANTIC HOLLYHOCK,7/20/12
357689000,9189902,3FQQ9,22,144.52,0,1,9649,0,1,11788,encounters,Panama,7/20/12,ATLANTIC HOLLYHOCK,,
636015904,9181144,D5DK5,22,149.92,0,1,9859,0,1,10114,ITU,Liberia,12/28/16,BALTIC HEATHER,,
370305000,9063665,3FJZ2,22,137.8,0,1,9538,0,1,9000,ITU,Panama,12/28/16,MURCIA CARRIER,HAINAN BAOSHA 011,3/14/13
309479000,9063665,C6NP7,22,137.8,0,1,9538,0,1,9000,encounters,Bahamas,3/14/13,HAINAN BAOSHA 011,,
229738000,9064839,9HA3565,22,144.52,0,1,10203,0,1,11575,ITU,Malta,12/20/16,MEXICAN BAY,MEXICAN BAY,10/11/13
352775000,9064839,3FVQ3,22,144.52,0,1,10203,0,1,11575,encounters,Liberia,10/11/13,MEXICAN BAY,,
311087000,8408894,C6FR8,22,149.41,0,1,9749,0,1,11998,ITU,Bahamas,12/28/16,TROPICAL STAR,,
636008972,8911102,ELLM5,22,144.03,0,1,8818,0,1,9683,ITU,Liberia,12/24/16,TRITON REEFER,,
311054900,9189897,C6ZG7,22,144.52,0,1,9649,0,1,11793,ITU,Bahamas,12/28/16,ATLANTIC ACANTHUS,,
636091017,9194921,A8IP5,22,143,0,1,8507,0,1,9566,ITU,Liberia,12/28/16,SANTA LUCIA,,
636091012,9152181,A8IO7,22,143,0,1,8879,0,1,9609,ITU,Liberia,12/28/16,SOUTHERN BAY,,
636015811,9181156,D5CY5,22,149.92,0,1,9859,0,1,10114,ITU,Liberia,12/28/16,BALTIC JASMINE,,
311088000,8408882,C6FR9,22,141.3,0,1,9749,0,1,11998,ITU,Bahamas,12/28/16,TROPICAL SKY,,
273356610,8136740,UBXG4,23,172,0,1,13496,0,1,14197,encounters,Russia,12/7/16,PROLIV LONGA,,
576195000,8226739,YJVT7,23,172.12,0,1,13506,0,1,13223,encounters,Vanuatu,12/28/16,LA MANCHE,,
370032000,9128051,3FVE7,23,151.99,0,1,10519,0,1,10342,ITU,Panama,12/28/16,CROWN JADE,,
309716000,9014767,C6VR5,23,156.53,0,1,10842,0,1,12891,ITU,Bahamas,12/28/16,CHIQUITA ROSTOCK,,
636091103,9045924,A8JJ5,23,141.8,0,1,9820,0,1,10466,ITU,Liberia,12/28/16,PACIFIC MERMAID,,
311127000,9019119,C6RO7,23,150.35,0,1,10614,0,1,10629,ITU,Bahamas,12/28/16,CAPE TOWN STAR,,
309075000,9014755,C6VR4,23,156.53,0,1,10842,0,1,12890,ITU,Bahamas,12/12/16,CHIQUITA BREMEN,,
636091100,9045948,A8JI7,23,141.8,0,1,9829,0,1,10461,ITU,Liberia,12/28/16,CORAL MERMAID,,
311294000,9046538,C6FS3,23,141.17,0,1,10584,0,1,10282,ITU,Bahamas,12/27/16,DOLE AFRICA,,
352785000,9128049,3FSY6,23,151.99,0,1,10519,0,1,10332,ITU,Panama,12/22/16,CROWN GARNET,,
636091014,9202869,A8IP2,23,151.99,0,1,10532,0,1,10309,ITU,Liberia,12/17/16,ELVIRA,,
370095000,9412751,3FJA8,23,143,0,1,9603,0,1,10601,ITU,Panama,12/28/16,LADYROSE BAY,,
314010000,9128037,8PLI,23,151.99,0,1,10519,0,1,10351,ITU,Barbados,12/28/16,CROWN EMMA,CROWN EMERALD,10/6/13
563388000,9128037,9V7867,23,151.99,0,1,10519,0,1,10351,encounters,Singapore,10/6/13,CROWN EMERALD,,
311297000,9046502,C6FS6,23,141.17,0,1,10584,0,1,10600,ITU,Bahamas,12/28/16,DOLE AMERICA,,
229737000,9181170,9HA3564,23,151.99,0,1,10532,0,1,10358,ITU,Malta,12/28/16,ESMERALDA,ESMERALDA,10/8/13
636091005,9181170,A8IN8,23,151.99,0,1,10532,0,1,10358,encounters,Liberia,10/8/13,ESMERALDA,,
314236000,8221856,8PTR,23,151.5,0,1,10535,0,1,10601,ITU,Barbados,5/6/16,STINA,,
311295000,9046526,C6FS4,23,141.17,0,1,10584,0,1,10288,ITU,Bahamas,12/28/16,DOLE ASIA,,
636091090,9064229,A8JH5,23,141.8,0,1,9829,0,1,10464,ITU,Liberia,12/27/16,CARIBBEAN MERMAID,,
636016280,9038488,D5BR9,23,150.01,0,1,10402,0,1,10621,ITU,Liberia,12/28/16,BALTIC PATRIOT,EAGLE BAY,10/9/13
636091092,9038488,A8JH7,23,150.01,0,1,10402,0,1,10621,encounters,Liberia,10/9/13,EAGLE BAY,,
351827000,9159115,3FYV7,23,151.99,0,1,10519,0,1,10334,ITU,Panama,12/25/16,CROWN SAPPHIRE,,
311907000,9053658,C6UG6,23,150,0,1,10375,0,1,10520,ITU,Bahamas,12/11/16,REGAL BAY,,
309841000,9008732,C6OU9,23,150.01,0,1,10412,0,1,10713,ITU,Bahamas,12/26/16,IVORY DAWN,,
636091102,9045936,A8JJ3,23,141.8,0,1,9829,0,1,10464,ITU,Liberia,12/23/16,ATLANTIC MERMAID,,
529837000,7726706,T3SU2,24,144.35,0,1,11243,0,1,12570,encounters,Kiribati,9/30/16,WEI LI,BALTIC STAR,7/8/15
311122000,8413019,C6RO2,24,169.1,0,1,12659,0,1,13584,ITU,Bahamas,12/28/16,SUMMER FLOWER,,
636091016,9167801,A8IP4,24,155,0,1,11382,0,1,12906,ITU,Liberia,12/28/16,COMOROS STREAM,,
246428000,9172959,PCIH,24,155,0,1,11382,0,1,12906,ITU,Netherlands,12/27/16,ROYAL KLIPPER,,
636013073,9150822,A8KK4,24,154,0,1,15058,0,1,14726,ITU,Liberia,12/28/16,COSTA RICAN STAR,,
636013070,8713550,A8KJ9,24,158.53,0,1,11590,0,1,12519,ITU,Liberia,12/22/16,AVILA STAR,,
636013068,9150810,A8KJ7,24,184.8,0,1,15058,0,1,14726,ITU,Liberia,12/27/16,CARIBBEAN STAR,,
308122000,9015199,C6KD6,24,158.13,0,1,13049,0,1,13958,ITU,Bahamas,12/23/16,NEDERLAND REEFER,,
311121000,8407814,C6RN9,24,169.09,0,1,12659,0,1,13584,ITU,Bahamas,12/28/16,SUMMER MEADOW,,
244915000,8213665,PCBT,24,151,0,1,12111,0,1,10098,ITU,Netherlands,5/25/12,SPRING BOB,,
636092399,9189885,D5BR6,24,154,0,1,11417,0,1,12473,ITU,Liberia,12/25/16,POLARSTREAM,,
311665000,8907876,C6TJ6,24,152,0,1,13099,0,1,12974,ITU,Bahamas,12/28/16,SWAN CHACABUCO,,
311667000,8700230,C6TJ8,24,152,0,1,13312,0,1,12838,ITU,Bahamas,12/28/16,CHAITEN,,
308668000,9038335,C6LF9,24,158.13,0,1,13077,0,1,13981,ITU,Bahamas,12/28/16,AUTUMN WAVE,,
636092400,9189873,D5BR7,24,154,0,1,11417,0,1,10447,ITU,Liberia,12/28/16,POLARLIGHT,,
311433000,8300365,C6SQ5,24,144.6,0,1,12383,0,1,14786,ITU,Bahamas,12/22/16,BELGIAN REEFER,,
306083000,9267534,PJOT,25,185.91,0,1,18931,0,1,16478,ITU,Curacao,12/28/16,MAGELLAN STRAIT,,
310493000,9267534,ZCDQ4,25,185.91,0,1,18931,0,1,16478,encounters,Bermuda,6/1/13,CALA PARADISO,,
308701000,9059614,C6QK,25,178.5,0,1,14061,0,1,14140,ITU,Bahamas,12/23/16,BARRINGTON ISLAND,,
245723000,9454761,PCIU,25,165,0,1,14091,0,1,15692,ITU,Netherlands,12/28/16,ATLANTIC KLIPPER,,
308511000,9059602,C6LU3,25,178.5,0,1,14061,0,1,14160,ITU,Bahamas,12/28/16,ALBEMARLE ISLAND,,
636014655,9454759,A8VR5,25,165,0,1,14091,0,1,15609,ITU,Liberia,12/25/16,BALTIC KLIPPER,,
308512000,9059640,C6LU4,25,178.5,0,1,14061,0,1,14140,ITU,Bahamas,12/28/16,HOOD ISLAND,,
563418000,9666508,9V6110,20.2,134.15,0,1,6534,0,1,7301,CLAV,Singapore,12/28/16,CHITOSE,,
577122000,9666481,YJTD3,20.2,134.15,0,1,6558,0,1,7314,CLAV,Vanuatu,10/8/13,IBUKI,,
352894000,9278612,HPFK,16.6,113,0,1,4499,0,1,4940,CLAV,Panama,12/28/16,TUNA QUEEN,,
576107000,9453418,YJQS6,16.6,120.75,0,1,4538,0,1,4867,CLAV,Vanuatu,8/12/15,LADY TUNA,,
576139000,9314612,YJQT4,16.6,120.75,0,1,4522,0,1,4909,CLAV,Vanuatu,4/4/15,TUNA PRINCESS,,
538002996,8714944,3FSS6,16.6,115.9,0,1,4261,0,1,5069,FFA,Marshall Islands,8/14/13,NO.1 POHAH,,
441377000,9015840,DSNK2,16.6,103.6,0,1,3919,0,1,5411,FFA,Korea,12/23/16,CHERRYSTAR,,
354240000,9017276,3FFY5,22.6,150.3,0,1,10629,0,1,10582,CLAV,Panama,12/28/16,CRYSTAL REEFER,CHILE STAR,1/31/15
356962000,9017264,3FNJ,22.6,150.3,0,1,10629,0,1,10587,CLAV,Panama,12/22/16,URUGUAY REEFER,URUGUAY STAR,2/5/15
311296000,9046514,C6FS5,22.6,141.17,0,1,10584,0,1,10288,ITU,Bahamas,12/24/16,DOLE EUROPA,,
249842000,8518807,9HIH5,17.8,124.69,0,1,4964,0,1,6544,CLAV,Malta,10/9/13,NOVA CALEDONIA,,
312284000,8872801,V3YC7,17.8,109.7,0,1,5624,0,1,7158,CLAV,Belize,12/28/16,LUCKY JOY,LION,5/6/15
305723000,8872801,9HTF5,17.8,109.7,0,1,5624,0,1,7158,encounters,Antigua Barbuda,5/6/15,LION,,
370115000,9045156,3EAJ9,20.8,134.02,0,1,7303,0,1,8056,CLAV,Panama,12/28/16,NESTOS REEFER,SEA PHOENIX,10/11/13
353019000,8502432,3FZW3,16.24,102.81,0.007071068,2,4109,0,1,4888,CLAV,Panama,11/9/15,FRIO CANARIAS,,
440220000,8520496,D7NA,14,94.01,0.007071068,2,2604,0,1,2690,CLAV,Korea,12/21/16,ORION 1,ORION,10/11/13
245317000,9085479,PDKK,16,127,0.007071068,2,5471,0,1,7480,CLAV,Netherlands,11/14/14,COOL EXPRESO,,
352349000,9073385,3FNR3,20.8,125.01,0.007071068,2,7307,0,1,8024,CLAV,Panama,12/21/16,FRIO SHINANO,,
353828000,8319598,3EHM8,14.51,86.34,0,1,2340,0,1,2311,CLAV,Panama,11/12/16,HAI YING,HAI YING,5/30/13
412899000,8319598,,15,86,0,1,2340,0,1,2311,CLAV,China,1/25/16,HENG TAI 899,,
412208610,8319598,,15,86.33,0,1,2340,0,1,2311,CLAV,China,5/30/13,HAI YING,,
577089000,9163439,D7MZ,16.8,120.12,,1,4643,,1,2695,CLAV,Vanuatu,10/10/13,BADARO,,
440217000,9163439,D7MZ,17,112.04,,1,4643,,1,2695,CLAV,Korea,12/23/16,BADARO,BADARO,10/10/13
529605000,9065534,T3HC2,15,97.4,0,1,2839,0,1,2695,FFA,Kiribati,12/8/16,XIN RUI,FONG KUO NO.807,4/25/13
667003336,9065534,9LY2533,15,97.4,0,1,2839,0,1,2695,encounters,Sierra Leone,4/25/13,FONG KUO NO.807,,
229428000,9076272,UFLQ,18,122.92,,1,6964,,1,6670,CLAV,Malta,10/11/13,SIERRA MERLOT,,
273332290,9076272,UFLQ,18,134,0,1,6964,0,1,6670,CLAV,Russia,12/28/16,BUKHTA RUSSKAYA,SIERRA MERLOT,10/11/13
529304000,9021277,DSMA2,14,94,,0,2692,0,1,2830,CLAV,Kiribati,4/1/15,SEIWA,,
440046000,9021277,DSMA2,14,94,0,1,2692,0,1,2830,encounters,Korea,12/28/16,SEIWA,SEIWA,8/3/15
370866000,9021277,3FDT5,14,94,0,1,2692,0,1,2830,encounters,Panama,8/3/15,SEIWA,SEIWA,4/1/15
440101000,8911607,DSRO8,16.62,120.7,,1,4429,,1,5154,CLAV,Korea,12/28/16,MONONOK,MONONOK,8/26/13
352475000,8908234,HOAJ,17,120.73,0,1,4392,0,1,5154,FFA,Panama,12/28/16,DINOK,,
538002997,8911607,DSRO8,16.62,120.7,0,1,4429,0,1,5154,CLAV,Marshall Islands,8/26/13,MONONOK,,
567175000,7727102,HSB2700,13,81.73,,1,2285,,1,2468,CLAV,Thailand,12/13/16,CELTIC ICE,,
567175000,7727102,HSB2700,13,81.73,,1,2285,,1,2468,encounters,Thailand,5/17/15,SILVER SEA 1,,
567011500,7727114,HSCY2,13.21,81.73,0,1,2285,0,1,2468,CLAV,Thailand,4/7/15,SILVER SEA LINE 2,,
371100000,8508840,HPQB,15,88.32,0,1,2436,0,1,2468,FFA,Panama,11/22/16,YUNG DA FA 101,YUNG DA FA 101,2/5/15
357745000,8508840,3FSJ9,15,88.32,0,1,2436,0,1,2468,encounters,Kiribati,2/5/15,YUNG DA FA 101,,
229587000,8807662,3EHL5,21,148,0,1,9072,0,1,11438,CLAV,Malta,10/11/13,WINDFROST,WIND FROST,8/27/13
371812000,8807662,3EHL5,21,140.44,0,1,9072,0,1,11438,CLAV,Panama,9/13/16,FRIO POSEIDON,WINDFROST,10/11/13
636013648,8807662,3EHL5,21,140,0,1,9072,0,1,11438,CLAV,Liberia,8/27/13,WIND FROST,,
371295000,7818561,3EAY,16,99.7,,1,3830,,1,4258,CLAV,Panama,12/28/16,HAI FA,,
356889000,9136890,3FVD,17,100.72,0,1,3767,0,1,4258,FFA,Panama,12/8/16,ANGARA,,
515777000,8609292,XUCT6,20,144.5,0,1,7286,0,1,7337,encounters,Cambodia,12/30/15,QI HANG,,
515183000,8609280,3EML7,20,144.5,0,1,7286,0,1,7337,encounters,Cambodia,8/31/15,YONG XIANG 8,,
374410000,8609280,3EML7,20,144.5,0,1,7286,0,1,7337,ITU,Panama,12/7/16,YONG XIANG 8,YONG XIANG 8,8/31/15
229644000,9041540,H9PE,18,129,0,1,6399,0,1,7368,CLAV,Malta,6/2/14,SARONIC BREEZE,SARONIC BREEZE,11/19/13
357670000,9041540,H9PE,18,137.55,0,1,6399,0,1,7368,CLAV,Panama,11/19/13,SARONIC BREEZE,,
371156000,9041540,H9PE,18,129.2,0.007071068,2,6399,0,1,7368,CLAV,Panama,12/29/16,SARONIC BREEZE,SARONIC BREEZE,6/2/14
374198000,9135169,3FIC4,22,143,0,1,8896,0,1,9638,ITU,Panama,12/29/16,HAI FENG 718,HOPE BAY,11/9/15
306303000,9135169,3FIC4,22,143,0,1,8896,0,1,9638,ITU,Curacao,11/9/15,HOPE BAY,,
636091013,9143752,A8IO9,22,143,0,1,8917,0,1,9638,ITU,Liberia,12/22/16,EASTERN BAY,MONTESOL,10/5/13
355894000,7721067,3FRZ5,13,94.71,3.013768405,2,2689,0,1,3439,CLAV,Panama,10/5/13,MONTESOL,,
352545000,7710276,3FUH5,14,96.7,0.353553391,2,2689,0,1,3439,CLAV,Panama,12/30/16,MONTECRUZ,,
567492000,7721067,HSB4886,14,96.45,0,1,2689,0,1,3439,CLAV,Thailand,1/5/16,MARINE ONE,MONTESOL,10/5/13
229981000,9202857,9HA3770,23,151.99,0,1,10532,0,1,12734,ITU,Malta,12/29/16,EMERALD,EMERALD,10/11/13
636091015,9202857,A8IP3,23,151.99,0,1,10532,0,1,12734,encounters,Liberia,10/11/13,EMERALD,,
636091007,9175901,9HA3898,23,151.99,0,1,10519,0,1,12734,ITU,Liberia,6/26/15,ELSEBETH,,
256389000,9175901,9HA3898,23,151.99,0,1,10519,0,1,12734,ITU,Malta,12/25/16,ELSEBETH,ELSEBETH,6/26/15
273811020,8834483,UIWB,18,133.95,0,1,6998,0,1,7912,encounters,Russia,12/20/16,KAPITAN PRYAKHA,,
273420240,8729183,UERA,18,133.95,0,1,6998,0,1,7912,encounters,Russia,12/14/16,KOMMUNARY NIKOLAYEVA,,
273422240,8832069,UEZS,18,133.95,0,1,6998,0,1,7912,encounters,Russia,12/30/16,KAPITAN KIRICHENKO,,
273317810,7700087,UCTB,12,78.11,0,1,1728,0,1,2175,encounters,Russia,12/30/16,CANOPUS,,
273313950,7700099,UHVP,13,78.11,0,1,1728,0,1,2175,encounters,Russia,12/30/16,SIRIUS,,
273441670,7700116,UDOW,13,71,0,1,1727,0,1,2175,ITU,Russia,12/27/16,JUPITER,,
